Date/Time,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,End Of File
3/30/2016 13:00,14.7793,80.911,Logged,,,
3/30/2016 13:15,14.7757,80.382,,,,
3/30/2016 13:30,14.7746,80.735,,,,
3/30/2016 13:45,14.7719,80.559,,,,
3/30/2016 14:00,14.7644,80.206,,,,
3/30/2016 14:15,14.7661,80.029,,,,
3/30/2016 14:30,14.7644,80.206,,,,
3/30/2016 14:45,14.764,80.029,,,,
3/30/2016 15:00,14.7699,79.853,,,,
3/30/2016 15:15,14.7657,79.853,,,,
3/30/2016 15:30,14.7651,79.678,,,,
3/30/2016 15:45,14.7608,79.678,,,,
3/30/2016 16:00,14.763,79.678,,,,
3/30/2016 16:15,14.7625,79.502,,,,
3/30/2016 16:30,14.7647,79.502,,,,
3/30/2016 16:45,14.7647,79.502,,,,
3/30/2016 17:00,14.7647,79.502,,,,
3/30/2016 17:15,14.7673,79.678,,,,
3/30/2016 17:30,14.769,79.502,,,,
3/30/2016 17:45,14.769,79.502,,,,
3/30/2016 18:00,14.769,79.502,,,,
3/30/2016 18:15,14.7712,79.502,,,,
3/30/2016 18:30,14.7751,79.326,,,,
3/30/2016 18:45,14.7751,79.326,,,,
3/30/2016 19:00,14.773,79.326,,,,
3/30/2016 19:15,14.773,79.326,,,,
3/30/2016 19:30,14.7682,79.151,,,,
3/30/2016 19:45,14.7724,79.151,,,,
3/30/2016 20:00,14.7789,79.151,,,,
3/30/2016 20:15,14.7833,79.151,,,,
3/30/2016 20:30,14.785,78.975,,,,
3/30/2016 20:45,14.785,78.975,,,,
3/30/2016 21:00,14.7894,78.975,,,,
3/30/2016 21:15,14.7894,78.975,,,,
3/30/2016 21:30,14.7937,78.975,,,,
3/30/2016 21:45,14.7933,78.8,,,,
3/30/2016 22:00,14.7975,78.8,,,,
3/30/2016 22:15,14.7997,78.8,,,,
3/30/2016 22:30,14.7997,78.8,,,,
3/30/2016 22:45,14.7975,78.8,,,,
3/30/2016 23:00,14.797,78.624,,,,
3/30/2016 23:15,14.7949,78.624,,,,
3/30/2016 23:30,14.7905,78.624,,,,
3/30/2016 23:45,14.7949,78.624,,,,
3/31/2016 0:00,14.7905,78.624,,,,
3/31/2016 0:15,14.7883,78.624,,,,
3/31/2016 0:30,14.7883,78.624,,,,
3/31/2016 0:45,14.7836,78.449,,,,
3/31/2016 1:00,14.7814,78.449,,,,
3/31/2016 1:15,14.777,78.449,,,,
3/31/2016 1:30,14.7748,78.449,,,,
3/31/2016 1:45,14.7706,78.449,,,,
3/31/2016 2:00,14.7685,78.449,,,,
3/31/2016 2:15,14.7663,78.449,,,,
3/31/2016 2:30,14.7619,78.449,,,,
