"Plot Title: 4.1.4 Leone 6.16.2022"
"#","Date Time, GMT-11:00","Abs Pres, psi (LGR S/N: 20158653, SEN S/N: 20158653)","Temp, °F (LGR S/N: 20158653, SEN S/N: 20158653)","Coupler Detached (LGR S/N: 20158653)","Coupler Attached (LGR S/N: 20158653)","Host Connected (LGR S/N: 20158653)","Stopped (LGR S/N: 20158653)","End Of File (LGR S/N: 20158653)"
1,06/16/22 09:45:00 AM,14.7943,77.749,Logged,,,,
2,06/16/22 10:00:00 AM,14.7612,77.400,,,,,
3,06/16/22 10:15:00 AM,14.7525,77.749,,,,,
4,06/16/22 10:30:00 AM,14.7545,79.326,,,,,
5,06/16/22 10:45:00 AM,14.7529,79.853,,,,,
6,06/16/22 11:00:00 AM,14.7511,80.206,,,,,
7,06/16/22 11:15:00 AM,14.7529,81.621,,,,,
8,06/16/22 11:30:00 AM,14.7508,81.797,,,,,
9,06/16/22 11:45:00 AM,14.7485,81.797,,,,,
10,06/16/22 12:00:00 PM,14.7485,81.797,,,,,
11,06/16/22 12:15:00 PM,14.7395,81.975,,,,,
12,06/16/22 12:30:00 PM,14.7379,82.508,,,,,
13,06/16/22 12:45:00 PM,14.7386,83.043,,,,,
14,06/16/22 01:00:00 PM,14.7400,84.115,,,,,
15,06/16/22 01:15:00 PM,14.7389,86.641,,,,,
16,06/16/22 01:30:00 PM,14.7347,90.309,,,,,
17,06/16/22 01:45:00 PM,14.7380,92.550,,,,,
18,06/16/22 02:00:00 PM,14.7281,92.174,,,,,
19,06/16/22 02:15:00 PM,14.7261,92.363,,,,,
20,06/16/22 02:30:00 PM,14.7241,89.384,,,,,
21,06/16/22 02:45:00 PM,14.7235,92.174,,,,,
22,06/16/22 03:00:00 PM,14.7203,89.938,,,,,
23,06/16/22 03:15:00 PM,14.7245,92.926,,,,,
24,06/16/22 03:30:00 PM,14.7203,89.938,,,,,
25,06/16/22 03:45:00 PM,14.7161,87.004,,,,,
