Date/Time,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,End Of File
3/30/2016 15:00,14.5728,88.65,Logged,,,
3/30/2016 15:15,14.5728,88.65,,,,
3/30/2016 15:30,14.5712,88.833,,,,
3/30/2016 15:45,14.5689,88.099,,,,
3/30/2016 16:00,14.6365,81.09,,,,
3/30/2016 16:15,14.6323,80.382,,,,
3/30/2016 16:30,14.6317,80.206,,,,
3/30/2016 16:45,14.6333,80.029,,,,
3/30/2016 17:00,14.6311,80.029,,,,
3/30/2016 17:15,14.6333,80.029,,,,
3/30/2016 17:30,14.6311,80.029,,,,
3/30/2016 17:45,14.6311,80.029,,,,
3/30/2016 18:00,14.6333,80.029,,,,
3/30/2016 18:15,14.6333,80.029,,,,
3/30/2016 18:30,14.6349,79.853,,,,
3/30/2016 18:45,14.6349,79.853,,,,
3/30/2016 19:00,14.6305,79.853,,,,
3/30/2016 19:15,14.63,79.678,,,,
3/30/2016 19:30,14.6279,79.678,,,,
3/30/2016 19:45,14.6321,79.678,,,,
3/30/2016 20:00,14.6343,79.678,,,,
3/30/2016 20:15,14.6359,79.502,,,,
3/30/2016 20:30,14.6359,79.502,,,,
3/30/2016 20:45,14.6381,79.502,,,,
3/30/2016 21:00,14.6423,79.502,,,,
3/30/2016 21:15,14.6401,79.502,,,,
3/30/2016 21:30,14.6445,79.502,,,,
3/30/2016 21:45,14.6445,79.502,,,,
3/30/2016 22:00,14.6423,79.502,,,,
3/30/2016 22:15,14.6439,79.326,,,,
3/30/2016 22:30,14.6417,79.326,,,,
3/30/2016 22:45,14.6417,79.326,,,,
3/30/2016 23:00,14.6397,79.326,,,,
3/30/2016 23:15,14.6397,79.326,,,,
3/30/2016 23:30,14.6353,79.326,,,,
3/30/2016 23:45,14.6353,79.326,,,,
3/31/2016 0:00,14.6311,79.326,,,,
3/31/2016 0:15,14.6311,79.326,,,,
3/31/2016 0:30,14.6268,79.326,,,,
3/31/2016 0:45,14.6246,79.326,,,,
3/31/2016 1:00,14.6204,79.326,,,,
3/31/2016 1:15,14.6162,79.326,,,,
3/31/2016 1:30,14.614,79.326,,,,
3/31/2016 1:45,14.6076,79.326,,,,
3/31/2016 2:00,14.6033,79.326,,,,
3/31/2016 2:15,14.6054,79.326,,,,
3/31/2016 2:30,14.5991,79.326,,,,
3/31/2016 2:45,14.5969,79.326,,,,
3/31/2016 3:00,14.5947,79.326,,,,
3/31/2016 3:15,14.5927,79.326,,,,
3/31/2016 3:30,14.5943,79.151,,,,
3/31/2016 3:45,14.5943,79.151,,,,
3/31/2016 4:00,14.5943,79.151,,,,
3/31/2016 4:15,14.5963,79.151,,,,
3/31/2016 4:30,14.5943,79.151,,,,
3/31/2016 4:45,14.5937,78.975,,,,
3/31/2016 5:00,14.5959,78.975,,,,
3/31/2016 5:15,14.5979,78.975,,,,
3/31/2016 5:30,14.6001,78.975,,,,
3/31/2016 5:45,14.6065,78.975,,,,
3/31/2016 6:00,14.6043,78.975,,,,
3/31/2016 6:15,14.6065,78.975,,,,
3/31/2016 6:30,14.6081,78.8,,,,
3/31/2016 6:45,14.6065,78.975,,,,
3/31/2016 7:00,14.6128,78.975,,,,
3/31/2016 7:15,14.6134,79.151,,,,
3/31/2016 7:30,14.6118,79.326,,,,
3/31/2016 7:45,14.6146,79.502,,,,
3/31/2016 8:00,14.6194,79.678,,,,
3/31/2016 8:15,14.622,79.853,,,,
3/31/2016 8:30,14.6253,80.206,,,,
3/31/2016 8:45,14.6285,80.559,,,,
3/31/2016 9:00,14.6265,81.266,,,,
3/31/2016 9:15,14.6269,81.442,,,,
3/31/2016 9:30,14.6249,81.442,,,,
3/31/2016 9:45,14.6269,81.442,,,,
3/31/2016 10:00,14.6318,81.621,,,,
3/31/2016 10:15,14.6281,81.797,,,,
3/31/2016 10:30,14.6233,81.621,,,,
3/31/2016 10:45,14.6233,81.621,,,,
3/31/2016 11:00,14.6239,81.797,,,,
3/31/2016 11:15,14.6201,81.975,,,,
3/31/2016 11:30,14.6185,82.152,,,,
3/31/2016 11:45,14.6169,82.33,,,,
3/31/2016 12:00,14.6133,82.508,,,,
3/31/2016 12:15,14.6085,83.043,,,,
3/31/2016 12:30,14.6081,83.579,,,,
3/31/2016 12:45,14.6118,84.115,,,,
3/31/2016 13:00,14.6102,84.295,,,,
3/31/2016 13:15,14.6092,83.935,,,,
3/31/2016 13:30,14.6076,84.115,,,,
3/31/2016 13:45,14.6081,83.579,,,,
3/31/2016 14:00,14.6063,83.043,,,,
3/31/2016 14:15,14.6031,82.686,,,,
3/31/2016 14:30,14.6025,82.508,,,,
3/31/2016 14:45,14.5962,82.508,,,,
3/31/2016 15:00,14.5956,82.33,,,,
3/31/2016 15:15,14.595,82.152,,,,
3/31/2016 15:30,14.5934,81.621,,,,
3/31/2016 15:45,14.5934,81.621,,,,
3/31/2016 16:00,14.5912,81.621,,,,
3/31/2016 16:15,14.5934,81.621,,,,
3/31/2016 16:30,14.5954,81.621,,,,
3/31/2016 16:45,14.5966,81.975,,,,
3/31/2016 17:00,14.5966,81.975,,,,
3/31/2016 17:15,14.5938,81.797,,,,
3/31/2016 17:30,14.5982,81.797,,,,
3/31/2016 17:45,14.6018,81.621,,,,
3/31/2016 18:00,14.6056,81.442,,,,
3/31/2016 18:15,14.6115,81.266,,,,
3/31/2016 18:30,14.6146,80.911,,,,
3/31/2016 18:45,14.6141,80.735,,,,
3/31/2016 19:00,14.6157,80.559,,,,
3/31/2016 19:15,14.6152,80.382,,,,
3/31/2016 19:30,14.6237,80.382,,,,
