Date,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
5/22/2017 11:00,14.8561,79.502,Logged,,,,
5/22/2017 11:15,14.8546,79.151,,,,,
5/22/2017 11:30,14.85,79.151,,,,,
5/22/2017 11:45,14.8507,79.326,,,,,
5/22/2017 12:00,14.8461,79.326,,,,,
5/22/2017 12:15,14.8421,79.502,,,,,
5/22/2017 12:30,14.8336,79.678,,,,,
5/22/2017 12:45,14.8274,79.853,,,,,
5/22/2017 13:00,14.8243,79.678,,,,,
5/22/2017 13:15,14.8266,79.678,,,,,
5/22/2017 13:30,14.8168,79.502,,,,,
5/22/2017 13:45,14.8127,79.678,,,,,
5/22/2017 14:00,14.8104,79.678,,,,,
5/22/2017 14:15,14.8052,79.502,,,,,
5/22/2017 14:30,14.8021,79.326,,,,,
5/22/2017 14:45,14.7998,79.326,,,,,
5/22/2017 15:00,14.8021,79.326,,,,,
5/22/2017 15:15,14.7928,79.326,,,,,
5/22/2017 15:30,14.7944,79.151,,,,,
5/22/2017 15:45,14.7968,79.151,,,,,
5/22/2017 16:00,14.7923,79.151,,,,,
5/22/2017 16:15,14.7968,79.151,,,,,
5/22/2017 16:30,14.7915,78.975,,,,,
5/22/2017 16:45,14.7915,78.975,,,,,
5/22/2017 17:00,14.7908,78.8,,,,,
5/22/2017 17:15,14.7908,78.8,,,,,
5/22/2017 17:30,14.7885,78.8,,,,,
5/22/2017 17:45,14.7931,78.8,,,,,
5/22/2017 18:00,14.797,78.624,,,,,
5/22/2017 18:15,14.7994,78.624,,,,,
5/22/2017 18:30,14.7994,78.624,,,,,
5/22/2017 18:45,14.804,78.624,,,,,
5/22/2017 19:00,14.804,78.624,,,,,
5/22/2017 19:15,14.8056,78.449,,,,,
5/22/2017 19:30,14.8079,78.449,,,,,
5/22/2017 19:45,14.8102,78.449,,,,,
5/22/2017 20:00,14.8126,78.449,,,,,
5/22/2017 20:15,14.8126,78.449,,,,,
5/22/2017 20:30,14.8172,78.449,,,,,
5/22/2017 20:45,14.8172,78.449,,,,,
5/22/2017 21:00,14.8149,78.449,,,,,
5/22/2017 21:15,14.8172,78.449,,,,,
5/22/2017 21:30,14.8172,78.449,,,,,
5/22/2017 21:45,14.8195,78.449,,,,,
5/22/2017 22:00,14.8149,78.449,,,,,
5/22/2017 22:15,14.8126,78.449,,,,,
5/22/2017 22:30,14.8102,78.449,,,,,
5/22/2017 22:45,14.8056,78.449,,,,,
5/22/2017 23:00,14.8033,78.449,,,,,
5/22/2017 23:15,14.8056,78.449,,,,,
5/22/2017 23:30,14.8049,78.274,,,,,
5/22/2017 23:45,14.7986,78.449,,,,,
5/23/2017 0:00,14.7986,78.449,,,,,
5/23/2017 0:15,14.7918,78.449,,,,,
5/23/2017 0:30,14.7986,78.449,,,,,
5/23/2017 0:45,14.7963,78.449,,,,,
5/23/2017 1:00,14.7963,78.449,,,,,
5/23/2017 1:15,14.7895,78.449,,,,,
5/23/2017 1:30,14.7963,78.449,,,,,
5/23/2017 1:45,14.801,78.449,,,,,
5/23/2017 2:00,14.7963,78.449,,,,,
5/23/2017 2:15,14.8102,78.449,,,,,
5/23/2017 2:30,14.8265,78.449,,,,,
5/23/2017 2:45,14.9492,78.449,,,,,
5/23/2017 3:00,15.5657,78.098,,,,,
5/23/2017 3:15,15.517,77.574,,,,,
5/23/2017 3:30,15.4435,77.225,,,,,
5/23/2017 3:45,15.3171,77.05,,,,,
5/23/2017 4:00,15.3473,77.05,,,,,
