Date/Time,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,End Of File
4/6/2016 14:00,14.5899,83.935,,,,
4/6/2016 14:15,14.5914,83.043,,,,
4/6/2016 14:30,14.5898,82.508,,,,
4/6/2016 14:45,14.5886,82.152,,,,
4/6/2016 15:00,14.5864,82.152,,,,
4/6/2016 15:15,14.5864,82.152,,,,
4/6/2016 15:30,14.5859,81.975,,,,
4/6/2016 15:45,14.5811,81.797,,,,
4/6/2016 16:00,14.5805,81.621,,,,
4/6/2016 16:15,14.5848,81.621,,,,
4/6/2016 16:30,14.5848,81.621,,,,
4/6/2016 16:45,14.5891,81.621,,,,
4/6/2016 17:00,14.5907,81.442,,,,
4/6/2016 17:15,14.5879,81.266,,,,
4/6/2016 17:30,14.5879,81.266,,,,
4/6/2016 17:45,14.5875,81.09,,,,
4/6/2016 18:00,14.5875,81.09,,,,
4/6/2016 18:15,14.5875,81.09,,,,
4/6/2016 18:30,14.5891,80.911,,,,
4/6/2016 18:45,14.5841,80.735,,,,
4/6/2016 19:00,14.5863,80.735,,,,
4/6/2016 19:15,14.5863,80.735,,,,
4/6/2016 19:30,14.5885,80.735,,,,
4/6/2016 19:45,14.5879,80.559,,,,
4/6/2016 20:00,14.5895,80.382,,,,
4/6/2016 20:15,14.5917,80.382,,,,
4/6/2016 20:30,14.5937,80.382,,,,
4/6/2016 20:45,14.5986,80.559,,,,
4/6/2016 21:00,14.6028,80.559,,,,
4/6/2016 21:15,14.6023,80.382,,,,
4/6/2016 21:30,14.6066,80.382,,,,
4/6/2016 21:45,14.6028,80.559,,,,
4/6/2016 22:00,14.6034,80.735,,,,
4/6/2016 22:15,14.6018,80.911,,,,
4/6/2016 22:30,14.6018,80.911,,,,
4/6/2016 22:45,14.598,81.09,,,,
4/6/2016 23:00,14.596,81.09,,,,
4/6/2016 23:15,14.596,81.09,,,,
4/6/2016 23:30,14.5938,81.09,,,,
4/6/2016 23:45,14.5917,81.09,,,,
4/7/2016 0:00,14.5875,81.09,,,,
4/7/2016 0:15,14.5853,81.09,,,,
4/7/2016 0:30,14.5789,81.09,,,,
4/7/2016 0:45,14.5746,81.09,,,,
4/7/2016 1:00,14.5746,81.09,,,,
4/7/2016 1:15,14.5709,81.266,,,,
4/7/2016 1:30,14.5688,81.266,,,,
4/7/2016 1:45,14.5709,81.266,,,,
4/7/2016 2:00,14.5682,81.09,,,,
4/7/2016 2:15,14.5612,80.911,,,,
4/7/2016 2:30,14.5606,80.735,,,,
4/7/2016 2:45,14.5602,80.559,,,,
4/7/2016 3:00,14.5596,80.382,,,,
4/7/2016 3:15,14.5596,80.382,,,,
4/7/2016 3:30,14.5618,80.382,,,,
4/7/2016 3:45,14.558,80.559,,,,
4/7/2016 4:00,14.5622,80.559,,,,
4/7/2016 4:15,14.5628,80.735,,,,
4/7/2016 4:30,14.565,80.735,,,,
4/7/2016 4:45,14.5628,80.735,,,,
4/7/2016 5:00,14.5634,80.911,,,,
4/7/2016 5:15,14.5676,80.911,,,,
4/7/2016 5:30,14.5676,80.911,,,,
4/7/2016 5:45,14.5719,80.911,,,,
4/7/2016 6:00,14.5719,80.911,,,,
4/7/2016 6:15,14.5746,81.09,,,,
4/7/2016 6:30,14.5746,81.09,,,,
4/7/2016 6:45,14.5767,81.09,,,,
4/7/2016 7:00,14.5789,81.09,,,,
4/7/2016 7:15,14.5811,81.09,,,,
4/7/2016 7:30,14.5795,81.266,,,,
4/7/2016 7:45,14.5837,81.266,,,,
4/7/2016 8:00,14.5869,81.621,,,,
4/7/2016 8:15,14.5853,81.797,,,,
4/7/2016 8:30,14.5859,81.975,,,,
4/7/2016 8:45,14.5902,82.686,,,,
4/7/2016 9:00,14.5957,83.043,,,,
4/7/2016 9:15,14.5972,82.864,,,,
4/7/2016 9:30,14.5978,83.043,,,,
4/7/2016 9:45,14.5947,83.399,,,,
4/7/2016 10:00,14.5951,83.579,,,,
4/7/2016 10:15,14.5915,83.757,,,,
4/7/2016 10:30,14.5893,83.757,,,,
4/7/2016 10:45,14.5951,83.579,,,,
4/7/2016 11:00,14.5962,83.221,,,,
4/7/2016 11:15,14.5951,83.579,,,,
4/7/2016 11:30,14.5927,84.115,,,,
4/7/2016 11:45,14.5873,84.474,,,,
4/7/2016 12:00,14.5867,84.295,,,,
