Date/Time,"Abs Pres, psi","Temp, °F",Coupler Detached,End Of File
2/13/2018 10:30,15.063,80.029,Logged,
2/13/2018 10:45,15.0494,78.8,,
2/13/2018 11:00,15.0501,78.975,,
2/13/2018 11:15,15.0448,79.326,,
2/13/2018 11:30,15.0493,79.326,,
2/13/2018 11:45,15.0498,79.502,,
2/13/2018 12:00,15.0461,79.678,,
2/13/2018 12:15,15.0378,79.853,,
2/13/2018 12:30,15.0348,80.206,,
2/13/2018 12:45,15.0377,80.382,,
2/13/2018 13:00,15.0316,80.559,,
2/13/2018 13:15,15.0271,80.559,,
2/13/2018 13:30,15.0249,80.559,,
2/13/2018 13:45,15.0249,80.559,,
2/13/2018 14:00,15.0265,80.382,,
2/13/2018 14:15,15.0265,80.382,,
2/13/2018 14:30,15.0175,80.382,,
2/13/2018 14:45,15.0182,80.559,,
2/13/2018 15:00,15.0137,80.559,,
2/13/2018 15:15,15.0092,80.559,,
2/13/2018 15:30,15.0121,80.735,,
2/13/2018 15:45,15.01,80.735,,
2/13/2018 16:00,15.0078,80.735,,
2/13/2018 16:15,15.01,80.735,,
2/13/2018 16:30,15.0078,80.735,,
2/13/2018 16:45,15.0049,80.559,,
2/13/2018 17:00,15.0042,80.382,,
2/13/2018 17:15,15.0108,80.382,,
2/13/2018 17:30,15.0101,80.206,,
2/13/2018 17:45,15.0162,80.029,,
2/13/2018 18:00,15.0155,79.853,,
2/13/2018 18:15,15.0133,79.853,,
2/13/2018 18:30,15.0192,79.678,,
2/13/2018 18:45,15.0187,79.502,,
2/13/2018 19:00,15.0179,79.326,,
2/13/2018 19:15,15.0158,79.326,,
2/13/2018 19:30,15.0217,79.151,,
2/13/2018 19:45,15.0233,78.975,,
2/13/2018 20:00,15.0233,78.975,,
2/13/2018 20:15,15.0249,78.8,,
2/13/2018 20:30,15.0265,78.624,,
2/13/2018 20:45,15.0287,78.624,,
2/13/2018 21:00,15.0236,78.449,,
2/13/2018 21:15,15.0303,78.449,,
2/13/2018 21:30,15.0274,78.274,,
2/13/2018 21:45,15.0274,78.274,,
2/13/2018 22:00,15.0311,78.098,,
2/13/2018 22:15,15.0311,78.098,,
2/13/2018 22:30,15.029,78.098,,
2/13/2018 22:45,15.0261,77.923,,
2/13/2018 23:00,15.0282,77.923,,
2/13/2018 23:15,15.0253,77.749,,
2/13/2018 23:30,15.0298,77.749,,
2/13/2018 23:45,15.0292,77.574,,
2/14/2018 0:00,15.0247,77.574,,
2/14/2018 0:15,15.0181,77.574,,
2/14/2018 0:30,15.0174,77.4,,
2/14/2018 0:45,15.0129,77.4,,
2/14/2018 1:00,15.0152,77.4,,
2/14/2018 1:15,15.0129,77.4,,
2/14/2018 1:30,15.01,77.225,,
2/14/2018 1:45,15.0123,77.225,,
2/14/2018 2:00,15.0078,77.225,,
2/14/2018 2:15,15.0033,77.225,,
2/14/2018 2:30,15.0033,77.225,,
2/14/2018 2:45,15.0027,77.05,,
2/14/2018 3:00,14.9982,77.05,,
2/14/2018 3:15,15.0004,77.05,,
2/14/2018 3:30,14.996,77.05,,
2/14/2018 3:45,14.996,77.05,,
2/14/2018 4:00,14.9937,77.05,,
2/14/2018 4:15,14.9982,77.05,,
2/14/2018 4:30,14.9982,77.05,,
2/14/2018 4:45,15.0004,77.05,,
2/14/2018 5:00,15.0027,77.05,,
2/14/2018 5:15,14.9982,77.05,,
2/14/2018 5:30,15.0004,77.05,,
2/14/2018 5:45,15.0027,77.05,,
