"TOA5","1419_Tula","CR350","5767","CR350-CELL205.Std.01.04","CPU:Samoa_mesonet_SG_v01.CRB","41307","Hourly"
"TIMESTAMP","RECORD","BattV_Min"
"2024-05-03 18:00:00",55,13.02
"2024-05-03 19:00:00",56,12.98
"2024-05-03 20:00:00",57,12.96
"2024-05-03 21:00:00",58,12.94
"2024-05-03 22:00:00",59,12.91
"2024-05-03 23:00:00",60,12.89
"2024-05-04 00:00:00",61,12.86
"2024-05-04 01:00:00",62,12.85
"2024-05-04 02:00:00",63,12.83
"2024-05-04 03:00:00",64,12.82
"2024-05-04 04:00:00",65,12.82
"2024-05-04 05:00:00",66,12.81
"2024-05-04 06:00:00",67,12.81
"2024-05-04 07:00:00",68,12.81
"2024-05-04 08:00:00",69,12.81
"2024-05-04 09:00:00",70,12.84
"2024-05-04 10:00:00",71,12.91
"2024-05-04 11:00:00",72,12.94
"2024-05-04 12:00:00",73,12.95
"2024-05-04 13:00:00",74,12.94
"2024-05-04 14:00:00",75,12.97
"2024-05-04 15:00:00",76,13
"2024-05-04 16:00:00",77,13.03
"2024-05-04 17:00:00",78,12.96
"2024-05-04 18:00:00",79,12.88
"2024-05-04 19:00:00",80,12.85
"2024-05-04 20:00:00",81,12.82
"2024-05-04 21:00:00",82,12.81
"2024-05-04 22:00:00",83,12.8
"2024-05-04 23:00:00",84,12.8
"2024-05-05 00:00:00",85,12.8
"2024-05-05 01:00:00",86,12.79
"2024-05-05 02:00:00",87,12.79
"2024-05-05 03:00:00",88,12.79
"2024-05-05 04:00:00",89,12.79
"2024-05-05 05:00:00",90,12.79
"2024-05-05 06:00:00",91,12.78
"2024-05-05 07:00:00",92,12.79
"2024-05-05 08:00:00",93,12.79
"2024-05-05 09:00:00",94,12.84
"2024-05-05 10:00:00",95,12.91
"2024-05-05 11:00:00",96,12.93
"2024-05-05 12:00:00",97,12.91
"2024-05-05 13:00:00",98,13.11
"2024-05-05 14:00:00",99,13.13
"2024-05-05 15:00:00",100,13.16
"2024-05-05 16:00:00",101,13.08
"2024-05-05 17:00:00",102,12.99
"2024-05-05 18:00:00",103,12.94
"2024-05-05 19:00:00",104,12.9
"2024-05-05 20:00:00",105,12.87
"2024-05-05 21:00:00",106,12.84
"2024-05-05 22:00:00",107,12.82
"2024-05-05 23:00:00",108,12.81
"2024-05-06 00:00:00",109,12.8
"2024-05-06 01:00:00",110,12.79
"2024-05-06 02:00:00",111,12.78
"2024-05-06 03:00:00",112,12.78
"2024-05-06 04:00:00",113,12.78
"2024-05-06 05:00:00",114,12.78
"2024-05-06 06:00:00",115,12.77
"2024-05-06 07:00:00",116,12.77
"2024-05-06 08:00:00",117,12.79
"2024-05-06 09:00:00",118,12.85
"2024-05-06 10:00:00",119,12.94
"2024-05-06 11:00:00",120,13.06
"2024-05-06 12:00:00",121,13.11
"2024-05-06 13:00:00",122,13.18
"2024-05-06 14:00:00",123,13.15
"2024-05-06 15:00:00",124,13.11
"2024-05-06 16:00:00",125,13.09
"2024-05-06 17:00:00",126,13.02
"2024-05-06 18:00:00",127,12.96
"2024-05-06 19:00:00",128,12.93
"2024-05-06 20:00:00",129,12.9
"2024-05-06 21:00:00",130,12.88
"2024-05-06 22:00:00",131,12.86
"2024-05-06 23:00:00",132,12.83
"2024-05-07 00:00:00",133,12.82
"2024-05-07 01:00:00",134,12.8
"2024-05-07 02:00:00",135,12.79
"2024-05-07 03:00:00",136,12.78
"2024-05-07 04:00:00",137,12.78
"2024-05-07 05:00:00",138,12.77
"2024-05-07 06:00:00",139,12.77
"2024-05-07 07:00:00",140,12.77
"2024-05-07 08:00:00",141,12.77
"2024-05-07 09:00:00",142,12.84
"2024-05-07 10:00:00",143,12.96
"2024-05-07 11:00:00",144,13.05
"2024-05-07 12:00:00",145,13.15
"2024-05-07 13:00:00",146,13.13
"2024-05-07 14:00:00",147,13.13
"2024-05-07 15:00:00",148,13.08
"2024-05-07 16:00:00",149,13.04
"2024-05-07 17:00:00",150,13.01
"2024-05-07 18:00:00",151,12.94
"2024-05-07 19:00:00",152,12.91
"2024-05-07 20:00:00",153,12.88
"2024-05-07 21:00:00",154,12.85
"2024-05-07 22:00:00",155,12.83
"2024-05-07 23:00:00",156,12.81
"2024-05-08 00:00:00",157,12.79
"2024-05-08 01:00:00",158,12.78
"2024-05-08 02:00:00",159,12.77
"2024-05-08 03:00:00",160,12.77
"2024-05-08 04:00:00",161,12.76
"2024-05-08 05:00:00",162,12.76
"2024-05-08 06:00:00",163,12.76
"2024-05-08 07:00:00",164,12.76
"2024-05-08 08:00:00",165,12.78
"2024-05-08 09:00:00",166,12.8
"2024-05-08 10:00:00",167,12.85
"2024-05-08 11:00:00",168,12.88
"2024-05-08 12:00:00",169,12.9
"2024-05-08 13:00:00",170,12.91
"2024-05-08 14:00:00",171,13.06
"2024-05-08 15:00:00",172,12.96
"2024-05-08 16:00:00",173,12.97
"2024-05-08 17:00:00",174,12.92
"2024-05-08 18:00:00",175,12.86
"2024-05-08 19:00:00",176,12.83
"2024-05-08 20:00:00",177,12.8
"2024-05-08 21:00:00",178,12.78
"2024-05-08 22:00:00",179,12.77
"2024-05-08 23:00:00",180,12.76
"2024-05-09 00:00:00",181,12.75
"2024-05-09 01:00:00",182,12.75
"2024-05-09 02:00:00",183,12.74
"2024-05-09 03:00:00",184,12.74
"2024-05-09 04:00:00",185,12.74
"2024-05-09 05:00:00",186,12.73
"2024-05-09 06:00:00",187,12.74
"2024-05-09 07:00:00",188,12.73
"2024-05-09 08:00:00",189,12.73
"2024-05-09 09:00:00",190,12.73
"2024-05-09 10:00:00",191,12.73
"2024-05-09 11:00:00",192,12.74
"2024-05-09 12:00:00",193,12.75
"2024-05-09 13:00:00",194,12.77
"2024-05-09 14:00:00",195,12.85
"2024-05-09 15:00:00",196,12.91
"2024-05-09 16:00:00",197,12.88
"2024-05-09 17:00:00",198,12.84
"2024-05-09 18:00:00",199,12.78
"2024-05-09 19:00:00",200,12.75
"2024-05-09 20:00:00",201,12.73
"2024-05-09 21:00:00",202,12.73
"2024-05-09 22:00:00",203,12.72
"2024-05-09 23:00:00",204,12.72
"2024-05-10 00:00:00",205,12.71
"2024-05-10 01:00:00",206,12.71
"2024-05-10 02:00:00",207,12.71
"2024-05-10 03:00:00",208,12.71
"2024-05-10 04:00:00",209,12.7
"2024-05-10 05:00:00",210,12.7
"2024-05-10 06:00:00",211,12.7
"2024-05-10 07:00:00",212,12.7
"2024-05-10 08:00:00",213,12.7
"2024-05-10 09:00:00",214,12.72
"2024-05-10 10:00:00",215,12.74
"2024-05-10 11:00:00",216,12.89
"2024-05-10 12:00:00",217,13.07
"2024-05-10 13:00:00",218,13.01
"2024-05-10 14:00:00",219,13.02
"2024-05-10 15:00:00",220,12.94
"2024-05-10 16:00:00",221,12.87
"2024-05-10 17:00:00",222,12.83
"2024-05-10 18:00:00",223,12.8
"2024-05-10 19:00:00",224,12.78
"2024-05-10 20:00:00",225,12.75
"2024-05-10 21:00:00",226,12.73
"2024-05-10 22:00:00",227,12.71
"2024-05-10 23:00:00",228,12.71
"2024-05-11 00:00:00",229,12.7
"2024-05-11 01:00:00",230,12.7
"2024-05-11 02:00:00",231,12.69
"2024-05-11 03:00:00",232,12.69
"2024-05-11 04:00:00",233,12.69
"2024-05-11 05:00:00",234,12.68
"2024-05-11 06:00:00",235,12.68
"2024-05-11 07:00:00",236,12.68
"2024-05-11 08:00:00",237,12.69
"2024-05-11 09:00:00",238,12.8
"2024-05-11 10:00:00",239,12.85
"2024-05-11 11:00:00",240,12.87
"2024-05-11 12:00:00",241,12.99
"2024-05-11 13:00:00",242,13.06
"2024-05-11 14:00:00",243,13.05
"2024-05-11 15:00:00",244,13.01
"2024-05-11 16:00:00",245,12.98
"2024-05-11 17:00:00",246,12.89
"2024-05-11 18:00:00",247,12.84
"2024-05-11 19:00:00",248,12.82
"2024-05-11 20:00:00",249,12.79
"2024-05-11 21:00:00",250,12.77
"2024-05-11 22:00:00",251,12.74
"2024-05-11 23:00:00",252,12.73
"2024-05-12 00:00:00",253,12.71
"2024-05-12 01:00:00",254,12.7
"2024-05-12 02:00:00",255,12.69
"2024-05-12 03:00:00",256,12.69
"2024-05-12 04:00:00",257,12.69
"2024-05-12 05:00:00",258,12.68
"2024-05-12 06:00:00",259,12.67
"2024-05-12 07:00:00",260,12.67
"2024-05-12 08:00:00",261,12.68
"2024-05-12 09:00:00",262,12.76
"2024-05-12 10:00:00",263,12.83
"2024-05-12 11:00:00",264,12.91
"2024-05-12 12:00:00",265,12.97
"2024-05-12 13:00:00",266,12.98
"2024-05-12 14:00:00",267,13
"2024-05-12 15:00:00",268,12.99
"2024-05-12 16:00:00",269,12.89
"2024-05-12 17:00:00",270,12.85
"2024-05-12 18:00:00",271,12.81
"2024-05-12 19:00:00",272,12.79
"2024-05-12 20:00:00",273,12.76
"2024-05-12 21:00:00",274,12.74
"2024-05-12 22:00:00",275,12.72
"2024-05-12 23:00:00",276,12.71
"2024-05-13 00:00:00",277,12.7
"2024-05-13 01:00:00",278,12.69
"2024-05-13 02:00:00",279,12.68
"2024-05-13 03:00:00",280,12.68
"2024-05-13 04:00:00",281,12.68
"2024-05-13 05:00:00",282,12.67
"2024-05-13 06:00:00",283,12.67
"2024-05-13 07:00:00",284,12.67
"2024-05-13 08:00:00",285,12.67
"2024-05-13 09:00:00",286,12.69
"2024-05-13 10:00:00",287,12.8
"2024-05-13 11:00:00",288,12.91
"2024-05-13 12:00:00",289,12.96
"2024-05-13 13:00:00",290,12.97
"2024-05-13 14:00:00",291,12.98
"2024-05-13 15:00:00",292,12.98
"2024-05-13 16:00:00",293,12.97
"2024-05-13 17:00:00",294,12.89
"2024-05-13 18:00:00",295,12.83
"2024-05-13 19:00:00",296,12.8
"2024-05-13 20:00:00",297,12.78
"2024-05-13 21:00:00",298,12.76
"2024-05-13 22:00:00",299,12.74
"2024-05-13 23:00:00",300,12.72
"2024-05-14 00:00:00",301,12.7
"2024-05-14 01:00:00",302,12.69
"2024-05-14 02:00:00",303,12.68
"2024-05-14 03:00:00",304,12.67
"2024-05-14 04:00:00",305,12.67
"2024-05-14 05:00:00",306,12.67
"2024-05-14 06:00:00",307,12.66
"2024-05-14 07:00:00",308,12.66
"2024-05-14 08:00:00",309,12.66
"2024-05-14 09:00:00",310,12.67
"2024-05-14 10:00:00",311,12.68
"2024-05-14 11:00:00",312,12.67
"2024-05-14 12:00:00",313,12.66
"2024-05-14 13:00:00",314,12.73
"2024-05-14 14:00:00",315,12.7
"2024-05-14 15:00:00",316,12.73
"2024-05-14 16:00:00",317,12.78
"2024-05-14 17:00:00",318,12.73
"2024-05-14 18:00:00",319,12.68
"2024-05-14 19:00:00",320,12.66
"2024-05-14 20:00:00",321,12.65
"2024-05-14 21:00:00",322,12.64
"2024-05-14 22:00:00",323,12.64
"2024-05-14 23:00:00",324,12.64
"2024-05-15 00:00:00",325,12.64
"2024-05-15 01:00:00",326,12.64
"2024-05-15 02:00:00",327,12.64
"2024-05-15 03:00:00",328,12.63
"2024-05-15 04:00:00",329,12.63
"2024-05-15 05:00:00",330,12.63
"2024-05-15 06:00:00",331,12.63
"2024-05-15 07:00:00",332,12.62
"2024-05-15 08:00:00",333,12.63
"2024-05-15 09:00:00",334,12.66
"2024-05-15 10:00:00",335,12.75
"2024-05-15 11:00:00",336,12.81
"2024-05-15 12:00:00",337,12.86
"2024-05-15 13:00:00",338,12.89
"2024-05-15 14:00:00",339,12.9
"2024-05-15 15:00:00",340,12.88
"2024-05-15 16:00:00",341,12.82
"2024-05-15 17:00:00",342,12.79
"2024-05-15 18:00:00",343,12.74
"2024-05-15 19:00:00",344,12.72
"2024-05-15 20:00:00",345,12.7
"2024-05-15 21:00:00",346,12.68
"2024-05-15 22:00:00",347,12.67
"2024-05-15 23:00:00",348,12.65
"2024-05-16 00:00:00",349,12.64
"2024-05-16 01:00:00",350,12.63
"2024-05-16 02:00:00",351,12.62
"2024-05-16 03:00:00",352,12.62
"2024-05-16 04:00:00",353,12.62
"2024-05-16 05:00:00",354,12.61
"2024-05-16 06:00:00",355,12.61
"2024-05-16 07:00:00",356,12.6
"2024-05-16 08:00:00",357,12.61
"2024-05-16 09:00:00",358,12.64
"2024-05-16 10:00:00",359,12.72
"2024-05-16 11:00:00",360,12.8
"2024-05-16 12:00:00",361,12.86
"2024-05-16 13:00:00",362,12.87
"2024-05-16 14:00:00",363,12.85
"2024-05-16 15:00:00",364,12.84
"2024-05-16 16:00:00",365,12.79
"2024-05-16 17:00:00",366,12.75
"2024-05-16 18:00:00",367,12.7
"2024-05-16 19:00:00",368,12.68
"2024-05-16 20:00:00",369,12.66
"2024-05-16 21:00:00",370,12.64
"2024-05-16 22:00:00",371,12.63
"2024-05-16 23:00:00",372,12.61
"2024-05-17 00:00:00",373,12.59
"2024-05-17 01:00:00",374,12.59
"2024-05-17 02:00:00",375,12.6
"2024-05-17 03:00:00",376,12.59
"2024-05-17 04:00:00",377,12.59
"2024-05-17 05:00:00",378,12.59
"2024-05-17 06:00:00",379,12.58
"2024-05-17 07:00:00",380,12.58
"2024-05-17 08:00:00",381,12.58
"2024-05-17 09:00:00",382,12.59
"2024-05-17 10:00:00",383,12.61
"2024-05-17 11:00:00",384,12.68
"2024-05-17 12:00:00",385,12.71
"2024-05-17 13:00:00",386,12.7
"2024-05-17 14:00:00",387,12.66
"2024-05-17 15:00:00",388,12.63
"2024-05-17 16:00:00",389,12.61
"2024-05-17 17:00:00",390,12.6
"2024-05-17 18:00:00",391,12.59
"2024-05-17 19:00:00",392,12.58
"2024-05-17 20:00:00",393,12.58
"2024-05-17 21:00:00",394,12.58
"2024-05-17 22:00:00",395,12.57
"2024-05-17 23:00:00",396,12.57
"2024-05-18 00:00:00",397,12.57
"2024-05-18 01:00:00",398,12.56
"2024-05-18 02:00:00",399,12.56
"2024-05-18 03:00:00",400,12.56
"2024-05-18 04:00:00",401,12.55
"2024-05-18 05:00:00",402,12.55
"2024-05-18 06:00:00",403,12.55
"2024-05-18 07:00:00",404,12.54
"2024-05-18 08:00:00",405,12.55
"2024-05-18 09:00:00",406,12.57
"2024-05-18 10:00:00",407,12.64
"2024-05-18 11:00:00",408,12.74
"2024-05-18 12:00:00",409,12.78
"2024-05-18 13:00:00",410,12.78
"2024-05-18 14:00:00",411,12.75
"2024-05-18 15:00:00",412,12.75
"2024-05-18 16:00:00",413,12.71
"2024-05-18 17:00:00",414,12.68
"2024-05-18 18:00:00",415,12.64
"2024-05-18 19:00:00",416,12.63
"2024-05-18 20:00:00",417,12.61
"2024-05-18 21:00:00",418,12.59
"2024-05-18 22:00:00",419,12.58
"2024-05-18 23:00:00",420,12.56
"2024-05-19 00:00:00",421,12.55
"2024-05-19 01:00:00",422,12.55
"2024-05-19 02:00:00",423,12.55
"2024-05-19 03:00:00",424,12.54
"2024-05-19 04:00:00",425,12.54
"2024-05-19 05:00:00",426,12.54
"2024-05-19 06:00:00",427,12.53
"2024-05-19 07:00:00",428,12.53
"2024-05-19 08:00:00",429,12.53
"2024-05-19 09:00:00",430,12.56
"2024-05-19 10:00:00",431,12.62
"2024-05-19 11:00:00",432,12.69
"2024-05-19 12:00:00",433,12.76
"2024-05-19 13:00:00",434,12.75
"2024-05-19 14:00:00",435,12.72
"2024-05-19 15:00:00",436,12.72
"2024-05-19 16:00:00",437,12.68
"2024-05-19 17:00:00",438,12.65
"2024-05-19 18:00:00",439,12.61
"2024-05-19 19:00:00",440,12.6
"2024-05-19 20:00:00",441,12.58
"2024-05-19 21:00:00",442,12.56
"2024-05-19 22:00:00",443,12.55
"2024-05-19 23:00:00",444,12.54
"2024-05-20 00:00:00",445,12.54
"2024-05-20 01:00:00",446,12.52
"2024-05-20 02:00:00",447,12.52
"2024-05-20 03:00:00",448,12.52
"2024-05-20 04:00:00",449,12.52
"2024-05-20 05:00:00",450,12.51
"2024-05-20 06:00:00",451,12.51
"2024-05-20 07:00:00",452,12.51
