,Site,Ave_Total_Q_[cfs],AveBF_[cfs],Ave RO_[cfs],BF:Q
0,Fagaalu,7.362888367613441,2.437856933408281,4.9250314342051595,0.33110062406099905
1,Leone,7.277373933355769,1.4506459474449787,5.826727985910791,0.19933645855353918
2,Fagasa,4.0806581730121625,1.886141172578358,2.1945170004338044,0.4622149399948615
3,Afono,3.2125563231923584,0.5982340954297067,2.614322227762652,0.18621746523504804
4,Nuuuli,6.734856261810649,3.9512724171577283,2.783583844652921,0.5866899401495821
5,Vaipito,5.21926709437613,1.6868486081261418,3.5324184862499886,0.32319645222674204
6,Malota,7.753786382818239,4.876474263506764,2.8773121193114752,0.6289152193195101
7,Fagaitua,1.020222277413388,0.46141649522966416,0.5588057821837238,0.45227055460846494
