Date,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
8/24/2017 10:15,14.8268,77.923,Logged,,,,
8/24/2017 10:30,14.8245,77.923,,,,,
8/24/2017 10:45,14.8211,78.274,,,,,
8/24/2017 11:00,14.8202,78.624,,,,,
8/24/2017 11:15,14.8169,78.975,,,,,
8/24/2017 11:30,14.8114,79.326,,,,,
8/24/2017 11:45,14.8082,79.678,,,,,
8/24/2017 12:00,14.8018,79.853,,,,,
8/24/2017 12:15,14.7963,80.206,,,,,
8/24/2017 12:30,14.7931,80.559,,,,,
8/24/2017 12:45,14.7915,80.735,,,,,
8/24/2017 13:00,14.7853,80.911,,,,,
8/24/2017 13:15,14.7812,81.09,,,,,
8/24/2017 13:30,14.782,81.266,,,,,
8/24/2017 13:45,14.7757,81.442,,,,,
8/24/2017 14:00,14.7741,81.621,,,,,
8/24/2017 14:15,14.7695,81.621,,,,,
8/24/2017 14:30,14.7641,81.442,,,,,
8/24/2017 14:45,14.7612,81.266,,,,,
8/24/2017 15:00,14.7605,81.09,,,,,
8/24/2017 15:15,14.759,80.735,,,,,
8/24/2017 15:30,14.759,80.735,,,,,
8/24/2017 15:45,14.7531,80.382,,,,,
8/24/2017 16:00,14.7524,80.206,,,,,
8/24/2017 16:15,14.7516,80.029,,,,,
8/24/2017 16:30,14.7511,79.853,,,,,
8/24/2017 16:45,14.7496,79.502,,,,,
8/24/2017 17:00,14.7528,79.151,,,,,
8/24/2017 17:15,14.7592,78.975,,,,,
8/24/2017 17:30,14.7631,78.8,,,,,
8/24/2017 17:45,14.7617,78.449,,,,,
8/24/2017 18:00,14.7609,78.274,,,,,
8/24/2017 18:15,14.7627,78.098,,,,,
8/24/2017 18:30,14.7643,77.923,,,,,
8/24/2017 18:45,14.7682,77.749,,,,,
8/24/2017 19:00,14.7698,77.574,,,,,
8/24/2017 19:15,14.7692,77.4,,,,,
8/24/2017 19:30,14.7715,77.4,,,,,
8/24/2017 19:45,14.7738,77.4,,,,,
8/24/2017 20:00,14.7778,77.225,,,,,
8/24/2017 20:15,14.7801,77.225,,,,,
8/24/2017 20:30,14.7863,77.05,,,,,
8/24/2017 20:45,14.784,77.05,,,,,
8/24/2017 21:00,14.7909,77.05,,,,,
8/24/2017 21:15,14.7909,77.05,,,,,
8/24/2017 21:30,14.7902,76.876,,,,,
8/24/2017 21:45,14.7949,76.876,,,,,
8/24/2017 22:00,14.7925,76.876,,,,,
8/24/2017 22:15,14.7849,76.703,,,,,
8/24/2017 22:30,14.7872,76.703,,,,,
8/24/2017 22:45,14.7843,76.528,,,,,
8/24/2017 23:00,14.7843,76.528,,,,,
8/24/2017 23:15,14.7812,76.354,,,,,
8/24/2017 23:30,14.7812,76.354,,,,,
8/24/2017 23:45,14.7812,76.354,,,,,
8/25/2017 0:00,14.7789,76.354,,,,,
8/25/2017 0:15,14.7783,76.181,,,,,
8/25/2017 0:30,14.776,76.181,,,,,
8/25/2017 0:45,14.7714,76.181,,,,,
8/25/2017 1:00,14.7714,76.181,,,,,
8/25/2017 1:15,14.769,76.181,,,,,
8/25/2017 1:30,14.7637,76.006,,,,,
8/25/2017 1:45,14.759,76.006,,,,,
8/25/2017 2:00,14.7545,76.006,,,,,
8/25/2017 2:15,14.7522,76.006,,,,,
8/25/2017 2:30,14.7499,76.006,,,,,
8/25/2017 2:45,14.7482,76.181,,,,,
8/25/2017 3:00,14.7458,76.181,,,,,
8/25/2017 3:15,14.7458,76.181,,,,,
8/25/2017 3:30,14.7437,76.181,,,,,
8/25/2017 3:45,14.7413,76.181,,,,,
8/25/2017 4:00,14.7413,76.181,,,,,
8/25/2017 4:15,14.739,76.181,,,,,
8/25/2017 4:30,14.7437,76.181,,,,,
8/25/2017 4:45,14.7367,76.181,,,,,
8/25/2017 5:00,14.739,76.181,,,,,
8/25/2017 5:15,14.7413,76.181,,,,,
8/25/2017 5:30,14.7437,76.181,,,,,
8/25/2017 5:45,14.7482,76.181,,,,,
8/25/2017 6:00,14.7482,76.181,,,,,
8/25/2017 6:15,14.7505,76.181,,,,,
8/25/2017 6:30,14.7574,76.181,,,,,
