Date/Time,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,End Of File
4/5/2016 12:00,14.5901,96.555,Logged,,,
4/5/2016 12:15,14.8791,80.735,,,,
4/5/2016 12:30,14.8786,80.559,,,,
4/5/2016 12:45,14.8836,80.735,,,,
4/5/2016 13:00,14.877,80.735,,,,
4/5/2016 13:15,14.873,80.911,,,,
4/5/2016 13:30,14.8707,80.911,,,,
4/5/2016 13:45,14.873,80.911,,,,
4/5/2016 14:00,14.8691,81.09,,,,
4/5/2016 14:15,14.8668,81.09,,,,
4/5/2016 14:30,14.8607,81.266,,,,
4/5/2016 14:45,14.8607,81.266,,,,
4/5/2016 15:00,14.8584,81.266,,,,
4/5/2016 15:15,14.8539,81.266,,,,
4/5/2016 15:30,14.8584,81.266,,,,
4/5/2016 15:45,14.8607,81.266,,,,
4/5/2016 16:00,14.8584,81.266,,,,
4/5/2016 16:15,14.8578,81.09,,,,
4/5/2016 16:30,14.8578,81.09,,,,
4/5/2016 16:45,14.8623,81.09,,,,
4/5/2016 17:00,14.8623,81.09,,,,
4/5/2016 17:15,14.8668,81.09,,,,
4/5/2016 17:30,14.8668,81.09,,,,
4/5/2016 17:45,14.864,80.911,,,,
4/5/2016 18:00,14.8662,80.911,,,,
4/5/2016 18:15,14.873,80.911,,,,
4/5/2016 18:30,14.8685,80.911,,,,
4/5/2016 18:45,14.8701,80.735,,,,
4/5/2016 19:00,14.8725,80.735,,,,
4/5/2016 19:15,14.8725,80.735,,,,
4/5/2016 19:30,14.877,80.735,,,,
4/5/2016 19:45,14.8786,80.559,,,,
4/5/2016 20:00,14.883,80.559,,,,
4/5/2016 20:15,14.8899,80.559,,,,
4/5/2016 20:30,14.8899,80.559,,,,
4/5/2016 20:45,14.8965,80.559,,,,
4/5/2016 21:00,14.8981,80.382,,,,
4/5/2016 21:15,14.8981,80.382,,,,
4/5/2016 21:30,14.8981,80.382,,,,
4/5/2016 21:45,14.896,80.382,,,,
4/5/2016 22:00,14.9005,80.382,,,,
4/5/2016 22:15,14.9073,80.382,,,,
4/5/2016 22:30,14.9044,80.206,,,,
4/5/2016 22:45,14.9089,80.206,,,,
4/5/2016 23:00,14.902,80.206,,,,
4/5/2016 23:15,14.8976,80.206,,,,
4/5/2016 23:30,14.902,80.206,,,,
4/5/2016 23:45,14.9015,80.029,,,,
4/6/2016 0:00,14.8993,80.029,,,,
4/6/2016 0:15,14.9038,80.029,,,,
4/6/2016 0:30,14.9015,80.029,,,,
4/6/2016 0:45,14.8993,80.029,,,,
4/6/2016 1:00,14.8919,79.853,,,,
4/6/2016 1:15,14.8896,79.853,,,,
4/6/2016 1:30,14.8851,79.853,,,,
4/6/2016 1:45,14.8851,79.853,,,,
4/6/2016 2:00,14.8851,79.853,,,,
4/6/2016 2:15,14.8823,79.678,,,,
4/6/2016 2:30,14.8868,79.678,,,,
4/6/2016 2:45,14.88,79.678,,,,
4/6/2016 3:00,14.8868,79.678,,,,
4/6/2016 3:15,14.8823,79.678,,,,
4/6/2016 3:30,14.8817,79.502,,,,
4/6/2016 3:45,14.8817,79.502,,,,
4/6/2016 4:00,14.8839,79.502,,,,
4/6/2016 4:15,14.8884,79.502,,,,
4/6/2016 4:30,14.8839,79.502,,,,
4/6/2016 4:45,14.8878,79.326,,,,
4/6/2016 5:00,14.8902,79.326,,,,
4/6/2016 5:15,14.8857,79.326,,,,
4/6/2016 5:30,14.8878,79.326,,,,
4/6/2016 5:45,14.8873,79.151,,,,
4/6/2016 6:00,14.8873,79.151,,,,
4/6/2016 6:15,14.8783,79.151,,,,
4/6/2016 6:30,14.8804,79.151,,,,
4/6/2016 6:45,14.8777,78.975,,,,
4/6/2016 7:00,14.8844,78.975,,,,
4/6/2016 7:15,14.8888,78.975,,,,
4/6/2016 7:30,14.8957,78.975,,,,
4/6/2016 7:45,14.9023,78.975,,,,
4/6/2016 8:00,14.9068,78.975,,,,
4/6/2016 8:15,14.9086,78.8,,,,
4/6/2016 8:30,14.9086,78.8,,,,
4/6/2016 8:45,14.9063,78.8,,,,
4/6/2016 9:00,14.9092,78.975,,,,
4/6/2016 9:15,14.9092,78.975,,,,
4/6/2016 9:30,14.9092,78.975,,,,
4/6/2016 9:45,14.9047,78.975,,,,
4/6/2016 10:00,14.9023,78.975,,,,
4/6/2016 10:15,14.9092,78.975,,,,
4/6/2016 10:30,14.9076,79.151,,,,
4/6/2016 10:45,14.9031,79.151,,,,
4/6/2016 11:00,14.9058,79.326,,,,
4/6/2016 11:15,14.8997,79.502,,,,
4/6/2016 11:30,14.8997,79.502,,,,
4/6/2016 11:45,14.8974,79.502,,,,
4/6/2016 12:00,14.8929,79.502,,,,
4/6/2016 12:15,14.8868,79.678,,,,
4/6/2016 12:30,14.8823,79.678,,,,
4/6/2016 12:45,14.88,79.678,,,,
4/6/2016 13:00,14.8755,79.678,,,,
4/6/2016 13:15,14.8739,79.853,,,,
4/6/2016 13:30,14.8739,79.853,,,,
4/6/2016 13:45,14.87,80.029,,,,
4/6/2016 14:00,14.8722,80.029,,,,
4/6/2016 14:15,14.87,80.029,,,,
4/6/2016 14:30,14.8677,80.029,,,,
4/6/2016 14:45,14.87,80.029,,,,
4/6/2016 15:00,14.8677,80.029,,,,
4/6/2016 15:15,14.8722,80.029,,,,
4/6/2016 15:30,14.8655,80.029,,,,
4/6/2016 15:45,14.8632,80.029,,,,
4/6/2016 16:00,14.8655,80.029,,,,
4/6/2016 16:15,14.8655,80.029,,,,
4/6/2016 16:30,14.8677,80.029,,,,
4/6/2016 16:45,14.87,80.029,,,,
4/6/2016 17:00,14.8745,80.029,,,,
4/6/2016 17:15,14.8694,79.853,,,,
4/6/2016 17:30,14.8671,79.853,,,,
4/6/2016 17:45,14.8694,79.853,,,,
4/6/2016 18:00,14.8671,79.853,,,,
4/6/2016 18:15,14.8716,79.853,,,,
4/6/2016 18:30,14.8694,79.853,,,,
4/6/2016 18:45,14.8739,79.853,,,,
4/6/2016 19:00,14.8694,79.853,,,,
4/6/2016 19:15,14.871,79.678,,,,
4/6/2016 19:30,14.871,79.678,,,,
4/6/2016 19:45,14.8688,79.678,,,,
4/6/2016 20:00,14.8688,79.678,,,,
4/6/2016 20:15,14.8755,79.678,,,,
4/6/2016 20:30,14.8755,79.678,,,,
4/6/2016 20:45,14.8817,79.502,,,,
4/6/2016 21:00,14.8862,79.502,,,,
4/6/2016 21:15,14.8862,79.502,,,,
4/6/2016 21:30,14.8884,79.502,,,,
4/6/2016 21:45,14.8884,79.502,,,,
4/6/2016 22:00,14.8884,79.502,,,,
4/6/2016 22:15,14.8884,79.502,,,,
4/6/2016 22:30,14.8817,79.502,,,,
4/6/2016 22:45,14.8772,79.502,,,,
4/6/2016 23:00,14.8772,79.502,,,,
4/6/2016 23:15,14.8794,79.502,,,,
4/6/2016 23:30,14.8778,79.678,,,,
4/6/2016 23:45,14.8755,79.678,,,,
4/7/2016 0:00,14.8755,79.678,,,,
4/7/2016 0:15,14.8704,79.502,,,,
4/7/2016 0:30,14.8638,79.502,,,,
4/7/2016 0:45,14.8614,79.502,,,,
4/7/2016 1:00,14.8546,79.502,,,,
4/7/2016 1:15,14.8524,79.502,,,,
4/7/2016 1:30,14.8479,79.502,,,,
4/7/2016 1:45,14.8524,79.502,,,,
4/7/2016 2:00,14.8501,79.502,,,,
4/7/2016 2:15,14.8435,79.502,,,,
4/7/2016 2:30,14.8456,79.502,,,,
4/7/2016 2:45,14.8456,79.502,,,,
4/7/2016 3:00,14.8435,79.502,,,,
4/7/2016 3:15,14.8474,79.326,,,,
4/7/2016 3:30,14.8406,79.326,,,,
4/7/2016 3:45,14.8429,79.326,,,,
4/7/2016 4:00,14.8474,79.326,,,,
4/7/2016 4:15,14.8474,79.326,,,,
4/7/2016 4:30,14.8456,79.502,,,,
4/7/2016 4:45,14.8479,79.502,,,,
4/7/2016 5:00,14.8501,79.502,,,,
4/7/2016 5:15,14.8501,79.502,,,,
4/7/2016 5:30,14.8479,79.502,,,,
4/7/2016 5:45,14.8546,79.502,,,,
4/7/2016 6:00,14.8524,79.502,,,,
4/7/2016 6:15,14.8569,79.502,,,,
4/7/2016 6:30,14.8569,79.502,,,,
4/7/2016 6:45,14.8591,79.502,,,,
4/7/2016 7:00,14.8591,79.502,,,,
4/7/2016 7:15,14.8591,79.502,,,,
4/7/2016 7:30,14.8614,79.502,,,,
4/7/2016 7:45,14.8569,79.502,,,,
4/7/2016 8:00,14.8638,79.502,,,,
4/7/2016 8:15,14.8638,79.502,,,,
4/7/2016 8:30,14.8659,79.502,,,,
4/7/2016 8:45,14.8704,79.502,,,,
4/7/2016 9:00,14.8749,79.502,,,,
4/7/2016 9:15,14.8733,79.678,,,,
4/7/2016 9:30,14.8755,79.678,,,,
4/7/2016 9:45,14.8733,79.678,,,,
4/7/2016 10:00,14.8778,79.678,,,,
4/7/2016 10:15,14.8694,79.853,,,,
4/7/2016 10:30,14.8755,79.678,,,,
4/7/2016 10:45,14.8716,79.853,,,,
4/7/2016 11:00,14.8722,80.029,,,,
4/7/2016 11:15,14.8716,79.853,,,,
4/7/2016 11:30,14.8671,79.853,,,,
4/7/2016 11:45,14.8677,80.029,,,,
4/7/2016 12:00,14.8616,80.206,,,,
4/7/2016 12:15,14.86,80.382,,,,
4/7/2016 12:30,14.8561,80.559,,,,
4/7/2016 12:45,14.8516,80.559,,,,
4/7/2016 13:00,14.8522,80.735,,,,
4/7/2016 13:15,14.8498,80.735,,,,
4/7/2016 13:30,14.8459,80.911,,,,
4/7/2016 13:45,14.8482,80.911,,,,
4/7/2016 14:00,14.8459,80.911,,,,
4/7/2016 14:15,14.8437,80.911,,,,
4/7/2016 14:30,14.8437,80.911,,,,
4/7/2016 14:45,14.8414,80.911,,,,
4/7/2016 15:00,14.8398,81.09,,,,
4/7/2016 15:15,14.8377,81.09,,,,
4/7/2016 15:30,14.8377,81.09,,,,
4/7/2016 15:45,14.8285,81.09,,,,
4/7/2016 16:00,14.8263,81.09,,,,
4/7/2016 16:15,14.8263,81.09,,,,
4/7/2016 16:30,14.8263,81.09,,,,
4/7/2016 16:45,14.8332,81.09,,,,
4/7/2016 17:00,14.8308,81.09,,,,
4/7/2016 17:12,,,,Logged,,
4/7/2016 17:12,,,,,Logged,Logged
