Date/Time,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,End Of File
4/6/2016 9:30,14.7384,85.014,,,,
4/6/2016 9:45,14.7833,79.151,,,,
4/6/2016 10:00,14.7789,79.151,,,,
4/6/2016 10:15,14.7837,79.326,,,,
4/6/2016 10:30,14.7799,79.502,,,,
4/6/2016 10:45,14.777,80.029,,,,
4/6/2016 11:00,14.7757,80.382,,,,
4/6/2016 11:15,14.7724,80.735,,,,
4/6/2016 11:30,14.7698,80.559,,,,
4/6/2016 11:45,14.7676,80.559,,,,
4/6/2016 12:00,14.7654,80.559,,,,
4/6/2016 12:15,14.7627,80.382,,,,
4/6/2016 12:30,14.7567,80.559,,,,
4/6/2016 12:45,14.7545,80.559,,,,
4/6/2016 13:00,14.7524,80.559,,,,
4/6/2016 13:15,14.7506,80.735,,,,
4/6/2016 13:30,14.7511,80.911,,,,
4/6/2016 13:45,14.7473,81.09,,,,
4/6/2016 14:00,14.7495,81.09,,,,
4/6/2016 14:15,14.7495,81.09,,,,
4/6/2016 14:30,14.749,80.911,,,,
4/6/2016 14:45,14.7463,80.735,,,,
4/6/2016 15:00,14.7441,80.735,,,,
4/6/2016 15:15,14.7441,80.735,,,,
4/6/2016 15:30,14.7415,80.559,,,,
4/6/2016 15:45,14.7393,80.559,,,,
4/6/2016 16:00,14.7389,80.382,,,,
4/6/2016 16:15,14.7389,80.382,,,,
4/6/2016 16:30,14.7432,80.382,,,,
4/6/2016 16:45,14.7448,80.206,,,,
4/6/2016 17:00,14.7492,80.206,,,,
4/6/2016 17:15,14.747,80.206,,,,
4/6/2016 17:30,14.7428,80.206,,,,
4/6/2016 17:45,14.7466,80.029,,,,
4/6/2016 18:00,14.7444,80.029,,,,
4/6/2016 18:15,14.7487,80.029,,,,
4/6/2016 18:30,14.7483,79.853,,,,
4/6/2016 18:45,14.7483,79.853,,,,
4/6/2016 19:00,14.7461,79.853,,,,
4/6/2016 19:15,14.7461,79.853,,,,
4/6/2016 19:30,14.7461,79.853,,,,
4/6/2016 19:45,14.7483,79.853,,,,
4/6/2016 20:00,14.7457,79.678,,,,
4/6/2016 20:15,14.7479,79.678,,,,
4/6/2016 20:30,14.7522,79.678,,,,
4/6/2016 20:45,14.7564,79.678,,,,
4/6/2016 21:00,14.7603,79.502,,,,
4/6/2016 21:15,14.7603,79.502,,,,
4/6/2016 21:30,14.7625,79.502,,,,
4/6/2016 21:45,14.7625,79.502,,,,
4/6/2016 22:00,14.7625,79.502,,,,
4/6/2016 22:15,14.7582,79.502,,,,
4/6/2016 22:30,14.7577,79.326,,,,
4/6/2016 22:45,14.7534,79.326,,,,
4/6/2016 23:00,14.7534,79.326,,,,
4/6/2016 23:15,14.7556,79.326,,,,
4/6/2016 23:30,14.7534,79.326,,,,
4/6/2016 23:45,14.7512,79.326,,,,
4/7/2016 0:00,14.749,79.326,,,,
4/7/2016 0:15,14.7469,79.326,,,,
4/7/2016 0:30,14.7382,79.326,,,,
4/7/2016 0:45,14.7382,79.326,,,,
4/7/2016 1:00,14.7338,79.326,,,,
4/7/2016 1:15,14.7296,79.326,,,,
4/7/2016 1:30,14.7274,79.326,,,,
4/7/2016 1:45,14.7252,79.326,,,,
4/7/2016 2:00,14.7274,79.326,,,,
4/7/2016 2:15,14.7231,79.326,,,,
4/7/2016 2:30,14.7209,79.326,,,,
4/7/2016 2:45,14.7187,79.326,,,,
4/7/2016 3:00,14.7209,79.326,,,,
4/7/2016 3:15,14.7203,79.151,,,,
4/7/2016 3:30,14.7203,79.151,,,,
4/7/2016 3:45,14.7203,79.151,,,,
4/7/2016 4:00,14.7203,79.151,,,,
4/7/2016 4:15,14.7203,79.151,,,,
4/7/2016 4:30,14.7225,79.151,,,,
4/7/2016 4:45,14.7203,79.151,,,,
4/7/2016 5:00,14.7225,79.151,,,,
4/7/2016 5:15,14.7247,79.151,,,,
4/7/2016 5:30,14.7268,79.151,,,,
4/7/2016 5:45,14.729,79.151,,,,
4/7/2016 6:00,14.7312,79.151,,,,
4/7/2016 6:15,14.7334,79.151,,,,
4/7/2016 6:30,14.7377,79.151,,,,
4/7/2016 6:45,14.7355,79.151,,,,
4/7/2016 7:00,14.7377,79.151,,,,
4/7/2016 7:15,14.7355,79.151,,,,
4/7/2016 7:30,14.7355,79.151,,,,
4/7/2016 7:45,14.7377,79.151,,,,
4/7/2016 8:00,14.7403,79.326,,,,
4/7/2016 8:15,14.7425,79.326,,,,
4/7/2016 8:30,14.7425,79.326,,,,
4/7/2016 8:45,14.7495,79.502,,,,
4/7/2016 9:00,14.7522,79.678,,,,
4/7/2016 9:15,14.7505,79.853,,,,
4/7/2016 9:30,14.7531,80.029,,,,
4/7/2016 9:45,14.7514,80.206,,,,
4/7/2016 10:00,14.7519,80.382,,,,
4/7/2016 10:15,14.7519,80.382,,,,
4/7/2016 10:30,14.7519,80.382,,,,
4/7/2016 10:45,14.7541,80.382,,,,
4/7/2016 11:00,14.7519,80.382,,,,
4/7/2016 11:15,14.7506,80.735,,,,
4/7/2016 11:30,14.7463,80.735,,,,
4/7/2016 11:45,14.7437,80.559,,,,
4/7/2016 12:00,14.7419,80.735,,,,
4/7/2016 12:15,14.7368,81.266,,,,
4/7/2016 12:30,14.7353,81.442,,,,
4/7/2016 12:45,14.7335,81.621,,,,
4/7/2016 13:00,14.7296,81.797,,,,
4/7/2016 13:15,14.7292,81.621,,,,
4/7/2016 13:30,14.728,81.975,,,,
4/7/2016 13:45,14.728,81.975,,,,
4/7/2016 14:00,14.7237,81.975,,,,
4/7/2016 14:15,14.7241,82.152,,,,
4/7/2016 14:30,14.7223,82.33,,,,
4/7/2016 14:45,14.7219,82.152,,,,
4/7/2016 15:00,14.7176,82.152,,,,
4/7/2016 15:15,14.7181,82.33,,,,
4/7/2016 15:30,14.7154,82.152,,,,
4/7/2016 15:45,14.7149,81.975,,,,
4/7/2016 16:00,14.7106,81.975,,,,
4/7/2016 16:15,14.7096,81.621,,,,
4/7/2016 16:30,14.7091,81.442,,,,
4/7/2016 16:45,14.7109,81.266,,,,
4/7/2016 17:00,14.7131,81.266,,,,
4/7/2016 17:15,14.7168,81.09,,,,
4/7/2016 17:30,14.7186,80.911,,,,
4/7/2016 17:45,14.7203,80.735,,,,
4/7/2016 18:00,14.7203,80.735,,,,
4/7/2016 18:15,14.7203,80.735,,,,
4/7/2016 18:30,14.7241,80.559,,,,
4/7/2016 18:45,14.7263,80.559,,,,
4/7/2016 19:00,14.7328,80.559,,,,
