Date,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
4/19/2017 14:00,14.7733,84.295,Logged,,,,
4/19/2017 14:15,14.7631,82.33,,,,,
4/19/2017 14:30,14.7602,82.152,,,,,
4/19/2017 14:45,14.7574,81.975,,,,,
4/19/2017 15:00,14.7574,81.975,,,,,
4/19/2017 15:15,14.7524,81.797,,,,,
4/19/2017 15:30,14.7518,81.621,,,,,
4/19/2017 15:45,14.749,81.442,,,,,
4/19/2017 16:00,14.749,81.442,,,,,
4/19/2017 16:15,14.7508,81.266,,,,,
4/19/2017 16:30,14.748,81.09,,,,,
4/19/2017 16:45,14.7476,80.911,,,,,
4/19/2017 17:00,14.7516,80.735,,,,,
4/19/2017 17:15,14.7535,80.559,,,,,
4/19/2017 17:30,14.7553,80.382,,,,,
4/19/2017 17:45,14.7572,80.206,,,,,
4/19/2017 18:00,14.7566,80.029,,,,,
4/19/2017 18:15,14.7608,79.853,,,,,
4/19/2017 18:30,14.7631,79.853,,,,,
4/19/2017 18:45,14.7625,79.678,,,,,
4/19/2017 19:00,14.7644,79.502,,,,,
4/19/2017 19:15,14.7663,79.326,,,,,
4/19/2017 19:30,14.7686,79.326,,,,,
4/19/2017 19:45,14.7727,79.151,,,,,
4/19/2017 20:00,14.7746,78.975,,,,,
4/19/2017 20:15,14.7769,78.975,,,,,
4/19/2017 20:30,14.7786,78.8,,,,,
4/19/2017 20:45,14.7809,78.8,,,,,
4/19/2017 21:00,14.7851,78.624,,,,,
4/19/2017 21:15,14.7851,78.624,,,,,
4/19/2017 21:30,14.7851,78.624,,,,,
4/19/2017 21:45,14.7846,78.449,,,,,
4/19/2017 22:00,14.7846,78.449,,,,,
4/19/2017 22:15,14.7846,78.449,,,,,
4/19/2017 22:30,14.7841,78.274,,,,,
4/19/2017 22:45,14.7818,78.274,,,,,
4/19/2017 23:00,14.7818,78.274,,,,,
4/19/2017 23:15,14.7795,78.274,,,,,
4/19/2017 23:30,14.7795,78.274,,,,,
4/19/2017 23:45,14.7818,78.274,,,,,
4/20/2017 0:00,14.7814,78.098,,,,,
4/20/2017 0:15,14.7814,78.098,,,,,
4/20/2017 0:30,14.7791,78.098,,,,,
4/20/2017 0:45,14.7837,78.098,,,,,
4/20/2017 1:00,14.786,78.098,,,,,
4/20/2017 1:15,14.7814,78.098,,,,,
4/20/2017 1:30,14.7791,78.098,,,,,
4/20/2017 1:45,14.7791,78.098,,,,,
4/20/2017 2:00,14.7744,78.098,,,,,
4/20/2017 2:15,14.7721,78.098,,,,,
4/20/2017 2:30,14.7744,78.098,,,,,
4/20/2017 2:45,14.7721,78.098,,,,,
4/20/2017 3:00,14.7721,78.098,,,,,
4/20/2017 3:15,14.7698,78.098,,,,,
4/20/2017 3:30,14.7698,78.098,,,,,
4/20/2017 3:45,14.7721,78.098,,,,,
4/20/2017 4:00,14.7721,78.098,,,,,
4/20/2017 4:15,14.7717,77.923,,,,,
4/20/2017 4:30,14.7763,77.923,,,,,
4/20/2017 4:45,14.7786,77.923,,,,,
4/20/2017 5:00,14.7808,77.923,,,,,
4/20/2017 5:15,14.7827,77.749,,,,,
4/20/2017 5:30,14.7873,77.749,,,,,
4/20/2017 5:45,14.785,77.749,,,,,
4/20/2017 6:00,14.7896,77.749,,,,,
4/20/2017 6:15,14.792,77.749,,,,,
4/20/2017 6:30,14.7966,77.749,,,,,
4/20/2017 6:45,14.7966,77.749,,,,,
4/20/2017 7:00,14.7966,77.749,,,,,
4/20/2017 7:15,14.7966,77.749,,,,,
4/20/2017 7:30,14.7966,77.749,,,,,
4/20/2017 7:45,14.7989,77.749,,,,,
4/20/2017 8:00,14.7989,77.749,,,,,
4/20/2017 8:15,14.8012,77.749,,,,,
4/20/2017 8:30,14.8017,77.923,,,,,
4/20/2017 8:45,14.7998,78.098,,,,,
4/20/2017 9:00,14.8021,78.098,,,,,
4/20/2017 9:15,14.8004,78.274,,,,,
4/20/2017 9:30,14.8031,78.449,,,,,
4/20/2017 9:45,14.8036,78.624,,,,,
4/20/2017 10:00,14.8041,78.8,,,,,
4/20/2017 10:15,14.8023,78.975,,,,,
4/20/2017 10:30,14.8005,79.151,,,,,
4/20/2017 10:45,14.7991,79.502,,,,,
4/20/2017 11:00,14.7973,79.678,,,,,
4/20/2017 11:15,14.7937,80.029,,,,,
4/20/2017 11:30,14.7895,80.206,,,,,
4/20/2017 11:45,14.7859,80.559,,,,,
4/20/2017 12:00,14.784,80.735,,,,,
4/20/2017 12:15,14.7827,81.09,,,,,
4/20/2017 12:30,14.7814,81.442,,,,,
4/20/2017 12:45,14.7778,81.797,,,,,
4/20/2017 13:00,14.775,81.621,,,,,
4/20/2017 13:15,14.776,81.975,,,,,
4/20/2017 13:30,14.7764,82.152,,,,,
4/20/2017 13:45,14.777,82.33,,,,,
4/20/2017 14:00,14.7701,82.33,,,,,
4/20/2017 14:15,14.7677,82.33,,,,,
4/20/2017 14:30,14.7621,81.975,,,,,
4/20/2017 14:45,14.7625,82.152,,,,,
4/20/2017 15:00,14.7621,81.975,,,,,
4/20/2017 15:15,14.7598,81.975,,,,,
4/20/2017 15:30,14.7598,81.975,,,,,
4/20/2017 15:45,14.7593,81.797,,,,,
4/20/2017 16:00,14.7564,81.621,,,,,
4/20/2017 16:15,14.7583,81.442,,,,,
4/20/2017 16:30,14.7606,81.442,,,,,
4/20/2017 16:45,14.7601,81.266,,,,,
4/20/2017 17:00,14.7619,81.09,,,,,
4/20/2017 17:15,14.7614,80.911,,,,,
4/20/2017 17:30,14.7586,80.735,,,,,
4/20/2017 17:45,14.7656,80.735,,,,,
4/20/2017 18:00,14.7673,80.559,,,,,
4/20/2017 18:15,14.7646,80.382,,,,,
4/20/2017 18:30,14.7692,80.382,,,,,
4/20/2017 18:45,14.7709,80.206,,,,,
4/20/2017 19:00,14.7728,80.029,,,,,
4/20/2017 19:15,14.7775,80.029,,,,,
4/20/2017 19:30,14.777,79.853,,,,,
4/20/2017 19:45,14.7793,79.853,,,,,
4/20/2017 20:00,14.7788,79.678,,,,,
4/20/2017 20:15,14.7834,79.678,,,,,
4/20/2017 20:30,14.7904,79.678,,,,,
4/20/2017 20:45,14.7927,79.678,,,,,
4/20/2017 21:00,14.7944,79.502,,,,,
4/20/2017 21:15,14.7944,79.502,,,,,
4/20/2017 21:30,14.7968,79.502,,,,,
4/20/2017 21:45,14.7991,79.502,,,,,
4/20/2017 22:00,14.7963,79.326,,,,,
4/20/2017 22:15,14.7986,79.326,,,,,
4/20/2017 22:30,14.801,79.326,,,,,
4/20/2017 22:45,14.7986,79.326,,,,,
4/20/2017 23:00,14.801,79.326,,,,,
4/20/2017 23:15,14.7963,79.326,,,,,
4/20/2017 23:30,14.7963,79.326,,,,,
4/20/2017 23:45,14.7959,79.151,,,,,
4/21/2017 0:00,14.7959,79.151,,,,,
4/21/2017 0:15,14.7936,79.151,,,,,
4/21/2017 0:30,14.7936,79.151,,,,,
4/21/2017 0:45,14.7936,79.151,,,,,
4/21/2017 1:00,14.7936,79.151,,,,,
4/21/2017 1:15,14.7907,78.975,,,,,
4/21/2017 1:30,14.7907,78.975,,,,,
4/21/2017 1:45,14.7907,78.975,,,,,
4/21/2017 2:00,14.786,78.975,,,,,
4/21/2017 2:15,14.7838,78.975,,,,,
4/21/2017 2:30,14.7815,78.975,,,,,
4/21/2017 2:45,14.7838,78.975,,,,,
4/21/2017 3:00,14.7838,78.975,,,,,
4/21/2017 3:15,14.7786,78.8,,,,,
4/21/2017 3:30,14.7809,78.8,,,,,
4/21/2017 3:45,14.7856,78.8,,,,,
4/21/2017 4:00,14.7833,78.8,,,,,
4/21/2017 4:15,14.9245,78.8,,,,,
4/21/2017 4:30,14.8545,78.624,,,,,
4/21/2017 4:45,14.8407,78.624,,,,,
4/21/2017 5:00,14.8337,78.624,,,,,
4/21/2017 5:15,14.8361,78.624,,,,,
4/21/2017 5:30,14.8407,78.624,,,,,
4/21/2017 5:45,14.8477,78.624,,,,,
4/21/2017 6:00,14.8471,78.449,,,,,
4/21/2017 6:15,14.8424,78.449,,,,,
4/21/2017 6:30,14.8448,78.449,,,,,
4/21/2017 6:45,14.8424,78.449,,,,,
4/21/2017 7:00,14.8471,78.449,,,,,
4/21/2017 7:15,14.8494,78.449,,,,,
4/21/2017 7:30,14.8448,78.449,,,,,
4/21/2017 7:45,14.8453,78.624,,,,,
4/21/2017 8:00,14.843,78.624,,,,,
4/21/2017 8:15,14.843,78.624,,,,,
4/21/2017 8:30,14.8435,78.8,,,,,
4/21/2017 8:45,14.8439,78.975,,,,,
4/21/2017 9:00,14.8439,78.975,,,,,
4/21/2017 9:15,14.8468,79.151,,,,,
4/21/2017 9:30,14.8449,79.326,,,,,
4/21/2017 9:45,14.8432,79.502,,,,,
4/21/2017 10:00,14.8436,79.678,,,,,
4/21/2017 10:15,14.8417,79.853,,,,,
4/21/2017 10:30,14.8423,80.029,,,,,
4/21/2017 10:45,14.8404,80.206,,,,,
4/21/2017 11:00,14.8368,80.559,,,,,
4/21/2017 11:15,14.8304,80.735,,,,,
4/21/2017 11:30,14.8268,81.09,,,,,
4/21/2017 11:45,14.8226,81.266,,,,,
4/21/2017 12:00,14.8189,81.621,,,,,
4/21/2017 12:15,14.8126,81.797,,,,,
4/21/2017 12:30,14.8107,81.975,,,,,
4/21/2017 12:45,14.8094,82.33,,,,,
