Date/Time,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected
4/7/2016 15:45,14.7763,82.33,,,
4/7/2016 16:00,14.7763,82.33,,,
4/7/2016 16:15,14.7738,82.33,,,
4/7/2016 16:30,14.7738,82.33,,,
4/7/2016 16:45,14.7779,82.152,,,
4/7/2016 17:00,14.7756,82.152,,,
4/7/2016 17:15,14.7773,81.975,,,
4/7/2016 17:30,14.7814,81.797,,,
4/7/2016 17:45,14.7814,81.797,,,
4/7/2016 18:00,14.7854,81.621,,,
4/7/2016 18:15,14.7824,81.442,,,
4/7/2016 18:30,14.7865,81.266,,,
4/7/2016 18:45,14.7888,81.266,,,
4/7/2016 19:00,14.7952,81.09,,,
4/7/2016 19:15,14.7946,80.911,,,
4/7/2016 19:30,14.7946,80.911,,,
4/7/2016 19:45,14.801,80.735,,,
4/7/2016 20:00,14.7986,80.735,,,
4/7/2016 20:15,14.8027,80.559,,,
4/7/2016 20:30,14.8073,80.559,,,
4/7/2016 20:45,14.805,80.559,,,
4/7/2016 21:00,14.812,80.559,,,
4/7/2016 21:15,14.8137,80.382,,,
4/7/2016 21:30,14.816,80.382,,,
4/7/2016 21:45,14.8137,80.382,,,
4/7/2016 22:00,14.8108,80.206,,,
4/7/2016 22:15,14.8131,80.206,,,
4/7/2016 22:30,14.8126,80.029,,,
4/7/2016 22:45,14.8126,80.029,,,
4/7/2016 23:00,14.8126,80.029,,,
4/7/2016 23:15,14.8142,79.853,,,
4/7/2016 23:30,14.8118,79.853,,,
4/7/2016 23:45,14.8142,79.853,,,
4/8/2016 0:00,14.8142,79.853,,,
4/8/2016 0:15,14.8095,79.853,,,
4/8/2016 0:30,14.8165,79.853,,,
4/8/2016 0:45,14.8142,79.853,,,
4/8/2016 1:00,14.8142,79.853,,,
4/8/2016 1:15,14.8118,79.853,,,
4/8/2016 1:30,14.8118,79.853,,,
4/8/2016 1:45,14.8113,79.678,,,
4/8/2016 2:00,14.8089,79.678,,,
4/8/2016 2:15,14.8089,79.678,,,
4/8/2016 2:30,14.8113,79.678,,,
4/8/2016 2:45,14.8066,79.678,,,
4/8/2016 3:00,14.8066,79.678,,,
4/8/2016 3:15,14.8136,79.678,,,
4/8/2016 3:30,14.8089,79.678,,,
4/8/2016 3:45,14.8014,79.502,,,
4/8/2016 4:00,14.8014,79.502,,,
4/8/2016 4:15,14.7989,79.502,,,
4/8/2016 4:30,14.7966,79.502,,,
4/8/2016 4:45,14.7966,79.502,,,
4/8/2016 5:00,14.7989,79.502,,,
4/8/2016 5:15,14.8014,79.502,,,
4/8/2016 5:30,14.8037,79.502,,,
4/8/2016 5:45,14.806,79.502,,,
4/8/2016 6:00,14.8101,79.326,,,
4/8/2016 6:15,14.8194,79.326,,,
4/8/2016 6:30,14.8427,79.326,,,
4/8/2016 6:45,14.8387,79.502,,,
4/8/2016 7:00,14.845,79.326,,,
4/8/2016 7:15,14.8427,79.326,,,
4/8/2016 7:30,14.845,79.326,,,
4/8/2016 7:45,14.845,79.326,,,
4/8/2016 8:00,14.845,79.326,,,
4/8/2016 8:15,14.845,79.326,,,
4/8/2016 8:30,14.8427,79.326,,,
4/8/2016 8:45,14.841,79.502,,,
4/8/2016 9:00,14.8456,79.502,,,
4/8/2016 9:15,14.8456,79.502,,,
4/8/2016 9:30,14.8433,79.502,,,
4/8/2016 9:45,14.8462,79.678,,,
4/8/2016 10:00,14.8462,79.678,,,
4/8/2016 10:15,14.8445,79.853,,,
4/8/2016 10:30,14.8381,80.029,,,
4/8/2016 10:45,14.8429,80.029,,,
4/8/2016 11:00,14.8365,80.206,,,
4/8/2016 11:15,14.8342,80.206,,,
4/8/2016 11:30,14.8307,80.559,,,
4/8/2016 11:45,14.8266,80.735,,,
4/8/2016 12:00,14.8243,80.735,,,
4/8/2016 12:15,14.822,80.735,,,
4/8/2016 12:30,14.8243,80.735,,,
4/8/2016 12:45,14.8266,80.735,,,
4/8/2016 13:00,14.8197,80.735,,,
4/8/2016 13:15,14.822,80.735,,,
4/8/2016 13:30,14.8173,80.735,,,
4/8/2016 13:45,14.815,80.735,,,
4/8/2016 14:00,14.8126,80.735,,,
4/8/2016 14:15,14.8126,80.735,,,
4/8/2016 14:30,14.8073,80.559,,,
4/8/2016 14:45,14.8073,80.559,,,
4/8/2016 15:00,14.8027,80.559,,,
4/8/2016 15:15,14.805,80.559,,,
4/8/2016 15:30,14.8027,80.559,,,
4/8/2016 15:45,14.8021,80.382,,,
4/8/2016 16:00,14.8044,80.382,,,
4/8/2016 16:15,14.8044,80.382,,,
4/8/2016 16:30,14.8085,80.206,,,
4/8/2016 16:45,14.8155,80.206,,,
4/8/2016 17:00,14.8155,80.206,,,
4/8/2016 17:15,14.8178,80.206,,,
4/8/2016 17:30,14.8195,80.029,,,
4/8/2016 17:45,14.8172,80.029,,,
4/8/2016 18:00,14.8218,80.029,,,
4/8/2016 18:15,14.8236,79.853,,,
4/8/2016 18:30,14.8236,79.853,,,
4/8/2016 18:45,14.8236,79.853,,,
4/8/2016 19:00,14.8236,79.853,,,
4/8/2016 19:15,14.8329,79.853,,,
4/8/2016 19:30,14.8305,79.853,,,
4/8/2016 19:45,14.8323,79.678,,,
4/8/2016 20:00,14.8346,79.678,,,
4/8/2016 20:15,14.8369,79.678,,,
4/8/2016 20:30,14.8369,79.678,,,
4/8/2016 20:45,14.8392,79.678,,,
4/8/2016 21:00,14.8416,79.678,,,
4/8/2016 21:15,14.8392,79.678,,,
4/8/2016 21:30,14.8392,79.678,,,
4/8/2016 21:45,14.8392,79.678,,,
4/8/2016 22:00,14.8392,79.678,,,
4/8/2016 22:15,14.8392,79.678,,,
4/8/2016 22:30,14.8369,79.678,,,
4/8/2016 22:45,14.834,79.502,,,
4/8/2016 23:00,14.8363,79.502,,,
4/8/2016 23:15,14.834,79.502,,,
4/8/2016 23:30,14.8317,79.502,,,
4/8/2016 23:45,14.8292,79.502,,,
4/9/2016 0:00,14.8269,79.502,,,
4/9/2016 0:15,14.8269,79.502,,,
4/9/2016 0:30,14.8223,79.502,,,
4/9/2016 0:45,14.8269,79.502,,,
4/9/2016 1:00,14.8246,79.502,,,
4/9/2016 1:15,14.8223,79.502,,,
4/9/2016 1:30,14.82,79.502,,,
4/9/2016 1:45,14.8153,79.502,,,
4/9/2016 2:00,14.8194,79.326,,,
4/9/2016 2:15,14.8194,79.326,,,
4/9/2016 2:30,14.8147,79.326,,,
4/9/2016 2:45,14.8124,79.326,,,
4/9/2016 3:00,14.8101,79.326,,,
4/9/2016 3:15,14.8101,79.326,,,
4/9/2016 3:30,14.8124,79.326,,,
4/9/2016 3:45,14.845,79.326,,,
4/9/2016 4:00,14.9039,79.502,,,
4/9/2016 4:15,14.9856,79.502,,,
4/9/2016 4:30,15.1016,79.326,,,
4/9/2016 4:45,15.2481,79.151,,,
4/9/2016 5:00,15.2796,78.8,,,
4/9/2016 5:15,15.2398,78.8,,,
4/9/2016 5:30,15.2142,78.8,,,
4/9/2016 5:45,15.2001,78.8,,,
4/9/2016 6:00,15.1792,78.8,,,
4/9/2016 6:15,15.1744,78.8,,,
4/9/2016 6:30,15.1862,78.8,,,
4/9/2016 6:45,15.2842,78.8,,,
4/9/2016 7:00,15.2765,78.624,,,
4/9/2016 7:15,15.2836,78.624,,,
4/9/2016 7:30,15.2836,78.624,,,
4/9/2016 7:45,15.2883,78.624,,,
4/9/2016 8:00,15.2929,78.624,,,
4/9/2016 8:15,15.2819,78.8,,,
4/9/2016 8:30,15.2725,78.8,,,
4/9/2016 8:45,15.2609,78.8,,,
4/9/2016 9:00,15.2562,78.8,,,
4/9/2016 9:15,15.2375,78.8,,,
4/9/2016 9:30,15.2282,78.8,,,
4/9/2016 9:45,15.2188,78.8,,,
4/9/2016 10:00,15.2072,78.8,,,
4/9/2016 10:15,15.1931,78.8,,,
4/9/2016 10:30,15.1839,78.8,,,
4/9/2016 10:45,15.1675,78.8,,,
4/9/2016 11:00,15.1582,78.8,,,
4/9/2016 11:15,15.1441,78.8,,,
4/9/2016 11:30,15.1395,78.8,,,
4/9/2016 11:45,15.1231,78.8,,,
4/9/2016 12:00,15.1167,78.975,,,
4/9/2016 12:15,15.1121,78.975,,,
4/9/2016 12:30,15.0934,78.975,,,
4/9/2016 12:45,15.091,78.975,,,
4/9/2016 13:00,15.0887,78.975,,,
4/9/2016 13:15,15.0817,78.975,,,
4/9/2016 13:30,15.0677,78.975,,,
4/9/2016 13:45,15.0607,78.975,,,
4/9/2016 14:00,15.0514,78.975,,,
4/9/2016 14:15,15.0491,78.975,,,
4/9/2016 14:30,15.0397,78.975,,,
4/9/2016 14:45,15.035,78.975,,,
4/9/2016 15:00,15.042,78.975,,,
4/9/2016 15:15,15.0327,78.975,,,
4/9/2016 15:30,15.0327,78.975,,,
4/9/2016 15:45,15.0188,78.975,,,
4/9/2016 16:00,15.0211,78.975,,,
4/9/2016 16:15,15.0188,78.975,,,
4/9/2016 16:30,15.0165,78.975,,,
4/9/2016 16:45,15.0188,78.975,,,
4/9/2016 17:00,15.0258,78.975,,,
4/9/2016 17:15,15.0204,78.8,,,
4/9/2016 17:30,15.0181,78.8,,,
4/9/2016 17:45,15.0158,78.8,,,
4/9/2016 18:00,15.0158,78.8,,,
4/9/2016 18:15,15.0374,78.975,,,
4/9/2016 18:30,15.0607,78.975,,,
4/9/2016 18:45,15.0648,78.8,,,
4/9/2016 19:00,15.0509,78.8,,,
4/9/2016 19:15,15.0461,78.8,,,
4/9/2016 19:30,15.0437,78.8,,,
4/9/2016 19:45,15.0461,78.8,,,
4/9/2016 20:00,15.0437,78.8,,,
4/9/2016 20:15,15.0437,78.8,,,
4/9/2016 20:30,15.0461,78.8,,,
4/9/2016 20:45,15.0414,78.8,,,
4/9/2016 21:00,15.0391,78.8,,,
4/9/2016 21:15,15.0437,78.8,,,
4/9/2016 21:30,15.0368,78.8,,,
4/9/2016 21:45,15.0321,78.8,,,
4/9/2016 22:00,15.0368,78.8,,,
4/9/2016 22:15,15.0345,78.8,,,
4/9/2016 22:30,15.042,78.975,,,
4/9/2016 22:45,15.0468,78.975,,,
4/9/2016 23:00,15.0445,78.975,,,
4/9/2016 23:15,15.0864,78.975,,,
4/9/2016 23:30,15.119,78.975,,,
4/9/2016 23:45,15.1097,78.975,,,
4/10/2016 0:00,15.0887,78.975,,,
4/10/2016 0:15,15.0958,78.975,,,
4/10/2016 0:30,15.091,78.975,,,
4/10/2016 0:45,15.1167,78.975,,,
4/10/2016 1:00,15.1798,78.975,,,
4/10/2016 1:15,15.2516,78.8,,,
4/10/2016 1:30,15.2113,78.624,,,
4/10/2016 1:45,15.1972,78.624,,,
4/10/2016 2:00,15.1879,78.624,,,
4/10/2016 2:15,15.1856,78.624,,,
4/10/2016 2:30,15.1879,78.624,,,
4/10/2016 2:45,15.1879,78.624,,,
4/10/2016 3:00,15.1808,78.624,,,
4/10/2016 3:15,15.1733,78.449,,,
4/10/2016 3:30,15.1499,78.449,,,
4/10/2016 3:45,15.143,78.449,,,
4/10/2016 4:00,15.147,78.274,,,
4/10/2016 4:15,15.1353,78.274,,,
4/10/2016 4:30,15.1399,78.274,,,
4/10/2016 4:45,15.1312,78.449,,,
4/10/2016 5:00,15.1102,78.449,,,
4/10/2016 5:15,15.1173,78.449,,,
4/10/2016 5:30,15.1202,78.624,,,
4/10/2016 5:45,15.1086,78.624,,,
4/10/2016 6:00,15.1109,78.624,,,
4/10/2016 6:15,15.1086,78.624,,,
4/10/2016 6:30,15.1225,78.624,,,
4/10/2016 6:45,15.1179,78.624,,,
4/10/2016 7:00,15.1086,78.624,,,
4/10/2016 7:15,15.1038,78.624,,,
4/10/2016 7:30,15.1092,78.8,,,
4/10/2016 7:45,15.1348,78.8,,,
4/10/2016 8:00,15.2609,78.8,,,
4/10/2016 8:15,15.4448,78.624,,,
4/10/2016 8:30,15.3607,78.624,,,
4/10/2016 8:45,15.6036,78.624,,,
4/10/2016 9:00,15.6077,78.449,,,
4/10/2016 9:15,15.5766,78.274,,,
4/10/2016 9:30,15.4739,78.274,,,
4/10/2016 9:45,15.4417,78.449,,,
4/10/2016 10:00,15.5346,78.274,,,
4/10/2016 10:15,15.4622,78.274,,,
4/10/2016 10:30,15.4091,78.449,,,
4/10/2016 10:45,15.395,78.449,,,
4/10/2016 11:00,15.3647,78.449,,,
4/10/2016 11:15,15.3506,78.449,,,
4/10/2016 11:30,15.3314,78.274,,,
4/10/2016 11:45,15.3221,78.274,,,
4/10/2016 12:00,15.3151,78.274,,,
4/10/2016 12:15,15.3016,78.449,,,
4/10/2016 12:30,15.3203,78.449,,,
4/10/2016 12:45,15.3103,78.274,,,
4/10/2016 13:00,15.2941,78.274,,,
4/10/2016 13:15,15.2841,78.098,,,
4/10/2016 13:30,15.2771,78.098,,,
4/10/2016 13:45,15.2771,78.098,,,
4/10/2016 14:00,15.263,78.098,,,
4/10/2016 14:15,15.2584,78.098,,,
4/10/2016 14:30,15.249,78.098,,,
4/10/2016 14:45,15.2327,78.098,,,
4/10/2016 15:00,15.2217,78.274,,,
4/10/2016 15:15,15.2217,78.274,,,
4/10/2016 15:30,15.2053,78.274,,,
4/10/2016 15:45,15.1984,78.274,,,
4/10/2016 16:00,15.2007,78.274,,,
4/10/2016 16:15,15.196,78.274,,,
4/10/2016 16:30,15.1773,78.274,,,
4/10/2016 16:45,15.175,78.274,,,
4/10/2016 17:00,15.1773,78.274,,,
4/10/2016 17:15,15.1773,78.274,,,
4/10/2016 17:30,15.1773,78.274,,,
4/10/2016 17:45,15.175,78.274,,,
4/10/2016 18:00,15.1633,78.274,,,
4/10/2016 18:15,15.1633,78.274,,,
4/10/2016 18:30,15.1517,78.274,,,
4/10/2016 18:45,15.1376,78.274,,,
4/10/2016 19:00,15.1283,78.274,,,
4/10/2016 19:15,15.1237,78.274,,,
4/10/2016 19:30,15.119,78.274,,,
4/10/2016 19:45,15.1142,78.274,,,
4/10/2016 20:00,15.1142,78.274,,,
4/10/2016 20:15,15.105,78.274,,,
4/10/2016 20:30,15.1003,78.274,,,
4/10/2016 20:45,15.0934,78.274,,,
4/10/2016 21:00,15.088,78.098,,,
4/10/2016 21:15,15.081,78.098,,,
4/10/2016 21:30,15.088,78.098,,,
4/10/2016 21:45,15.0973,78.098,,,
4/10/2016 22:00,15.0903,78.098,,,
4/10/2016 22:15,15.0857,78.098,,,
4/10/2016 22:30,15.0857,78.098,,,
4/10/2016 22:45,15.1044,78.098,,,
4/10/2016 23:00,15.1137,78.098,,,
4/10/2016 23:15,15.1113,78.098,,,
4/10/2016 23:30,15.0949,78.098,,,
4/10/2016 23:45,15.0833,78.098,,,
4/11/2016 0:00,15.0787,78.098,,,
4/11/2016 0:15,15.0741,78.098,,,
4/11/2016 0:30,15.0717,78.098,,,
4/11/2016 0:45,15.067,78.098,,,
4/11/2016 1:00,15.0646,78.098,,,
4/11/2016 1:15,15.06,78.098,,,
4/11/2016 1:30,15.0467,78.274,,,
4/11/2016 1:45,15.042,78.274,,,
4/11/2016 2:00,15.042,78.274,,,
4/11/2016 2:15,15.0372,78.274,,,
4/11/2016 2:30,15.0303,78.274,,,
4/11/2016 2:45,15.0256,78.274,,,
4/11/2016 3:00,15.0256,78.274,,,
4/11/2016 3:15,15.021,78.274,,,
4/11/2016 3:30,15.0233,78.274,,,
4/11/2016 3:45,15.0187,78.274,,,
4/11/2016 4:00,15.014,78.274,,,
4/11/2016 4:15,15.0187,78.274,,,
4/11/2016 4:30,15.0116,78.274,,,
4/11/2016 4:45,15.0092,78.274,,,
4/11/2016 5:00,15.0116,78.274,,,
4/11/2016 5:15,15.0046,78.274,,,
4/11/2016 5:30,15.0069,78.274,,,
4/11/2016 5:45,15.0279,78.274,,,
4/11/2016 6:00,15.025,78.098,,,
4/11/2016 6:15,15.0274,78.098,,,
4/11/2016 6:30,15.0174,77.923,,,
4/11/2016 6:45,15.0075,77.749,,,
4/11/2016 7:00,15.0052,77.749,,,
4/11/2016 7:15,15.0092,77.574,,,
4/11/2016 7:30,15.0116,77.574,,,
4/11/2016 7:45,15.0044,77.574,,,
4/11/2016 8:00,15.0021,77.574,,,
4/11/2016 8:15,15.0044,77.574,,,
4/11/2016 8:30,14.9998,77.574,,,
4/11/2016 8:45,14.9975,77.574,,,
4/11/2016 9:00,14.9911,77.749,,,
4/11/2016 9:15,14.9865,77.749,,,
4/11/2016 9:30,14.9847,77.923,,,
4/11/2016 9:45,14.9853,78.098,,,
4/11/2016 10:00,14.9812,78.274,,,
4/11/2016 10:15,14.9812,78.274,,,
4/11/2016 10:30,14.9725,78.449,,,
4/11/2016 10:45,14.9685,78.624,,,
4/11/2016 11:00,14.9662,78.624,,,
4/11/2016 11:15,14.9667,78.8,,,
4/11/2016 11:30,14.9551,78.8,,,
4/11/2016 11:45,14.9511,78.975,,,
4/11/2016 12:00,14.9487,78.975,,,
4/11/2016 12:15,14.9441,78.975,,,
4/11/2016 12:30,14.9377,79.151,,,
4/11/2016 12:45,14.9406,79.326,,,
4/11/2016 13:00,14.9337,79.326,,,
4/11/2016 13:15,14.9267,79.326,,,
4/11/2016 13:30,14.9267,79.326,,,
4/11/2016 13:45,14.9244,79.326,,,
4/11/2016 14:00,14.9203,79.502,,,
4/11/2016 14:15,14.9132,79.502,,,
4/11/2016 14:30,14.9126,79.326,,,
4/11/2016 14:45,14.908,79.326,,,
4/11/2016 15:00,14.901,79.326,,,
4/11/2016 15:15,14.9057,79.326,,,
4/11/2016 15:30,14.8964,79.326,,,
4/11/2016 15:45,14.897,79.502,,,
4/11/2016 16:00,14.9039,79.502,,,
4/11/2016 16:15,14.9016,79.502,,,
4/11/2016 16:30,14.9034,79.326,,,
4/11/2016 16:45,14.936,79.326,,,
4/11/2016 17:00,14.9897,79.326,,,
4/11/2016 17:15,15.0356,79.151,,,
4/11/2016 17:30,15.0555,78.8,,,
4/11/2016 17:45,15.0455,78.624,,,
4/11/2016 18:00,15.0642,78.624,,,
4/11/2016 18:15,15.087,78.449,,,
4/11/2016 18:30,15.0963,78.449,,,
4/11/2016 18:45,15.0957,78.274,,,
4/11/2016 19:00,15.1003,78.274,,,
4/11/2016 19:15,15.1142,78.274,,,
4/11/2016 19:30,15.1353,78.274,,,
4/11/2016 19:45,15.1376,78.274,,,
4/11/2016 20:00,15.1453,78.449,,,
4/11/2016 20:15,15.1522,78.449,,,
4/11/2016 20:30,15.1756,78.449,,,
4/11/2016 20:45,15.1773,78.274,,,
4/11/2016 21:00,15.1586,78.274,,,
4/11/2016 21:15,15.1493,78.274,,,
4/11/2016 21:30,15.1517,78.274,,,
4/11/2016 21:45,15.147,78.274,,,
4/11/2016 22:00,15.147,78.274,,,
4/11/2016 22:15,15.1399,78.274,,,
4/11/2016 22:30,15.1422,78.274,,,
4/11/2016 22:45,15.1499,78.449,,,
4/11/2016 23:00,15.1592,78.449,,,
4/11/2016 23:15,15.1522,78.449,,,
4/11/2016 23:30,15.1453,78.449,,,
4/11/2016 23:45,15.1329,78.274,,,
4/12/2016 0:00,15.119,78.274,,,
4/12/2016 0:15,15.1142,78.274,,,
4/12/2016 0:30,15.105,78.274,,,
4/12/2016 0:45,15.098,78.274,,,
4/12/2016 1:00,15.1142,78.274,,,
4/12/2016 1:15,15.105,78.274,,,
4/12/2016 1:30,15.098,78.274,,,
4/12/2016 1:45,15.0903,78.098,,,
4/12/2016 2:00,15.0862,78.274,,,
4/12/2016 2:15,15.0793,78.274,,,
4/12/2016 2:30,15.0746,78.274,,,
4/12/2016 2:45,15.0723,78.274,,,
4/12/2016 3:00,15.0629,78.274,,,
4/12/2016 3:15,15.0677,78.274,,,
4/12/2016 3:30,15.0629,78.274,,,
4/12/2016 3:45,15.0606,78.274,,,
4/12/2016 4:00,15.0652,78.274,,,
4/12/2016 4:15,15.067,78.098,,,
4/12/2016 4:30,15.0623,78.098,,,
4/12/2016 4:45,15.06,78.098,,,
4/12/2016 5:00,15.0623,78.098,,,
4/12/2016 5:15,15.0577,78.098,,,
4/12/2016 5:30,15.06,78.098,,,
4/12/2016 5:45,15.06,78.098,,,
4/12/2016 6:00,15.0926,78.098,,,
4/12/2016 6:15,15.0833,78.098,,,
4/12/2016 6:30,15.081,78.098,,,
4/12/2016 6:45,15.081,78.098,,,
4/12/2016 7:00,15.0741,78.098,,,
4/12/2016 7:15,15.0741,78.098,,,
4/12/2016 7:30,15.0741,78.098,,,
4/12/2016 7:45,15.0787,78.098,,,
4/12/2016 8:00,15.0787,78.098,,,
4/12/2016 8:15,15.0764,78.098,,,
4/12/2016 8:30,15.0594,77.923,,,
4/12/2016 8:45,15.0548,77.923,,,
4/12/2016 9:00,15.0525,77.923,,,
4/12/2016 9:15,15.0477,77.923,,,
4/12/2016 9:30,15.0407,77.923,,,
4/12/2016 9:45,15.0407,77.923,,,
4/12/2016 10:00,15.0384,77.923,,,
4/12/2016 10:15,15.0337,77.923,,,
4/12/2016 10:30,15.0314,77.923,,,
4/12/2016 10:45,15.022,77.923,,,
4/12/2016 11:00,15.0297,78.098,,,
4/12/2016 11:15,15.0227,78.098,,,
4/12/2016 11:30,15.0204,78.098,,,
4/12/2016 11:45,15.014,78.274,,,
4/12/2016 12:00,15.014,78.274,,,
4/12/2016 12:15,15.01,78.449,,,
4/12/2016 12:30,15.0105,78.624,,,
4/12/2016 12:45,15.0024,78.975,,,
4/12/2016 13:00,15.0053,79.151,,,
4/12/2016 13:15,15.0013,79.326,,,
4/12/2016 13:30,15.002,79.502,,,
4/12/2016 13:45,14.6324,80.559,,,
4/12/2016 13:45,,,,Logged,
4/12/2016 13:45,,,,,Logged
