Date/Time,"Abs Pres, psi","Temp, °F",Coupler Detached,End Of File
3/6/2018 11:15,14.8111,79.502,Logged,
3/6/2018 11:30,14.8298,79.326,,
3/6/2018 11:45,14.8324,79.502,,
3/6/2018 12:00,14.8304,79.502,,
3/6/2018 12:15,14.8218,79.502,,
3/6/2018 12:30,14.8202,79.678,,
3/6/2018 12:45,14.8159,79.678,,
3/6/2018 13:00,14.8123,79.853,,
3/6/2018 13:15,14.8143,79.853,,
3/6/2018 13:30,14.8101,79.853,,
3/6/2018 13:45,14.8143,79.853,,
3/6/2018 14:00,14.8123,79.853,,
3/6/2018 14:15,14.8079,79.853,,
3/6/2018 14:30,14.8079,79.853,,
3/6/2018 14:45,14.8057,79.853,,
3/6/2018 15:00,14.8057,79.853,,
3/6/2018 15:15,14.8037,79.853,,
3/6/2018 15:30,14.8079,79.853,,
3/6/2018 15:45,14.8057,79.853,,
3/6/2018 16:00,14.8057,79.853,,
3/6/2018 16:15,14.8015,79.853,,
3/6/2018 16:30,14.7994,79.853,,
3/6/2018 16:45,14.7972,79.853,,
3/6/2018 17:00,14.7972,79.853,,
3/6/2018 17:15,14.7972,79.853,,
3/6/2018 17:30,14.7972,79.853,,
3/6/2018 17:45,14.7994,79.853,,
3/6/2018 18:00,14.7994,79.853,,
3/6/2018 18:15,14.8015,79.853,,
3/6/2018 18:30,14.8037,79.853,,
3/6/2018 18:45,14.8079,79.853,,
3/6/2018 19:00,14.8123,79.853,,
3/6/2018 19:15,14.8123,79.853,,
3/6/2018 19:30,14.8123,79.853,,
3/6/2018 19:45,14.8139,79.678,,
3/6/2018 20:00,14.8181,79.678,,
3/6/2018 20:15,14.8181,79.678,,
3/6/2018 20:30,14.8181,79.678,,
3/6/2018 20:45,14.8202,79.678,,
3/6/2018 21:00,14.8224,79.678,,
3/6/2018 21:15,14.8218,79.502,,
3/6/2018 21:30,14.8197,79.502,,
3/6/2018 21:45,14.8175,79.502,,
3/6/2018 22:00,14.8175,79.502,,
3/6/2018 22:15,14.8153,79.502,,
3/6/2018 22:30,14.8111,79.502,,
