Date/Time,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,End Of File
4/12/2016 17:15,15.0752,79.502,,,,
4/12/2016 17:30,15.0757,78.975,,,,
4/12/2016 17:45,15.0825,78.975,,,,
4/12/2016 18:00,15.0751,78.8,,,,
4/12/2016 18:15,15.0841,78.8,,,,
4/12/2016 18:30,15.0751,78.8,,,,
4/12/2016 18:45,15.0751,78.8,,,,
4/12/2016 19:00,15.0745,78.624,,,,
4/12/2016 19:15,15.0745,78.624,,,,
4/12/2016 19:30,15.0745,78.624,,,,
4/12/2016 19:45,15.0812,78.624,,,,
4/12/2016 20:00,15.0739,78.449,,,,
4/12/2016 20:15,15.0761,78.449,,,,
4/12/2016 20:30,15.0761,78.449,,,,
4/12/2016 20:45,15.0694,78.449,,,,
4/12/2016 21:00,15.0874,78.449,,,,
4/12/2016 21:15,15.071,78.274,,,,
4/12/2016 21:30,15.0755,78.274,,,,
4/12/2016 21:45,15.0845,78.274,,,,
4/12/2016 22:00,15.0822,78.274,,,,
4/12/2016 22:15,15.0777,78.274,,,,
4/12/2016 22:30,15.0845,78.274,,,,
4/12/2016 22:45,15.0771,78.098,,,,
4/12/2016 23:00,15.0771,78.098,,,,
4/12/2016 23:15,15.0659,78.098,,,,
4/12/2016 23:30,15.0726,78.098,,,,
4/12/2016 23:45,15.0771,78.098,,,,
4/13/2016 0:00,15.0906,78.098,,,,
4/13/2016 0:15,15.1003,78.274,,,,
4/13/2016 0:30,15.0935,78.274,,,,
4/13/2016 0:45,15.1609,78.274,,,,
4/13/2016 1:00,15.3837,78.274,,,,
4/13/2016 1:15,15.4078,78.098,,,,
4/13/2016 1:30,15.3404,78.098,,,,
4/13/2016 1:45,15.2796,78.098,,,,
4/13/2016 2:00,15.2864,78.098,,,,
4/13/2016 2:15,15.2774,78.098,,,,
4/13/2016 2:30,15.2661,78.098,,,,
4/13/2016 2:45,15.2639,78.098,,,,
4/13/2016 3:00,15.2414,78.098,,,,
4/13/2016 3:15,15.2565,77.923,,,,
4/13/2016 3:30,15.2407,77.923,,,,
4/13/2016 3:45,15.2245,77.749,,,,
4/13/2016 4:00,15.2221,77.749,,,,
4/13/2016 4:15,15.22,77.749,,,,
4/13/2016 4:30,15.22,77.749,,,,
4/13/2016 4:45,15.1997,77.749,,,,
4/13/2016 5:00,15.193,77.749,,,,
4/13/2016 5:15,15.2132,77.749,,,,
4/13/2016 5:30,15.1794,77.749,,,,
4/13/2016 5:45,15.1817,77.749,,,,
4/13/2016 6:00,15.1794,77.749,,,,
4/13/2016 6:15,15.1856,77.574,,,,
4/13/2016 6:30,15.1833,77.574,,,,
4/13/2016 6:45,15.1811,77.574,,,,
4/13/2016 7:00,15.1811,77.574,,,,
4/13/2016 7:15,15.1788,77.574,,,,
4/13/2016 7:30,15.1743,77.574,,,,
4/13/2016 7:45,15.1766,77.574,,,,
4/13/2016 8:00,15.1766,77.574,,,,
4/13/2016 8:15,15.1766,77.574,,,,
4/13/2016 8:30,15.1682,77.749,,,,
4/13/2016 8:45,15.1682,77.749,,,,
4/13/2016 9:00,15.1682,77.749,,,,
4/13/2016 9:15,15.1637,77.749,,,,
4/13/2016 9:30,15.153,77.923,,,,
4/13/2016 9:45,15.1666,77.923,,,,
4/13/2016 10:00,15.1621,77.923,,,,
4/13/2016 10:15,15.1508,77.923,,,,
4/13/2016 10:30,15.1582,78.098,,,,
4/13/2016 10:45,15.1424,78.098,,,,
4/13/2016 11:00,15.1289,78.098,,,,
