Date,"Abs Pres, psi","Temp, °F",Coupler Detached,End Of File
2/14/2018 14:00,14.7675,82.152,,
2/14/2018 14:15,14.7696,82.152,,
2/14/2018 14:30,14.7696,82.152,,
2/14/2018 14:45,14.767,81.975,,
2/14/2018 15:00,14.7644,81.797,,
2/14/2018 15:15,14.7638,81.621,,
2/14/2018 15:30,14.7596,81.621,,
2/14/2018 15:45,14.759,81.442,,
2/14/2018 16:00,14.7586,81.266,,
2/14/2018 16:15,14.7576,80.911,,
2/14/2018 16:30,14.7572,80.735,,
2/14/2018 16:45,14.7589,80.559,,
2/14/2018 17:00,14.7563,80.382,,
2/14/2018 17:15,14.7553,80.029,,
2/14/2018 17:30,14.757,79.853,,
2/14/2018 17:45,14.7614,79.853,,
2/14/2018 18:00,14.763,79.678,,
2/14/2018 18:15,14.7603,79.502,,
2/14/2018 18:30,14.7647,79.502,,
2/14/2018 18:45,14.7643,79.326,,
2/14/2018 19:00,14.7664,79.326,,
2/14/2018 19:15,14.7682,79.151,,
2/14/2018 19:30,14.7702,79.151,,
2/14/2018 19:45,14.7719,78.975,,
2/14/2018 20:00,14.7741,78.975,,
2/14/2018 20:15,14.7759,78.8,,
2/14/2018 20:30,14.7776,78.624,,
2/14/2018 20:45,14.7798,78.624,,
2/14/2018 21:00,14.7792,78.449,,
2/14/2018 21:15,14.7814,78.449,,
2/14/2018 21:30,14.7831,78.274,,
2/14/2018 21:45,14.7805,78.098,,
2/14/2018 22:00,14.7849,78.098,,
2/14/2018 22:15,14.7888,77.923,,
2/14/2018 22:30,14.7866,77.923,,
2/14/2018 22:45,14.786,77.749,,
2/14/2018 23:00,14.7882,77.749,,
2/14/2018 23:15,14.786,77.749,,
2/14/2018 23:30,14.7838,77.749,,
2/14/2018 23:45,14.7834,77.574,,
2/15/2018 0:00,14.7834,77.574,,
2/15/2018 0:15,14.7812,77.574,,
2/15/2018 0:30,14.7791,77.574,,
2/15/2018 0:45,14.7764,77.4,,
2/15/2018 1:00,14.7721,77.4,,
2/15/2018 1:15,14.7743,77.4,,
2/15/2018 1:30,14.7721,77.4,,
2/15/2018 1:45,14.7677,77.4,,
2/15/2018 2:00,14.763,77.225,,
2/15/2018 2:15,14.7586,77.225,,
2/15/2018 2:30,14.7608,77.225,,
2/15/2018 2:45,14.7564,77.225,,
2/15/2018 3:00,14.756,77.05,,
2/15/2018 3:15,14.756,77.05,,
2/15/2018 3:30,14.756,77.05,,
2/15/2018 3:45,14.7582,77.05,,
2/15/2018 4:00,14.7556,76.876,,
2/15/2018 4:15,14.7599,76.876,,
2/15/2018 4:30,14.7577,76.876,,
2/15/2018 4:45,14.7577,76.876,,
2/15/2018 5:00,14.7556,76.876,,
2/15/2018 5:15,14.7573,76.703,,
2/15/2018 5:30,14.7573,76.703,,
2/15/2018 5:45,14.7573,76.703,,
2/15/2018 6:00,14.7617,76.703,,
2/15/2018 6:15,14.766,76.703,,
2/15/2018 6:30,14.7676,76.528,,
2/15/2018 6:45,14.7719,76.528,,
2/15/2018 7:00,14.7741,76.528,,
2/15/2018 7:15,14.7763,76.528,,
2/15/2018 7:30,14.7767,76.703,,
2/15/2018 7:45,14.7789,76.703,,
2/15/2018 8:00,14.7789,76.703,,
2/15/2018 8:15,14.7815,76.876,,
2/15/2018 8:30,14.7821,77.05,,
2/15/2018 8:45,14.7843,77.05,,
2/15/2018 9:00,14.7825,77.225,,
2/15/2018 9:15,14.7808,77.4,,
2/15/2018 9:30,14.7812,77.574,,
2/15/2018 9:45,14.7779,77.923,,
2/15/2018 10:00,14.7805,78.098,,
2/15/2018 10:15,14.7801,77.923,,
2/15/2018 10:30,14.7788,78.274,,
2/15/2018 10:45,14.7798,78.624,,
2/15/2018 11:00,14.7802,78.8,,
2/15/2018 11:15,14.782,78.624,,
2/15/2018 11:30,14.7789,79.151,,
2/15/2018 11:45,14.7763,78.975,,
2/15/2018 12:00,14.7746,79.151,,
2/15/2018 12:15,14.773,79.326,,
2/15/2018 12:30,14.769,79.502,,
2/15/2018 12:45,14.7651,79.678,,
2/15/2018 13:00,14.7643,79.326,,
2/15/2018 13:15,14.7614,79.853,,
2/15/2018 13:30,14.7599,79.326,,
2/15/2018 13:45,14.7599,79.326,,
2/15/2018 14:00,14.7534,79.326,,
2/15/2018 14:15,14.7548,79.853,,
2/15/2018 14:30,14.7509,80.029,,
2/15/2018 14:45,14.7492,80.206,,
2/15/2018 15:00,14.7448,80.206,,
2/15/2018 15:15,14.7448,80.206,,
2/15/2018 15:30,14.7406,80.206,,
2/15/2018 15:45,14.7384,80.206,,
2/15/2018 16:00,14.7379,80.029,,
2/15/2018 16:15,14.74,80.029,,
2/15/2018 16:30,14.7396,79.853,,
2/15/2018 16:45,14.7366,79.502,,
2/15/2018 17:00,14.7382,79.326,,
2/15/2018 17:15,14.7377,79.151,,
2/15/2018 17:30,14.7399,79.151,,
2/15/2018 17:45,14.7416,78.975,,
2/15/2018 18:00,14.7438,78.975,,
2/15/2018 18:15,14.746,78.975,,
2/15/2018 18:30,14.7438,78.975,,
2/15/2018 18:45,14.7456,78.8,,
2/15/2018 19:00,14.7456,78.8,,
2/15/2018 19:15,14.7476,78.8,,
2/15/2018 19:30,14.7493,78.624,,
2/15/2018 19:45,14.7537,78.624,,
2/15/2018 20:00,14.7558,78.624,,
2/15/2018 20:15,14.758,78.624,,
2/15/2018 20:30,14.7598,78.449,,
2/15/2018 20:45,14.7641,78.449,,
2/15/2018 21:00,14.7641,78.449,,
2/15/2018 21:15,14.7635,78.274,,
2/15/2018 21:30,14.7635,78.274,,
2/15/2018 21:45,14.7657,78.274,,
2/15/2018 22:00,14.7653,78.098,,
2/15/2018 22:15,14.7653,78.098,,
2/15/2018 22:30,14.7675,78.098,,
2/15/2018 22:45,14.7675,78.098,,
2/15/2018 23:00,14.7718,78.098,,
2/15/2018 23:15,14.7718,78.098,,
2/15/2018 23:30,14.7696,78.098,,
2/15/2018 23:45,14.7692,77.923,,
2/16/2018 0:00,14.767,77.923,,
2/16/2018 0:15,14.7648,77.923,,
2/16/2018 0:30,14.7627,77.923,,
2/16/2018 0:45,14.7627,77.923,,
2/16/2018 1:00,14.7605,77.923,,
2/16/2018 1:15,14.7557,77.749,,
2/16/2018 1:30,14.7514,77.749,,
2/16/2018 1:45,14.7514,77.749,,
2/16/2018 2:00,14.7448,77.749,,
2/16/2018 2:15,14.7422,77.574,,
2/16/2018 2:30,14.74,77.574,,
2/16/2018 2:45,14.7379,77.574,,
2/16/2018 3:00,14.74,77.574,,
2/16/2018 3:15,14.7374,77.4,,
2/16/2018 3:30,14.7396,77.4,,
2/16/2018 3:45,14.7418,77.4,,
2/16/2018 4:00,14.7374,77.4,,
2/16/2018 4:15,14.7348,77.225,,
2/16/2018 4:30,14.7348,77.225,,
2/16/2018 4:45,14.7348,77.225,,
2/16/2018 5:00,14.7344,77.05,,
2/16/2018 5:15,14.7366,77.05,,
2/16/2018 5:30,14.7366,77.05,,
2/16/2018 5:45,14.7366,77.05,,
2/16/2018 6:00,14.7382,76.876,,
2/16/2018 6:15,14.7403,76.876,,
2/16/2018 6:30,14.7447,76.876,,
2/16/2018 6:45,14.7469,76.876,,
2/16/2018 7:00,14.7469,76.876,,
2/16/2018 7:15,14.7425,76.876,,
2/16/2018 7:30,14.7469,76.876,,
2/16/2018 7:45,14.7469,76.876,,
2/16/2018 8:00,14.7469,76.876,,
2/16/2018 8:15,14.7451,77.05,,
2/16/2018 8:30,14.7473,77.05,,
2/16/2018 8:45,14.7479,77.225,,
2/16/2018 9:00,14.7461,77.4,,
2/16/2018 9:15,14.7487,77.574,,
2/16/2018 9:30,14.7492,77.749,,
2/16/2018 9:45,14.7496,77.923,,
2/16/2018 10:00,14.748,78.098,,
2/16/2018 10:15,14.7467,78.449,,
2/16/2018 10:30,14.7471,78.624,,
2/16/2018 10:45,14.7482,78.975,,
2/16/2018 11:00,14.7464,79.151,,
2/16/2018 11:15,14.7495,79.502,,
2/16/2018 11:30,14.7483,79.853,,
2/16/2018 11:45,14.747,80.206,,
2/16/2018 12:00,14.7448,80.206,,
2/16/2018 12:15,14.7432,80.382,,
2/16/2018 12:30,14.7382,80.911,,
2/16/2018 12:45,14.7368,81.266,,
2/16/2018 13:00,14.7335,81.621,,
2/16/2018 13:15,14.7324,81.975,,
2/16/2018 13:30,14.7263,82.152,,
2/16/2018 13:45,14.7245,82.33,,
2/16/2018 14:00,14.7229,82.508,,
2/16/2018 14:15,14.7186,82.508,,
2/16/2018 14:30,14.7142,82.508,,
2/16/2018 14:45,14.7138,82.33,,
2/16/2018 15:00,14.7176,82.152,,
2/16/2018 15:15,14.7149,81.975,,
2/16/2018 15:30,14.7149,81.975,,
2/16/2018 15:45,14.7145,81.797,,
2/16/2018 16:00,14.7161,81.621,,
2/16/2018 16:15,14.7131,81.266,,
2/16/2018 16:30,14.7147,81.09,,
2/16/2018 16:45,14.716,80.735,,
2/16/2018 17:00,14.7171,80.382,,
2/16/2018 17:15,14.7189,80.206,,
2/16/2018 17:30,14.7189,80.206,,
2/16/2018 17:45,14.7184,80.029,,
2/16/2018 18:00,14.7222,79.853,,
2/16/2018 18:15,14.7305,79.678,,
2/16/2018 18:30,14.7326,79.678,,
2/16/2018 18:45,14.7344,79.502,,
2/16/2018 19:00,14.7366,79.502,,
2/16/2018 19:15,14.7425,79.326,,
2/16/2018 19:30,14.7469,79.326,,
2/16/2018 19:45,14.7469,79.326,,
2/16/2018 20:00,14.749,79.326,,
2/16/2018 20:15,14.7486,79.151,,
2/16/2018 20:30,14.7486,79.151,,
2/16/2018 20:45,14.7503,78.975,,
2/16/2018 21:00,14.7547,78.975,,
2/16/2018 21:15,14.7569,78.975,,
2/16/2018 21:30,14.7563,78.8,,
2/16/2018 21:45,14.7563,78.8,,
2/16/2018 22:00,14.7602,78.624,,
2/16/2018 22:15,14.7646,78.624,,
2/16/2018 22:30,14.7663,78.449,,
2/16/2018 22:45,14.7641,78.449,,
2/16/2018 23:00,14.7663,78.449,,
2/16/2018 23:15,14.7641,78.449,,
2/16/2018 23:30,14.7635,78.274,,
2/16/2018 23:45,14.7615,78.274,,
2/17/2018 0:00,14.7635,78.274,,
2/17/2018 0:15,14.7566,78.098,,
2/17/2018 0:30,14.7566,78.098,,
2/17/2018 0:45,14.7566,78.098,,
2/17/2018 1:00,14.7518,77.923,,
2/17/2018 1:15,14.7518,77.923,,
2/17/2018 1:30,14.7496,77.923,,
2/17/2018 1:45,14.7474,77.923,,
2/17/2018 2:00,14.7448,77.749,,
2/17/2018 2:15,14.7427,77.749,,
2/17/2018 2:30,14.7405,77.749,,
2/17/2018 2:45,14.7405,77.749,,
2/17/2018 3:00,14.7379,77.574,,
2/17/2018 3:15,14.7357,77.574,,
2/17/2018 3:30,14.7379,77.574,,
2/17/2018 3:45,14.7357,77.574,,
2/17/2018 4:00,14.74,77.574,,
2/17/2018 4:15,14.74,77.574,,
2/17/2018 4:30,14.7418,77.4,,
2/17/2018 4:45,14.744,77.4,,
2/17/2018 5:00,14.744,77.4,,
2/17/2018 5:15,14.7483,77.4,,
2/17/2018 5:30,14.7461,77.4,,
2/17/2018 5:45,14.7527,77.4,,
2/17/2018 6:00,14.7483,77.4,,
2/17/2018 6:15,14.7461,77.4,,
2/17/2018 6:30,14.7461,77.4,,
2/17/2018 6:45,14.7527,77.4,,
2/17/2018 7:00,14.7548,77.4,,
2/17/2018 7:15,14.757,77.4,,
2/17/2018 7:30,14.757,77.4,,
2/17/2018 7:45,14.7592,77.4,,
2/17/2018 8:00,14.7574,77.574,,
2/17/2018 8:15,14.7596,77.574,,
2/17/2018 8:30,14.7618,77.574,,
2/17/2018 8:45,14.7601,77.749,,
2/17/2018 9:00,14.7583,77.923,,
2/17/2018 9:15,14.7583,77.923,,
2/17/2018 9:30,14.7566,78.098,,
2/17/2018 9:45,14.7572,78.274,,
2/17/2018 10:00,14.7657,78.274,,
2/17/2018 10:15,14.7615,78.274,,
2/17/2018 10:30,14.7593,78.274,,
2/17/2018 10:45,14.7532,78.449,,
2/17/2018 11:00,14.7525,78.975,,
2/17/2018 11:15,14.746,78.975,,
2/17/2018 11:30,14.7486,79.151,,
2/17/2018 11:45,14.7473,79.502,,
2/17/2018 12:00,14.7495,79.502,,
2/17/2018 12:15,14.7451,79.502,,
2/17/2018 12:30,14.7435,79.678,,
2/17/2018 12:45,14.7448,80.206,,
2/17/2018 13:00,14.7418,79.853,,
2/17/2018 13:15,14.7389,80.382,,
2/17/2018 13:30,14.7384,80.206,,
2/17/2018 13:45,14.7363,80.206,,
2/17/2018 14:00,14.7324,80.382,,
2/17/2018 14:15,14.7251,80.911,,
2/17/2018 14:30,14.7277,81.09,,
2/17/2018 14:45,14.7281,81.266,,
2/17/2018 15:00,14.7261,81.266,,
2/17/2018 15:15,14.7277,81.09,,
2/17/2018 15:30,14.7251,80.911,,
2/17/2018 15:45,14.7229,80.911,,
2/17/2018 16:00,14.7251,80.911,,
2/17/2018 16:15,14.7219,80.559,,
2/17/2018 16:30,14.7228,80.029,,
2/17/2018 16:45,14.7287,79.853,,
2/17/2018 17:00,14.7283,79.678,,
2/17/2018 17:15,14.7283,79.678,,
2/17/2018 17:30,14.7326,79.678,,
2/17/2018 17:45,14.73,79.502,,
2/17/2018 18:00,14.73,79.502,,
2/17/2018 18:15,14.7316,79.326,,
2/17/2018 18:30,14.7338,79.326,,
2/17/2018 18:45,14.7382,79.326,,
2/17/2018 19:00,14.7355,79.151,,
2/17/2018 19:15,14.7377,79.151,,
2/17/2018 19:30,14.7416,78.975,,
2/17/2018 19:45,14.7438,78.975,,
2/17/2018 20:00,14.7438,78.975,,
2/17/2018 20:15,14.7434,78.8,,
2/17/2018 20:30,14.7434,78.8,,
2/17/2018 20:45,14.7456,78.8,,
2/17/2018 21:00,14.745,78.624,,
2/17/2018 21:15,14.7471,78.624,,
2/17/2018 21:30,14.7467,78.449,,
2/17/2018 21:45,14.7489,78.449,,
2/17/2018 22:00,14.7511,78.449,,
2/17/2018 22:15,14.7506,78.274,,
2/17/2018 22:30,14.7506,78.274,,
2/17/2018 22:45,14.7522,78.098,,
2/17/2018 23:00,14.7502,78.098,,
2/17/2018 23:15,14.748,78.098,,
2/17/2018 23:30,14.7474,77.923,,
2/17/2018 23:45,14.7474,77.923,,
2/18/2018 0:00,14.7411,77.923,,
2/18/2018 0:15,14.7383,77.749,,
2/18/2018 0:30,14.7339,77.749,,
2/18/2018 0:45,14.7297,77.749,,
2/18/2018 1:00,14.7313,77.574,,
2/18/2018 1:15,14.7248,77.574,,
2/18/2018 1:30,14.7248,77.574,,
2/18/2018 1:45,14.7222,77.4,,
2/18/2018 2:00,14.7222,77.4,,
2/18/2018 2:15,14.7222,77.4,,
2/18/2018 2:30,14.7196,77.225,,
2/18/2018 2:45,14.7218,77.225,,
2/18/2018 3:00,14.7174,77.225,,
2/18/2018 3:15,14.7196,77.225,,
2/18/2018 3:30,14.7196,77.225,,
2/18/2018 3:45,14.7213,77.05,,
2/18/2018 4:00,14.7192,77.05,,
2/18/2018 4:15,14.7192,77.05,,
2/18/2018 4:30,14.7213,77.05,,
2/18/2018 4:45,14.7213,77.05,,
2/18/2018 5:00,14.7235,77.05,,
2/18/2018 5:15,14.7235,77.05,,
2/18/2018 5:30,14.7235,77.05,,
2/18/2018 5:45,14.73,77.05,,
2/18/2018 6:00,14.7318,76.876,,
2/18/2018 6:15,14.7339,76.876,,
2/18/2018 6:30,14.7361,76.876,,
2/18/2018 6:45,14.7403,76.876,,
2/18/2018 7:00,14.7403,76.876,,
2/18/2018 7:15,14.7469,76.876,,
2/18/2018 7:30,14.7512,76.876,,
2/18/2018 7:45,14.7538,77.05,,
2/18/2018 8:00,14.756,77.05,,
2/18/2018 8:15,14.7564,77.225,,
2/18/2018 8:30,14.7548,77.4,,
2/18/2018 8:45,14.7527,77.4,,
2/18/2018 9:00,14.7548,77.4,,
2/18/2018 9:15,14.757,77.4,,
2/18/2018 9:30,14.757,77.4,,
2/18/2018 9:45,14.757,77.4,,
2/18/2018 10:00,14.757,77.4,,
2/18/2018 10:15,14.7531,77.574,,
2/18/2018 10:30,14.7535,77.749,,
2/18/2018 10:45,14.7561,77.923,,
2/18/2018 11:00,14.7522,78.098,,
2/18/2018 11:15,14.7493,78.624,,
2/18/2018 11:30,14.7471,78.624,,
2/18/2018 11:45,14.746,78.975,,
2/18/2018 12:00,14.7464,79.151,,
2/18/2018 12:15,14.7425,79.326,,
2/18/2018 12:30,14.7395,78.975,,
2/18/2018 12:45,14.7368,78.8,,
2/18/2018 13:00,14.7347,78.8,,
2/18/2018 13:15,14.7286,78.975,,
2/18/2018 13:30,14.7252,79.326,,
2/18/2018 13:45,14.7225,79.151,,
2/18/2018 14:00,14.7209,79.326,,
2/18/2018 14:15,14.7203,79.151,,
2/18/2018 14:30,14.7203,79.151,,
2/18/2018 14:45,14.7203,79.151,,
2/18/2018 15:00,14.7183,79.151,,
2/18/2018 15:15,14.7183,79.151,,
2/18/2018 15:30,14.7161,79.151,,
2/18/2018 15:45,14.7139,79.151,,
2/18/2018 16:00,14.7122,79.326,,
2/18/2018 16:15,14.7126,79.502,,
2/18/2018 16:30,14.7131,79.678,,
2/18/2018 16:45,14.7122,79.326,,
2/18/2018 17:00,14.7139,79.151,,
2/18/2018 17:15,14.7134,78.975,,
2/18/2018 17:30,14.7134,78.975,,
2/18/2018 17:45,14.7155,78.975,,
2/18/2018 18:00,14.7177,78.975,,
2/18/2018 18:15,14.7194,78.8,,
2/18/2018 18:30,14.7194,78.8,,
2/18/2018 18:45,14.7238,78.8,,
2/18/2018 19:00,14.7255,78.624,,
2/18/2018 19:15,14.7299,78.624,,
2/18/2018 19:30,14.7299,78.624,,
2/18/2018 19:45,14.7342,78.624,,
2/18/2018 20:00,14.7337,78.449,,
2/18/2018 20:15,14.7358,78.449,,
2/18/2018 20:30,14.738,78.449,,
2/18/2018 20:45,14.738,78.449,,
2/18/2018 21:00,14.7376,78.274,,
2/18/2018 21:15,14.7398,78.274,,
2/18/2018 21:30,14.7376,78.274,,
2/18/2018 21:45,14.7419,78.274,,
2/18/2018 22:00,14.7419,78.274,,
2/18/2018 22:15,14.7415,78.098,,
2/18/2018 22:30,14.7393,78.098,,
2/18/2018 22:45,14.7415,78.098,,
2/18/2018 23:00,14.7415,78.098,,
2/18/2018 23:15,14.7367,77.923,,
2/18/2018 23:30,14.7345,77.923,,
2/18/2018 23:45,14.7367,77.923,,
2/19/2018 0:00,14.7319,77.749,,
2/19/2018 0:15,14.7297,77.749,,
2/19/2018 0:30,14.7297,77.749,,
2/19/2018 0:45,14.727,77.574,,
2/19/2018 1:00,14.7228,77.574,,
2/19/2018 1:15,14.7206,77.574,,
2/19/2018 1:30,14.7178,77.4,,
2/19/2018 1:45,14.7115,77.4,,
2/19/2018 2:00,14.7093,77.4,,
2/19/2018 2:15,14.7087,77.225,,
2/19/2018 2:30,14.7045,77.225,,
2/19/2018 2:45,14.7061,77.05,,
2/19/2018 3:00,14.7061,77.05,,
2/19/2018 3:15,14.7061,77.05,,
2/19/2018 3:30,14.7061,77.05,,
2/19/2018 3:45,14.7078,76.876,,
2/19/2018 4:00,14.7078,76.876,,
2/19/2018 4:15,14.7078,76.876,,
2/19/2018 4:30,14.7074,76.703,,
2/19/2018 4:45,14.7074,76.703,,
2/19/2018 5:00,14.7096,76.703,,
2/19/2018 5:15,14.707,76.528,,
2/19/2018 5:30,14.707,76.528,,
2/19/2018 5:45,14.7113,76.528,,
2/19/2018 6:00,14.7113,76.528,,
2/19/2018 6:15,14.7131,76.354,,
2/19/2018 6:30,14.7152,76.354,,
2/19/2018 6:45,14.7194,76.354,,
2/19/2018 7:00,14.7173,76.354,,
2/19/2018 7:15,14.7194,76.354,,
2/19/2018 7:30,14.7242,76.528,,
2/19/2018 7:45,14.7286,76.528,,
2/19/2018 8:00,14.7329,76.528,,
2/19/2018 8:15,14.7329,76.528,,
2/19/2018 8:30,14.7355,76.703,,
2/19/2018 8:45,14.7339,76.876,,
2/19/2018 9:00,14.7322,77.05,,
2/19/2018 9:15,14.73,77.05,,
2/19/2018 9:30,14.7261,77.225,,
2/19/2018 9:45,14.7248,77.574,,
2/19/2018 10:00,14.7276,77.749,,
2/19/2018 10:15,14.7228,77.574,,
2/19/2018 10:30,14.7167,77.749,,
2/19/2018 10:45,14.7171,77.923,,
2/19/2018 11:00,14.7116,78.274,,
2/19/2018 11:15,14.7103,78.624,,
2/19/2018 11:30,14.7086,78.8,,
2/19/2018 11:45,14.7078,79.326,,
2/19/2018 12:00,14.7045,79.678,,
2/19/2018 12:15,14.7032,80.029,,
2/19/2018 12:30,14.702,80.382,,
2/19/2018 12:45,14.7003,80.559,,
2/19/2018 13:00,14.6986,80.735,,
2/19/2018 13:15,14.7,81.266,,
2/19/2018 13:30,14.6967,81.621,,
2/19/2018 13:45,14.6957,81.266,,
2/19/2018 14:00,14.6955,80.382,,
2/19/2018 14:15,14.6923,80.029,,
2/19/2018 14:30,14.6919,79.853,,
2/19/2018 14:45,14.6941,79.853,,
2/19/2018 15:00,14.6936,79.678,,
2/19/2018 15:15,14.6932,79.502,,
2/19/2018 15:30,14.6974,79.502,,
2/19/2018 15:45,14.691,79.502,,
2/19/2018 16:00,14.691,79.502,,
2/19/2018 16:15,14.6904,79.326,,
2/19/2018 16:30,14.6883,79.326,,
2/19/2018 16:45,14.6883,79.326,,
2/19/2018 17:00,14.6948,79.326,,
2/19/2018 17:15,14.6926,79.326,,
2/19/2018 17:30,14.6948,79.326,,
2/19/2018 17:45,14.6944,79.151,,
2/19/2018 18:00,14.6944,79.151,,
2/19/2018 18:15,14.7004,78.975,,
2/19/2018 18:30,14.7026,78.975,,
2/19/2018 18:45,14.7042,78.8,,
2/19/2018 19:00,14.702,78.8,,
2/19/2018 19:15,14.7038,78.624,,
2/19/2018 19:30,14.7103,78.624,,
2/19/2018 19:45,14.7099,78.449,,
2/19/2018 20:00,14.7164,78.449,,
2/19/2018 20:15,14.7158,78.274,,
2/19/2018 20:30,14.7158,78.274,,
2/19/2018 20:45,14.7176,78.098,,
2/19/2018 21:00,14.7197,78.098,,
2/19/2018 21:15,14.7171,77.923,,
2/19/2018 21:30,14.7171,77.923,,
2/19/2018 21:45,14.7189,77.749,,
2/19/2018 22:00,14.7254,77.749,,
2/19/2018 22:15,14.7276,77.749,,
2/19/2018 22:30,14.727,77.574,,
2/19/2018 22:45,14.7248,77.574,,
2/19/2018 23:00,14.7244,77.4,,
2/19/2018 23:15,14.7222,77.4,,
2/19/2018 23:30,14.72,77.4,,
2/19/2018 23:45,14.7218,77.225,,
2/20/2018 0:00,14.7174,77.225,,
2/20/2018 0:15,14.7152,77.225,,
2/20/2018 0:30,14.7126,77.05,,
2/20/2018 0:45,14.7105,77.05,,
2/20/2018 1:00,14.7083,77.05,,
2/20/2018 1:15,14.7078,76.876,,
2/20/2018 1:30,14.7057,76.876,,
2/20/2018 1:45,14.7057,76.876,,
2/20/2018 2:00,14.7031,76.703,,
2/20/2018 2:15,14.6987,76.703,,
2/20/2018 2:30,14.6965,76.703,,
2/20/2018 2:45,14.6965,76.703,,
