"TOA5","1411_Nuuuli","CR350","5769","CR350-CELL205.Std.01.04","CPU:Samoa_mesonet_SG_v02.CRB","28596","Hourly"
"TIMESTAMP","RECORD","BattVolt_Min"
"2024-02-18 11:00:00",55,13.31
"2024-02-18 12:00:00",56,13.44
"2024-02-18 13:00:00",57,13.45
"2024-02-18 14:00:00",58,13.45
"2024-02-18 15:00:00",59,13.45
"2024-02-18 16:00:00",60,13.45
"2024-02-18 17:00:00",61,13.45
"2024-02-18 18:00:00",62,13.23
"2024-02-18 19:00:00",63,13.03
"2024-02-18 20:00:00",64,13
"2024-02-18 21:00:00",65,12.98
"2024-02-18 22:00:00",66,12.97
"2024-02-18 23:00:00",67,12.96
"2024-02-19 00:00:00",68,12.95
"2024-02-19 01:00:00",69,12.94
"2024-02-19 02:00:00",70,12.93
"2024-02-19 03:00:00",71,12.91
"2024-02-19 04:00:00",72,12.9
"2024-02-19 05:00:00",73,12.9
"2024-02-19 06:00:00",74,12.89
"2024-02-19 07:00:00",75,12.88
"2024-02-19 08:00:00",76,12.88
"2024-02-19 09:00:00",77,13.02
"2024-02-19 10:00:00",78,13.3
"2024-02-19 11:00:00",79,13.31
"2024-02-19 12:00:00",80,13.35
"2024-02-19 13:00:00",81,13.45
"2024-02-19 14:00:00",82,13.46
"2024-02-19 15:00:00",83,13.45
"2024-02-19 16:00:00",84,13.45
"2024-02-19 17:00:00",85,13.3
"2024-02-19 18:00:00",86,13.15
"2024-02-19 19:00:00",87,13.02
"2024-02-19 20:00:00",88,13
"2024-02-19 21:00:00",89,12.99
"2024-02-19 22:00:00",90,12.98
"2024-02-19 23:00:00",91,12.96
"2024-02-20 00:00:00",92,12.95
"2024-02-20 01:00:00",93,12.94
"2024-02-20 02:00:00",94,12.93
"2024-02-20 03:00:00",95,12.91
"2024-02-20 04:00:00",96,12.9
"2024-02-20 05:00:00",97,12.88
"2024-02-20 06:00:00",98,12.88
"2024-02-20 07:00:00",99,12.87
"2024-02-20 08:00:00",100,12.88
"2024-02-20 09:00:00",101,13.02
"2024-02-20 10:00:00",102,13.12
"2024-02-20 11:00:00",103,13.01
"2024-02-20 12:00:00",104,13.07
"2024-02-20 13:00:00",105,13.45
"2024-02-20 14:00:00",106,13.45
"2024-02-20 15:00:00",107,13.45
"2024-02-20 16:00:00",108,13.37
"2024-02-20 17:00:00",109,13.39
"2024-02-20 18:00:00",110,13.15
"2024-02-20 19:00:00",111,13.02
"2024-02-20 20:00:00",112,13
"2024-02-20 21:00:00",113,12.99
"2024-02-20 22:00:00",114,12.97
"2024-02-20 23:00:00",115,12.95
"2024-02-21 00:00:00",116,12.94
"2024-02-21 01:00:00",117,12.92
"2024-02-21 02:00:00",118,12.91
"2024-02-21 03:00:00",119,12.89
"2024-02-21 04:00:00",120,12.87
"2024-02-21 05:00:00",121,12.87
"2024-02-21 06:00:00",122,12.86
"2024-02-21 07:00:00",123,12.86
"2024-02-21 08:00:00",124,12.88
"2024-02-21 09:00:00",125,13.05
"2024-02-21 10:00:00",126,13.41
"2024-02-21 11:00:00",127,13.43
"2024-02-21 12:00:00",128,13.45
"2024-02-21 13:00:00",129,13.46
"2024-02-21 14:00:00",130,13.46
"2024-02-21 15:00:00",131,13.46
"2024-02-21 16:00:00",132,13.46
"2024-02-21 17:00:00",133,13.38
"2024-02-21 18:00:00",134,13.12
"2024-02-21 19:00:00",135,13.03
"2024-02-21 20:00:00",136,13
"2024-02-21 21:00:00",137,12.99
"2024-02-21 22:00:00",138,12.98
"2024-02-21 23:00:00",139,12.97
"2024-02-22 00:00:00",140,12.96
"2024-02-22 01:00:00",141,12.94
"2024-02-22 02:00:00",142,12.93
"2024-02-22 03:00:00",143,12.91
"2024-02-22 04:00:00",144,12.9
"2024-02-22 05:00:00",145,12.89
"2024-02-22 06:00:00",146,12.88
"2024-02-22 07:00:00",147,12.87
"2024-02-22 08:00:00",148,12.9
"2024-02-22 09:00:00",149,13.1
"2024-02-22 10:00:00",150,13.42
"2024-02-22 11:00:00",151,13.4
"2024-02-22 12:00:00",152,13.45
"2024-02-22 13:00:00",153,13.46
"2024-02-22 14:00:00",154,13.46
"2024-02-22 15:00:00",155,13.45
"2024-02-22 16:00:00",156,13.46
"2024-02-22 17:00:00",157,13.46
"2024-02-22 18:00:00",158,13.27
"2024-02-22 19:00:00",159,13.04
"2024-02-22 20:00:00",160,13.01
"2024-02-22 21:00:00",161,13
"2024-02-22 22:00:00",162,12.99
"2024-02-22 23:00:00",163,12.98
"2024-02-23 00:00:00",164,12.96
"2024-02-23 01:00:00",165,12.95
"2024-02-23 02:00:00",166,12.93
"2024-02-23 03:00:00",167,12.92
"2024-02-23 04:00:00",168,12.9
"2024-02-23 05:00:00",169,12.89
"2024-02-23 06:00:00",170,12.88
"2024-02-23 07:00:00",171,12.87
"2024-02-23 08:00:00",172,12.9
"2024-02-23 09:00:00",173,13.09
"2024-02-23 10:00:00",174,13.38
"2024-02-23 11:00:00",175,13.45
"2024-02-23 12:00:00",176,13.45
"2024-02-23 13:00:00",177,13.46
"2024-02-23 14:00:00",178,13.46
"2024-02-23 15:00:00",179,13.46
"2024-02-23 16:00:00",180,13.46
"2024-02-23 17:00:00",181,13.4
"2024-02-23 18:00:00",182,13.12
"2024-02-23 19:00:00",183,13.04
"2024-02-23 20:00:00",184,13.01
"2024-02-23 21:00:00",185,13
"2024-02-23 22:00:00",186,12.99
"2024-02-23 23:00:00",187,12.97
"2024-02-24 00:00:00",188,12.96
"2024-02-24 01:00:00",189,12.94
"2024-02-24 02:00:00",190,12.92
"2024-02-24 03:00:00",191,12.91
"2024-02-24 04:00:00",192,12.9
"2024-02-24 05:00:00",193,12.88
"2024-02-24 06:00:00",194,12.87
"2024-02-24 07:00:00",195,12.87
"2024-02-24 08:00:00",196,12.88
"2024-02-24 09:00:00",197,12.93
"2024-02-24 10:00:00",198,13.34
"2024-02-24 11:00:00",199,13.45
"2024-02-24 12:00:00",200,13.45
"2024-02-24 13:00:00",201,13.45
"2024-02-24 14:00:00",202,13.46
"2024-02-24 15:00:00",203,13.46
"2024-02-24 16:00:00",204,13.46
"2024-02-24 17:00:00",205,13.46
"2024-02-24 18:00:00",206,13.39
"2024-02-24 19:00:00",207,13.05
"2024-02-24 20:00:00",208,13.02
"2024-02-24 21:00:00",209,13
"2024-02-24 22:00:00",210,12.96
"2024-02-24 23:00:00",211,12.98
"2024-02-25 00:00:00",212,12.96
"2024-02-25 01:00:00",213,12.94
"2024-02-25 02:00:00",214,12.93
"2024-02-25 03:00:00",215,12.91
"2024-02-25 04:00:00",216,12.89
"2024-02-25 05:00:00",217,12.88
"2024-02-25 06:00:00",218,12.87
"2024-02-25 07:00:00",219,12.86
"2024-02-25 08:00:00",220,12.88
"2024-02-25 09:00:00",221,12.9
"2024-02-25 10:00:00",222,13.3
"2024-02-25 11:00:00",223,13.42
"2024-02-25 12:00:00",224,13.43
"2024-02-25 13:00:00",225,13.44
"2024-02-25 14:00:00",226,13.46
"2024-02-25 15:00:00",227,13.44
"2024-02-25 16:00:00",228,13.39
"2024-02-25 17:00:00",229,13.32
"2024-02-25 18:00:00",230,13.08
"2024-02-25 19:00:00",231,13.02
"2024-02-25 20:00:00",232,13.01
"2024-02-25 21:00:00",233,12.99
"2024-02-25 22:00:00",234,12.98
"2024-02-25 23:00:00",235,12.96
"2024-02-26 00:00:00",236,12.94
"2024-02-26 01:00:00",237,12.92
"2024-02-26 02:00:00",238,12.9
"2024-02-26 03:00:00",239,12.88
"2024-02-26 04:00:00",240,12.87
"2024-02-26 05:00:00",241,12.86
"2024-02-26 06:00:00",242,12.86
"2024-02-26 07:00:00",243,12.86
"2024-02-26 08:00:00",244,12.87
"2024-02-26 09:00:00",245,12.89
"2024-02-26 10:00:00",246,13.1
"2024-02-26 11:00:00",247,13.45
"2024-02-26 12:00:00",248,13.45
"2024-02-26 13:00:00",249,13.45
"2024-02-26 14:00:00",250,13.46
"2024-02-26 15:00:00",251,13.39
"2024-02-26 16:00:00",252,13.46
"2024-02-26 17:00:00",253,13.27
"2024-02-26 18:00:00",254,13.19
"2024-02-26 19:00:00",255,13.04
"2024-02-26 20:00:00",256,13.03
"2024-02-26 21:00:00",257,13.01
"2024-02-26 22:00:00",258,13
"2024-02-26 23:00:00",259,12.98
"2024-02-27 00:00:00",260,12.97
"2024-02-27 01:00:00",261,12.95
"2024-02-27 02:00:00",262,12.93
"2024-02-27 03:00:00",263,12.92
"2024-02-27 04:00:00",264,12.9
"2024-02-27 05:00:00",265,12.89
"2024-02-27 06:00:00",266,12.88
"2024-02-27 07:00:00",267,12.87
"2024-02-27 08:00:00",268,12.89
"2024-02-27 09:00:00",269,13.08
"2024-02-27 10:00:00",270,13.25
"2024-02-27 11:00:00",271,13.45
"2024-02-27 12:00:00",272,13.45
"2024-02-27 13:00:00",273,13.45
"2024-02-27 14:00:00",274,13.46
"2024-02-27 15:00:00",275,13.46
"2024-02-27 16:00:00",276,13.46
"2024-02-27 17:00:00",277,13.37
"2024-02-27 18:00:00",278,13.24
"2024-02-27 19:00:00",279,13.05
"2024-02-27 20:00:00",280,13.03
"2024-02-27 21:00:00",281,13.01
"2024-02-27 22:00:00",282,13
"2024-02-27 23:00:00",283,12.99
"2024-02-28 00:00:00",284,12.98
"2024-02-28 01:00:00",285,12.96
"2024-02-28 02:00:00",286,12.95
"2024-02-28 03:00:00",287,12.93
"2024-02-28 04:00:00",288,12.91
"2024-02-28 05:00:00",289,12.9
"2024-02-28 06:00:00",290,12.89
"2024-02-28 07:00:00",291,12.88
"2024-02-28 08:00:00",292,12.94
"2024-02-28 09:00:00",293,13.15
"2024-02-28 10:00:00",294,13.11
"2024-02-28 11:00:00",295,13.21
"2024-03-06 07:00:00",296,12.86
"2024-03-06 08:00:00",297,12.89
"2024-03-06 09:00:00",298,13.08
"2024-03-06 10:00:00",299,13.45
"2024-03-06 11:00:00",300,13.44
"2024-03-06 12:00:00",301,13.46
"2024-03-06 13:00:00",302,13.46
"2024-03-06 14:00:00",303,13.45
"2024-03-06 15:00:00",304,13.46
"2024-03-06 16:00:00",305,13.46
"2024-03-06 17:00:00",306,13.42
"2024-03-06 18:00:00",307,13.14
"2024-03-06 19:00:00",308,13.05
"2024-03-06 20:00:00",309,13.02
"2024-03-06 21:00:00",310,13.01
"2024-03-06 22:00:00",311,13
"2024-03-06 23:00:00",312,12.97
"2024-03-07 00:00:00",313,12.97
"2024-03-07 01:00:00",314,12.95
"2024-03-07 02:00:00",315,12.94
"2024-03-07 03:00:00",316,12.92
"2024-03-07 04:00:00",317,12.89
"2024-03-07 05:00:00",318,12.87
"2024-03-07 06:00:00",319,12.86
"2024-03-07 07:00:00",320,12.85
"2024-03-07 08:00:00",321,12.84
"2024-03-07 09:00:00",322,12.85
"2024-03-07 10:00:00",323,12.85
"2024-03-07 11:00:00",324,12.87
"2024-03-07 12:00:00",325,12.92
"2024-03-07 13:00:00",326,13.44
"2024-03-07 14:00:00",327,13.45
"2024-03-07 15:00:00",328,13.45
"2024-03-07 16:00:00",329,13.45
"2024-03-07 17:00:00",330,13.45
"2024-03-07 18:00:00",331,13.44
"2024-03-07 19:00:00",332,13.08
"2024-03-07 20:00:00",333,13.03
"2024-03-07 21:00:00",334,13.02
"2024-03-07 22:00:00",335,13
"2024-03-07 23:00:00",336,12.98
"2024-03-08 00:00:00",337,12.95
"2024-03-08 01:00:00",338,12.92
"2024-03-08 02:00:00",339,12.89
"2024-03-08 03:00:00",340,12.87
"2024-03-08 04:00:00",341,12.86
"2024-03-08 05:00:00",342,12.85
"2024-03-08 06:00:00",343,12.85
"2024-03-08 07:00:00",344,12.85
"2024-03-08 08:00:00",345,12.84
"2024-03-08 09:00:00",346,12.85
"2024-03-08 10:00:00",347,12.85
"2024-03-08 11:00:00",348,12.86
"2024-03-08 12:00:00",349,12.93
"2024-03-08 13:00:00",350,13.19
"2024-03-08 14:00:00",351,13.23
"2024-03-08 15:00:00",352,13.45
"2024-03-08 16:00:00",353,13.45
"2024-03-08 17:00:00",354,13.43
"2024-03-08 18:00:00",355,13.14
"2024-03-08 19:00:00",356,13.05
"2024-03-08 20:00:00",357,13.02
"2024-03-08 21:00:00",358,13
"2024-03-08 22:00:00",359,12.97
"2024-03-08 23:00:00",360,12.95
"2024-03-09 00:00:00",361,12.92
"2024-03-09 01:00:00",362,12.89
"2024-03-09 02:00:00",363,12.86
"2024-03-09 03:00:00",364,12.85
"2024-03-09 04:00:00",365,12.84
"2024-03-09 05:00:00",366,12.84
"2024-03-09 06:00:00",367,12.83
"2024-03-09 07:00:00",368,12.84
"2024-03-09 08:00:00",369,12.88
"2024-03-09 09:00:00",370,12.93
"2024-03-09 10:00:00",371,13.37
"2024-03-09 11:00:00",372,13.44
"2024-03-09 12:00:00",373,13.45
"2024-03-09 13:00:00",374,13.45
"2024-03-09 14:00:00",375,13.45
"2024-03-09 15:00:00",376,13.45
"2024-03-09 16:00:00",377,13.46
"2024-03-09 17:00:00",378,13.43
"2024-03-09 18:00:00",379,13.11
"2024-03-09 19:00:00",380,13.05
"2024-03-09 20:00:00",381,13.03
"2024-03-09 21:00:00",382,13.02
"2024-03-09 22:00:00",383,13
"2024-03-09 23:00:00",384,12.99
"2024-03-10 00:00:00",385,12.97
"2024-03-10 01:00:00",386,12.96
"2024-03-10 02:00:00",387,12.94
"2024-03-10 03:00:00",388,12.92
"2024-03-10 04:00:00",389,12.91
"2024-03-10 05:00:00",390,12.89
"2024-03-10 06:00:00",391,12.87
"2024-03-10 07:00:00",392,12.86
"2024-03-10 08:00:00",393,12.87
"2024-03-10 09:00:00",394,13.06
"2024-03-10 10:00:00",395,13.44
"2024-03-10 11:00:00",396,13.45
"2024-03-10 12:00:00",397,13.45
"2024-03-10 13:00:00",398,13.45
"2024-03-10 14:00:00",399,13.46
"2024-03-10 15:00:00",400,13.46
"2024-03-10 16:00:00",401,13.45
"2024-03-10 17:00:00",402,13.38
"2024-03-10 18:00:00",403,13.18
"2024-03-10 19:00:00",404,13.05
"2024-03-10 20:00:00",405,13.03
"2024-03-10 21:00:00",406,13.02
"2024-03-10 22:00:00",407,13.01
"2024-03-10 23:00:00",408,12.99
"2024-03-11 00:00:00",409,12.98
"2024-03-11 01:00:00",410,12.97
"2024-03-11 02:00:00",411,12.95
"2024-03-11 03:00:00",412,12.94
"2024-03-11 04:00:00",413,12.91
"2024-03-11 05:00:00",414,12.9
"2024-03-11 06:00:00",415,12.88
"2024-03-11 07:00:00",416,12.87
"2024-03-11 08:00:00",417,12.89
"2024-03-11 09:00:00",418,12.87
"2024-03-11 10:00:00",419,13.11
"2024-03-11 11:00:00",420,13.45
"2024-03-11 12:00:00",421,13.45
"2024-03-11 13:00:00",422,13.45
"2024-03-11 14:00:00",423,13.46
"2024-03-11 15:00:00",424,13.46
"2024-03-11 16:00:00",425,13.42
"2024-03-11 17:00:00",426,13.27
"2024-03-11 18:00:00",427,13.1
"2024-03-11 19:00:00",428,13.04
"2024-03-11 20:00:00",429,13.02
"2024-03-11 21:00:00",430,13.01
"2024-03-11 22:00:00",431,13
"2024-03-11 23:00:00",432,12.98
"2024-03-12 00:00:00",433,12.97
"2024-03-12 01:00:00",434,12.95
"2024-03-12 02:00:00",435,12.93
"2024-03-12 03:00:00",436,12.91
"2024-03-12 04:00:00",437,12.89
"2024-03-12 05:00:00",438,12.87
"2024-03-12 06:00:00",439,12.86
"2024-03-12 07:00:00",440,12.86
"2024-03-12 08:00:00",441,12.87
"2024-03-12 09:00:00",442,12.98
"2024-03-12 10:00:00",443,13.23
"2024-03-12 11:00:00",444,13.17
"2024-03-12 12:00:00",445,13.29
"2024-03-12 13:00:00",446,13.45
"2024-03-12 14:00:00",447,13.45
"2024-03-12 15:00:00",448,13.44
"2024-03-12 16:00:00",449,13.46
"2024-03-12 17:00:00",450,13.46
"2024-03-12 18:00:00",451,13.23
"2024-03-12 19:00:00",452,13.06
"2024-03-12 20:00:00",453,13.03
"2024-03-12 21:00:00",454,13.02
"2024-03-12 22:00:00",455,13.01
"2024-03-12 23:00:00",456,12.99
"2024-03-13 00:00:00",457,12.98
"2024-03-13 01:00:00",458,12.95
"2024-03-13 02:00:00",459,12.93
"2024-03-13 03:00:00",460,12.91
"2024-03-13 04:00:00",461,12.89
"2024-03-13 05:00:00",462,12.87
"2024-03-13 06:00:00",463,12.86
"2024-03-13 07:00:00",464,12.85
"2024-03-13 08:00:00",465,12.87
"2024-03-13 09:00:00",466,12.9
"2024-03-13 10:00:00",467,13.34
"2024-03-13 11:00:00",468,13.45
"2024-03-13 12:00:00",469,13.45
"2024-03-13 13:00:00",470,13.45
"2024-03-13 14:00:00",471,13.45
"2024-03-13 15:00:00",472,13.46
"2024-03-13 16:00:00",473,13.44
"2024-03-13 17:00:00",474,13.43
"2024-03-13 18:00:00",475,13.18
"2024-03-13 19:00:00",476,13.06
"2024-03-13 20:00:00",477,13.03
"2024-03-13 21:00:00",478,13.01
"2024-03-13 22:00:00",479,13.01
"2024-03-13 23:00:00",480,12.99
"2024-03-14 00:00:00",481,12.98
"2024-03-14 01:00:00",482,12.96
"2024-03-14 02:00:00",483,12.94
"2024-03-14 03:00:00",484,12.93
"2024-03-14 04:00:00",485,12.9
"2024-03-14 05:00:00",486,12.88
"2024-03-14 06:00:00",487,12.87
"2024-03-14 07:00:00",488,12.86
"2024-03-14 08:00:00",489,12.86
"2024-03-14 09:00:00",490,13.06
"2024-03-14 10:00:00",491,13.44
"2024-03-14 11:00:00",492,13.45
"2024-03-14 12:00:00",493,13.45
"2024-03-14 13:00:00",494,13.46
"2024-03-14 14:00:00",495,13.45
"2024-03-14 15:00:00",496,13.46
"2024-03-14 16:00:00",497,13.45
"2024-03-14 17:00:00",498,13.45
"2024-03-14 18:00:00",499,13.17
"2024-03-14 19:00:00",500,13.05
"2024-03-14 20:00:00",501,13.03
"2024-03-14 21:00:00",502,13.02
"2024-03-14 22:00:00",503,13.01
"2024-03-14 23:00:00",504,12.99
"2024-03-15 00:00:00",505,12.98
"2024-03-15 01:00:00",506,12.97
"2024-03-15 02:00:00",507,12.95
"2024-03-15 03:00:00",508,12.93
"2024-03-15 04:00:00",509,12.91
"2024-03-15 05:00:00",510,12.89
"2024-03-15 06:00:00",511,12.87
"2024-03-15 07:00:00",512,12.87
"2024-03-15 08:00:00",513,12.91
"2024-03-15 09:00:00",514,13.11
"2024-03-15 10:00:00",515,13.38
"2024-03-15 11:00:00",516,13.45
"2024-03-15 12:00:00",517,13.45
"2024-03-15 13:00:00",518,13.46
"2024-03-15 14:00:00",519,13.46
"2024-03-15 15:00:00",520,13.47
"2024-03-15 16:00:00",521,13.46
"2024-03-15 17:00:00",522,13.42
"2024-03-15 18:00:00",523,13.19
"2024-03-15 19:00:00",524,13.06
"2024-03-15 20:00:00",525,13.03
"2024-03-15 21:00:00",526,13.02
"2024-03-15 22:00:00",527,13.01
"2024-03-15 23:00:00",528,13
"2024-03-16 00:00:00",529,12.98
"2024-03-16 01:00:00",530,12.97
"2024-03-16 02:00:00",531,12.95
"2024-03-16 03:00:00",532,12.93
"2024-03-16 04:00:00",533,12.92
"2024-03-16 05:00:00",534,12.89
"2024-03-16 06:00:00",535,12.88
"2024-03-16 07:00:00",536,12.87
"2024-03-16 08:00:00",537,12.88
"2024-03-16 09:00:00",538,12.9
"2024-03-16 10:00:00",539,13.41
"2024-03-16 11:00:00",540,13.36
"2024-03-16 12:00:00",541,13.34
"2024-03-16 13:00:00",542,13.45
"2024-03-16 14:00:00",543,13.46
"2024-03-16 15:00:00",544,13.46
"2024-03-16 16:00:00",545,13.46
"2024-03-16 17:00:00",546,13.3
"2024-03-16 18:00:00",547,13.17
"2024-03-16 19:00:00",548,13.05
"2024-03-16 20:00:00",549,13.03
"2024-03-16 21:00:00",550,13.02
"2024-03-16 22:00:00",551,13.01
"2024-03-16 23:00:00",552,12.99
"2024-03-17 00:00:00",553,12.97
"2024-03-17 01:00:00",554,12.96
"2024-03-17 02:00:00",555,12.93
"2024-03-17 03:00:00",556,12.91
"2024-03-17 04:00:00",557,12.89
"2024-03-17 05:00:00",558,12.88
"2024-03-17 06:00:00",559,12.86
"2024-03-17 07:00:00",560,12.86
"2024-03-17 08:00:00",561,12.87
"2024-03-17 09:00:00",562,12.9
"2024-03-17 10:00:00",563,13.33
"2024-03-17 11:00:00",564,13.45
"2024-03-17 12:00:00",565,13.45
"2024-03-17 13:00:00",566,13.46
"2024-03-17 14:00:00",567,13.46
"2024-03-17 15:00:00",568,13.46
"2024-03-17 16:00:00",569,13.43
"2024-03-17 17:00:00",570,13.32
"2024-03-17 18:00:00",571,13.09
"2024-03-17 19:00:00",572,13.05
"2024-03-17 20:00:00",573,13.03
"2024-03-17 21:00:00",574,13.02
"2024-03-17 22:00:00",575,13
"2024-03-17 23:00:00",576,12.99
"2024-03-18 00:00:00",577,12.97
"2024-03-18 01:00:00",578,12.96
"2024-03-18 02:00:00",579,12.94
"2024-03-18 03:00:00",580,12.91
"2024-03-18 04:00:00",581,12.9
"2024-03-18 05:00:00",582,12.88
"2024-03-18 06:00:00",583,12.86
"2024-03-18 07:00:00",584,12.86
"2024-03-18 08:00:00",585,12.9
"2024-03-18 09:00:00",586,13.09
"2024-03-18 10:00:00",587,13.45
"2024-03-18 11:00:00",588,13.45
"2024-03-18 12:00:00",589,13.46
"2024-03-18 13:00:00",590,13.46
"2024-03-18 14:00:00",591,13.46
"2024-03-18 15:00:00",592,13.47
"2024-03-18 16:00:00",593,13.46
"2024-03-18 17:00:00",594,13.35
"2024-03-18 18:00:00",595,13.12
"2024-03-18 19:00:00",596,13.05
"2024-03-18 20:00:00",597,13.03
"2024-03-18 21:00:00",598,13.02
"2024-03-18 22:00:00",599,13
"2024-03-18 23:00:00",600,12.99
"2024-03-19 00:00:00",601,12.97
"2024-03-19 01:00:00",602,12.96
"2024-03-19 02:00:00",603,12.94
"2024-03-19 03:00:00",604,12.92
"2024-03-19 04:00:00",605,12.9
"2024-03-19 05:00:00",606,12.88
"2024-03-19 06:00:00",607,12.87
"2024-03-19 07:00:00",608,12.86
"2024-03-19 08:00:00",609,12.88
"2024-03-19 09:00:00",610,12.91
"2024-03-19 10:00:00",611,13.44
"2024-03-19 11:00:00",612,13.45
"2024-03-19 12:00:00",613,13.46
"2024-03-19 13:00:00",614,13.46
"2024-03-19 14:00:00",615,13.46
"2024-03-19 15:00:00",616,13.46
"2024-03-19 16:00:00",617,13.46
"2024-03-19 17:00:00",618,13.34
"2024-03-19 18:00:00",619,13.19
"2024-03-19 19:00:00",620,13.06
"2024-03-19 20:00:00",621,13.04
"2024-03-19 21:00:00",622,13.02
"2024-03-19 22:00:00",623,13.01
"2024-03-19 23:00:00",624,12.99
"2024-03-20 00:00:00",625,12.98
"2024-03-20 01:00:00",626,12.96
"2024-03-20 02:00:00",627,12.91
"2024-03-20 03:00:00",628,12.89
"2024-03-20 04:00:00",629,12.89
"2024-03-20 05:00:00",630,12.88
"2024-03-20 06:00:00",631,12.86
"2024-03-20 07:00:00",632,12.86
"2024-03-20 08:00:00",633,12.88
"2024-03-20 09:00:00",634,12.92
"2024-03-20 10:00:00",635,13.44
"2024-03-20 11:00:00",636,13.45
"2024-03-20 12:00:00",637,13.45
"2024-03-20 13:00:00",638,13.46
"2024-03-20 14:00:00",639,13.46
"2024-03-20 15:00:00",640,13.46
"2024-03-20 16:00:00",641,13.44
"2024-03-20 17:00:00",642,13.41
"2024-03-20 18:00:00",643,13.13
"2024-03-20 19:00:00",644,13.06
"2024-03-20 20:00:00",645,13.04
"2024-03-20 21:00:00",646,13.03
"2024-03-20 22:00:00",647,13.01
"2024-03-20 23:00:00",648,13
"2024-03-21 00:00:00",649,12.99
"2024-03-21 01:00:00",650,12.97
"2024-03-21 02:00:00",651,12.96
"2024-03-21 03:00:00",652,12.93
"2024-03-21 04:00:00",653,12.92
"2024-03-21 05:00:00",654,12.9
"2024-03-21 06:00:00",655,12.88
"2024-03-21 07:00:00",656,12.87
"2024-03-21 08:00:00",657,12.88
"2024-03-21 09:00:00",658,12.94
"2024-03-21 10:00:00",659,13.29
"2024-03-21 11:00:00",660,13.45
"2024-03-21 12:00:00",661,13.4
"2024-03-21 13:00:00",662,13.31
"2024-03-21 14:00:00",663,13.33
"2024-03-21 15:00:00",664,13.33
"2024-03-21 16:00:00",665,13.36
"2024-03-21 17:00:00",666,13.31
"2024-03-21 18:00:00",667,13.1
"2024-03-21 19:00:00",668,13.04
"2024-03-21 20:00:00",669,13.02
"2024-03-21 21:00:00",670,13.01
"2024-03-21 22:00:00",671,13
"2024-03-21 23:00:00",672,12.97
"2024-03-22 00:00:00",673,12.95
"2024-03-22 01:00:00",674,12.92
"2024-03-22 02:00:00",675,12.9
"2024-03-22 03:00:00",676,12.88
"2024-03-22 04:00:00",677,12.86
"2024-03-22 05:00:00",678,12.86
"2024-03-22 06:00:00",679,12.86
"2024-03-22 07:00:00",680,12.85
"2024-03-22 08:00:00",681,12.87
"2024-03-22 09:00:00",682,12.95
"2024-03-22 10:00:00",683,13.44
"2024-03-22 11:00:00",684,13.45
"2024-03-22 12:00:00",685,13.45
"2024-03-22 13:00:00",686,13.45
"2024-03-22 14:00:00",687,13.4
"2024-03-22 15:00:00",688,13.4
"2024-03-22 16:00:00",689,13.32
"2024-03-22 17:00:00",690,13.28
