Date/Time,"Abs Pres, psi","Temp, °F",Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
2/14/2018 10:30,14.8665,80.382,Logged,,,,
2/14/2018 10:45,14.8642,80.382,,,,,
2/14/2018 11:00,14.8609,80.735,,,,,
2/14/2018 11:15,14.8585,80.735,,,,,
2/14/2018 11:30,14.8593,80.911,,,,,
2/14/2018 11:45,14.8614,81.442,,,,,
2/14/2018 12:00,14.8604,81.797,,,,,
2/14/2018 12:15,14.8572,82.152,,,,,
2/14/2018 12:30,14.8564,82.508,,,,,
2/14/2018 12:45,14.8533,82.33,,,,,
2/14/2018 13:00,14.8494,82.508,,,,,
2/14/2018 13:15,14.8439,82.864,,,,,
2/14/2018 13:30,14.8439,82.864,,,,,
2/14/2018 13:45,14.8439,82.864,,,,,
2/14/2018 14:00,14.8485,82.864,,,,,
2/14/2018 14:15,14.8446,83.043,,,,,
2/14/2018 14:30,14.8423,83.043,,,,,
2/14/2018 14:45,14.8416,82.864,,,,,
2/14/2018 15:00,14.8392,82.864,,,,,
2/14/2018 15:15,14.8385,82.686,,,,,
2/14/2018 15:30,14.8371,82.33,,,,,
2/14/2018 15:45,14.8358,81.975,,,,,
2/14/2018 16:00,14.8366,81.621,,,,,
2/14/2018 16:15,14.8336,81.442,,,,,
2/14/2018 16:30,14.8305,81.266,,,,,
2/14/2018 16:45,14.8323,81.09,,,,,
2/14/2018 17:00,14.8339,80.911,,,,,
2/14/2018 17:15,14.8362,80.911,,,,,
2/14/2018 17:30,14.8378,80.735,,,,,
2/14/2018 17:45,14.8394,80.559,,,,,
2/14/2018 18:00,14.8417,80.559,,,,,
2/14/2018 18:15,14.841,80.382,,,,,
2/14/2018 18:30,14.8433,80.382,,,,,
2/14/2018 18:45,14.8426,80.206,,,,,
2/14/2018 19:00,14.8419,80.029,,,,,
2/14/2018 19:15,14.8465,80.029,,,,,
2/14/2018 19:30,14.8482,79.853,,,,,
2/14/2018 19:45,14.8506,79.853,,,,,
2/14/2018 20:00,14.8522,79.678,,,,,
2/14/2018 20:15,14.8545,79.678,,,,,
2/14/2018 20:30,14.8561,79.502,,,,,
2/14/2018 20:45,14.8584,79.502,,,,,
2/14/2018 21:00,14.8577,79.326,,,,,
2/14/2018 21:15,14.86,79.326,,,,,
