"datetime, GMT-11:00",psi,temp
2018-09-18 16:00:00,14.598,77.923
2018-09-18 16:15:00,14.5954,77.225
2018-09-18 16:30:00,14.5995,77.05
2018-09-18 16:45:00,14.5988,76.876
2018-09-18 17:00:00,14.6007,76.528
2018-09-18 17:15:00,14.5985,76.354
2018-09-18 17:30:00,14.6009,76.181
2018-09-18 17:45:00,14.6033,76.006
2018-09-18 18:00:00,14.6073,75.832
2018-09-18 18:15:00,14.6036,75.65899999999999
2018-09-18 18:30:00,14.6107,75.484
2018-09-18 18:45:00,14.6123,75.484
2018-09-18 19:00:00,14.6131,75.312
2018-09-18 19:15:00,14.617,75.139
2018-09-18 19:30:00,14.6134,74.964
2018-09-18 19:45:00,14.6159,74.791
2018-09-18 20:00:00,14.6159,74.791
2018-09-18 20:15:00,14.6205,74.791
2018-09-18 20:30:00,14.625,74.791
2018-09-18 20:45:00,14.625,74.791
2018-09-18 21:00:00,14.6244,74.619
2018-09-18 21:15:00,14.6275,74.619
2018-09-18 21:30:00,14.633,74.446
2018-09-18 21:45:00,14.6253,74.446
2018-09-18 22:00:00,14.6263,74.271
2018-09-18 22:15:00,14.6256,74.098
2018-09-18 22:30:00,14.6288,74.098
2018-09-18 22:45:00,14.6288,74.098
2018-09-18 23:00:00,14.6343,73.926
2018-09-18 23:15:00,14.6311,73.926
2018-09-18 23:30:00,14.6336,73.753
2018-09-18 23:45:00,14.6368,73.753
2018-09-19 00:00:00,14.63,73.58
2018-09-19 00:15:00,14.6284,73.58
2018-09-19 00:30:00,14.6284,73.58
2018-09-19 00:45:00,14.6237,73.58
2018-09-19 01:00:00,14.6185,73.407
2018-09-19 01:15:00,14.624,73.234
2018-09-19 01:30:00,14.625,73.062
2018-09-19 01:45:00,14.6207,72.718
2018-09-19 02:00:00,14.6204,72.199
2018-09-19 02:15:00,14.616,71.85600000000001
2018-09-19 02:30:00,14.6117,71.512
2018-09-19 02:45:00,14.6097,71.339
2018-09-19 03:00:00,14.6136,71.168
2018-09-19 03:15:00,14.6099,70.995
2018-09-19 03:30:00,14.616,70.995
2018-09-19 03:45:00,14.6124,70.824
2018-09-19 04:00:00,14.6102,70.65100000000001
2018-09-19 04:15:00,14.6127,70.48
2018-09-19 04:30:00,14.6081,70.48
2018-09-19 04:45:00,14.6105,70.308
2018-09-19 05:00:00,14.6176,70.137
2018-09-19 05:15:00,14.6163,69.793
2018-09-19 05:30:00,14.6218,69.622
2018-09-19 05:45:00,14.6259,69.449
2018-09-19 06:00:00,14.6298,69.278
2018-09-19 06:15:00,14.6339,69.107
2018-09-19 06:30:00,14.6323,69.107
2018-09-19 06:45:00,14.6339,69.107
2018-09-19 07:00:00,14.6323,69.107
2018-09-19 07:15:00,14.6347,68.934
2018-09-19 07:30:00,14.6358,68.763
2018-09-19 07:45:00,14.6363,68.934
2018-09-19 08:00:00,14.6347,68.934
2018-09-19 08:15:00,14.6353,69.107
2018-09-19 08:30:00,14.6323,69.107
2018-09-19 08:45:00,14.6345,69.278
2018-09-19 09:00:00,14.6375,69.278
2018-09-19 09:15:00,14.6397,69.449
2018-09-19 09:30:00,14.6427,69.449
2018-09-19 09:45:00,14.6433,69.622
2018-09-19 10:00:00,14.6418,69.622
2018-09-19 10:15:00,14.644,69.793
2018-09-19 10:30:00,14.64,69.964
2018-09-19 10:45:00,14.6375,70.137
2018-09-19 11:00:00,14.6342,70.48
2018-09-19 11:15:00,14.6317,70.65100000000001
2018-09-19 11:30:00,14.6246,70.824
2018-09-19 11:45:00,14.6166,71.168
2018-09-19 12:00:00,14.6097,71.339
2018-09-19 12:15:00,14.6078,71.683
2018-09-19 12:30:00,14.6031,71.683
2018-09-19 12:45:00,14.5976,71.85600000000001
2018-09-19 13:00:00,14.5951,72.028
2018-09-19 13:15:00,14.5912,72.199
2018-09-19 13:30:00,14.5902,72.372
2018-09-19 13:45:00,14.5847,72.545
2018-09-19 14:00:00,14.5808,72.718
2018-09-19 14:15:00,14.5789,73.062
2018-09-19 14:30:00,14.5764,73.234
2018-09-19 14:45:00,14.574,73.407
2018-09-19 15:00:00,14.5731,73.58
2018-09-19 15:15:00,14.5737,73.753
2018-09-19 15:30:00,14.5775,73.926
2018-09-19 15:45:00,14.5811,74.098
2018-09-19 16:00:00,14.5811,74.098
2018-09-19 16:15:00,14.5817,74.271
2018-09-19 16:30:00,14.5838,74.446
2018-09-19 16:45:00,14.5854,74.446
2018-09-19 17:00:00,14.5901,74.446
2018-09-19 17:15:00,14.5956,75.139
2018-09-19 17:30:00,14.595,75.832
2018-09-19 17:45:00,14.5944,76.528
2018-09-19 18:00:00,14.6001,77.225
2018-09-19 18:15:00,14.5982,77.574
2018-09-19 18:30:00,14.5976,77.4
2018-09-19 18:45:00,14.6001,77.225
2018-09-19 19:00:00,14.6069,77.4
2018-09-19 19:15:00,14.6112,77.749
2018-09-19 19:30:00,14.6124,78.098
2018-09-19 19:45:00,14.6115,78.274
2018-09-19 20:00:00,14.6159,78.624
2018-09-19 20:15:00,14.6156,78.975
2018-09-19 20:30:00,14.6178,79.15100000000001
2018-09-19 20:45:00,14.6176,79.502
2018-09-19 21:00:00,14.6166,79.678
2018-09-19 21:15:00,14.6173,79.85300000000001
2018-09-19 21:30:00,14.6165,80.029
2018-09-19 21:45:00,14.6149,80.029
2018-09-19 22:00:00,14.614,80.206
2018-09-19 22:15:00,14.614,80.206
2018-09-19 22:30:00,14.6162,80.382
2018-09-19 22:45:00,14.6162,80.382
2018-09-19 23:00:00,14.6137,80.559
2018-09-19 23:15:00,14.6153,80.559
2018-09-19 23:30:00,14.6153,80.559
2018-09-19 23:45:00,14.6143,80.735
2018-09-20 00:00:00,14.6143,80.735
2018-09-20 00:15:00,14.6143,80.735
2018-09-20 00:30:00,14.6128,80.735
2018-09-20 00:45:00,14.6128,80.735
2018-09-20 01:00:00,14.6098,80.735
2018-09-20 01:15:00,14.6082,80.735
2018-09-20 01:30:00,14.6057,80.911
2018-09-20 01:45:00,14.6073,80.911
2018-09-20 02:00:00,14.6057,80.911
2018-09-20 02:15:00,14.6057,80.911
2018-09-20 02:30:00,14.6088,80.911
2018-09-20 02:45:00,14.6104,80.911
2018-09-20 03:00:00,14.6088,80.911
2018-09-20 03:15:00,14.6104,80.911
2018-09-20 03:30:00,14.6073,80.911
2018-09-20 03:45:00,14.6088,80.911
2018-09-20 04:00:00,14.6104,80.911
2018-09-20 04:15:00,14.612,80.911
2018-09-20 04:30:00,14.615,80.911
2018-09-20 04:45:00,14.6197,80.911
2018-09-20 05:00:00,14.6273,80.911
2018-09-20 05:15:00,14.635,80.911
2018-09-20 05:30:00,14.6298,80.735
2018-09-20 05:45:00,14.6287,80.029
2018-09-20 06:00:00,14.6255,79.15100000000001
2018-09-20 06:15:00,14.6223,78.274
2018-09-20 06:30:00,14.6244,77.574
2018-09-20 06:45:00,14.6227,76.703
2018-09-20 07:00:00,14.6233,76.006
2018-09-20 07:15:00,14.6285,75.312
2018-09-20 07:30:00,14.6337,74.619
2018-09-20 07:45:00,14.6355,74.271
2018-09-20 08:00:00,14.6374,73.926
2018-09-20 08:15:00,14.6352,73.753
2018-09-20 08:30:00,14.6391,73.58
2018-09-20 08:45:00,14.6385,73.407
2018-09-20 09:00:00,14.641,73.234
2018-09-20 09:15:00,14.6394,73.234
2018-09-20 09:30:00,14.6388,73.062
2018-09-20 09:45:00,14.6404,73.062
2018-09-20 10:00:00,14.6418,73.062
2018-09-20 10:15:00,14.6418,73.062
2018-09-20 10:30:00,14.6426,73.234
2018-09-20 10:45:00,14.6401,73.407
2018-09-20 11:00:00,14.6368,73.753
2018-09-20 11:15:00,14.6379,74.098
2018-09-20 11:30:00,14.633,74.446
2018-09-20 11:45:00,14.6327,74.791
2018-09-20 12:00:00,14.6258,74.964
2018-09-20 12:15:00,14.6239,75.312
2018-09-20 12:30:00,14.6189,75.65899999999999
2018-09-20 12:45:00,14.612,75.832
2018-09-20 13:00:00,14.611,76.006
2018-09-20 13:15:00,14.6076,76.354
2018-09-20 13:30:00,14.6052,76.528
2018-09-20 13:45:00,14.6012,76.703
2018-09-20 14:00:00,14.5957,76.876
2018-09-20 14:15:00,14.5941,76.876
2018-09-20 14:30:00,14.5896,76.876
2018-09-20 14:45:00,14.5911,76.876
2018-09-20 15:00:00,14.588,76.876
2018-09-20 15:15:00,14.5864,76.876
2018-09-20 15:30:00,14.5809,77.05
2018-09-20 15:45:00,14.5825,77.05
2018-09-20 16:00:00,14.5809,77.05
2018-09-20 16:15:00,14.5809,77.05
2018-09-20 16:30:00,14.5834,76.876
2018-09-20 16:45:00,14.5834,76.876
2018-09-20 17:00:00,14.5843,76.703
2018-09-20 17:15:00,14.5883,76.528
2018-09-20 17:30:00,14.5914,76.528
2018-09-20 17:45:00,14.5969,76.354
2018-09-20 18:00:00,14.6015,76.354
2018-09-20 18:15:00,14.6031,76.354
2018-09-20 18:30:00,14.6059,76.703
2018-09-20 18:45:00,14.6078,77.225
2018-09-20 19:00:00,14.6075,77.574
2018-09-20 19:15:00,14.614,78.098
2018-09-20 19:30:00,14.6153,78.449
2018-09-20 19:45:00,14.6181,78.8
2018-09-20 20:00:00,14.621,79.15100000000001
2018-09-20 20:15:00,14.6215,79.32600000000001
2018-09-20 20:30:00,14.6213,79.678
2018-09-20 20:45:00,14.6281,79.85300000000001
2018-09-20 21:00:00,14.6265,79.85300000000001
2018-09-20 21:15:00,14.6287,80.029
2018-09-20 21:30:00,14.6278,80.206
2018-09-20 21:45:00,14.6278,80.206
2018-09-20 22:00:00,14.6316,80.382
2018-09-20 22:15:00,14.6285,80.382
2018-09-20 22:30:00,14.6276,80.559
2018-09-20 22:45:00,14.626,80.559
2018-09-20 23:00:00,14.6276,80.559
2018-09-20 23:15:00,14.6266,80.735
2018-09-20 23:30:00,14.6282,80.735
2018-09-20 23:45:00,14.6252,80.735
2018-09-21 00:00:00,14.6236,80.735
2018-09-21 00:15:00,14.6221,80.735
2018-09-21 00:30:00,14.6175,80.735
2018-09-21 00:45:00,14.6221,80.735
2018-09-21 01:00:00,14.6205,80.735
2018-09-21 01:15:00,14.6189,80.735
2018-09-21 01:30:00,14.6159,80.735
2018-09-21 01:45:00,14.6159,80.735
2018-09-21 02:00:00,14.6121,80.559
2018-09-21 02:15:00,14.6107,80.559
2018-09-21 02:30:00,14.6076,80.559
2018-09-21 02:45:00,14.6076,80.559
2018-09-21 03:00:00,14.6076,80.559
2018-09-21 03:15:00,14.6091,80.559
2018-09-21 03:30:00,14.6069,80.382
2018-09-21 03:45:00,14.6099,80.382
2018-09-21 04:00:00,14.6069,80.382
2018-09-21 04:15:00,14.6038,80.382
2018-09-21 04:30:00,14.6099,80.382
2018-09-21 04:45:00,14.6115,80.382
2018-09-21 05:00:00,14.611,80.206
2018-09-21 05:15:00,14.6146,80.382
2018-09-21 05:30:00,14.6208,80.382
2018-09-21 05:45:00,14.6217,80.206
2018-09-21 06:00:00,14.6263,80.206
2018-09-21 06:15:00,14.6265,79.85300000000001
2018-09-21 06:30:00,14.6271,79.15100000000001
2018-09-21 06:45:00,14.63,78.274
2018-09-21 07:00:00,14.6324,77.225
2018-09-21 07:15:00,14.6345,76.528
2018-09-21 07:30:00,14.6397,75.832
2018-09-21 07:45:00,14.6423,75.312
2018-09-21 08:00:00,14.6417,75.139
2018-09-21 08:15:00,14.6433,75.139
2018-09-21 08:30:00,14.6463,75.139
2018-09-21 08:45:00,14.6478,75.139
2018-09-21 09:00:00,14.6439,75.312
2018-09-21 09:15:00,14.6485,75.312
2018-09-21 09:30:00,14.6485,75.312
2018-09-21 09:45:00,14.6461,75.484
2018-09-21 10:00:00,14.6491,75.484
2018-09-21 10:15:00,14.6452,75.65899999999999
2018-09-21 10:30:00,14.6436,75.65899999999999
2018-09-21 10:45:00,14.6427,75.832
2018-09-21 11:00:00,14.6411,75.832
2018-09-21 11:15:00,14.6372,76.006
2018-09-21 11:30:00,14.6347,76.181
2018-09-21 11:45:00,14.6292,76.354
2018-09-21 12:00:00,14.6268,76.528
2018-09-21 12:15:00,14.6227,76.703
2018-09-21 12:30:00,14.6204,76.876
2018-09-21 12:45:00,14.6179,77.05
2018-09-21 13:00:00,14.6149,77.05
2018-09-21 13:15:00,14.6139,77.225
2018-09-21 13:30:00,14.613,77.4
2018-09-21 13:45:00,14.6091,77.574
2018-09-21 14:00:00,14.6081,77.749
2018-09-21 14:15:00,14.605,77.749
2018-09-21 14:30:00,14.605,77.749
2018-09-21 14:45:00,14.6004,77.749
2018-09-21 15:00:00,14.602,77.749
2018-09-21 15:15:00,14.6004,77.749
2018-09-21 15:30:00,14.5998,77.574
2018-09-21 15:45:00,14.5992,77.4
2018-09-21 16:00:00,14.5992,77.4
2018-09-21 16:15:00,14.6031,77.225
2018-09-21 16:30:00,14.5995,77.05
2018-09-21 16:45:00,14.605,76.876
2018-09-21 17:00:00,14.605,76.876
2018-09-21 17:15:00,14.6059,76.703
2018-09-21 17:30:00,14.6072,77.05
2018-09-21 17:45:00,14.6081,77.749
2018-09-21 18:00:00,14.6131,78.274
2018-09-21 18:15:00,14.615,78.8
2018-09-21 18:30:00,14.6185,79.32600000000001
2018-09-21 18:45:00,14.6182,79.678
2018-09-21 19:00:00,14.6226,80.029
2018-09-21 19:15:00,14.6223,80.382
2018-09-21 19:30:00,14.626,80.559
2018-09-21 19:45:00,14.6282,80.735
2018-09-21 20:00:00,14.632,80.911
2018-09-21 20:15:00,14.631,81.09
2018-09-21 20:30:00,14.6301,81.266
2018-09-21 20:45:00,14.6323,81.442
2018-09-21 21:00:00,14.6355,81.442
2018-09-21 21:15:00,14.636,81.62100000000001
2018-09-21 21:30:00,14.6376,81.62100000000001
2018-09-21 21:45:00,14.6382,81.797
2018-09-21 22:00:00,14.6429,81.797
2018-09-21 22:15:00,14.6389,81.975
2018-09-21 22:30:00,14.6389,81.975
2018-09-21 22:45:00,14.6374,81.975
2018-09-21 23:00:00,14.6389,81.975
2018-09-21 23:15:00,14.6374,81.975
2018-09-21 23:30:00,14.6374,81.975
2018-09-21 23:45:00,14.6368,81.797
2018-09-22 00:00:00,14.6368,81.797
2018-09-22 00:15:00,14.6336,81.797
2018-09-22 00:30:00,14.6305,81.797
2018-09-22 00:45:00,14.6314,81.62100000000001
2018-09-22 01:00:00,14.6268,81.62100000000001
2018-09-22 01:15:00,14.6253,81.62100000000001
2018-09-22 01:30:00,14.6237,81.62100000000001
2018-09-22 01:45:00,14.6215,81.442
2018-09-22 02:00:00,14.6201,81.442
2018-09-22 02:15:00,14.6155,81.442
2018-09-22 02:30:00,14.6139,81.442
2018-09-22 02:45:00,14.6117,81.266
2018-09-22 03:00:00,14.6117,81.266
2018-09-22 03:15:00,14.6101,81.266
2018-09-22 03:30:00,14.6133,81.266
2018-09-22 03:45:00,14.6117,81.266
2018-09-22 04:00:00,14.6117,81.266
2018-09-22 04:15:00,14.6086,81.266
2018-09-22 04:30:00,14.6111,81.09
2018-09-22 04:45:00,14.6111,81.09
2018-09-22 05:00:00,14.6126,81.09
2018-09-22 05:15:00,14.6188,81.09
