DateTime,SRD_wpm2,HMD_pct,TMP_F,RNF_in,WND_deg,WNS_mph
2016-06-08 14:30:00,284,95.6,75.7,0.0,206,5
2016-06-08 14:45:00,189,96.1,75.5,0.01,224,3
2016-06-08 15:00:00,137,96.4,75.2,0.01,214,3
2016-06-08 15:15:00,180,97.0,75.1,0.0,214,2
2016-06-08 15:30:00,235,96.3,75.4,0.0,218,3
2016-06-08 15:45:00,297,95.4,75.5,0.0,232,4
2016-06-08 16:00:00,226,95.0,75.7,0.0,231,4
2016-06-08 16:15:00,187,95.1,75.7,0.0,228,5
2016-06-08 16:30:00,139,96.2,75.4,0.04,220,4
2016-06-08 16:45:00,187,96.9,75.2,0.01,231,5
2016-06-08 17:00:00,168,96.5,75.4,0.0,235,4
2016-06-08 17:15:00,109,96.6,75.3,0.01,227,5
2016-06-08 17:30:00,49,97.0,75.1,0.0,231,6
2016-06-08 17:45:00,11,96.9,75.0,0.0,227,5
2016-06-08 18:00:00,2,96.9,75.0,0.0,245,4
2016-06-08 18:15:00,0,96.5,75.0,0.0,259,6
2016-06-08 18:30:00,0,96.6,75.3,0.0,258,7
2016-06-08 18:45:00,0,96.6,75.3,0.0,247,4
2016-06-08 19:00:00,0,95.5,75.3,0.0,248,5
2016-06-08 19:15:00,0,95.7,75.4,0.0,238,4
2016-06-08 19:30:00,0,96.1,75.5,0.0,259,6
2016-06-08 19:45:00,0,96.6,75.6,0.0,271,7
2016-06-08 20:00:00,0,96.9,75.5,0.0,255,7
2016-06-08 20:15:00,0,97.5,75.3,0.06,255,3
2016-06-08 20:30:00,0,98.2,75.0,0.0,251,4
2016-06-08 20:45:00,0,98.2,75.0,0.01,252,6
2016-06-08 21:00:00,0,98.1,74.9,0.0,254,4
2016-06-08 21:15:00,0,98.4,75.0,0.03,251,4
2016-06-08 21:30:00,0,98.8,74.5,0.05,232,4
2016-06-08 21:45:00,0,99.3,74.5,0.01,238,5
2016-06-08 22:00:00,0,99.5,74.6,0.0,252,5
2016-06-08 22:15:00,0,99.3,74.9,0.0,237,5
2016-06-08 22:30:00,0,99.3,75.0,0.0,228,4
2016-06-08 22:45:00,0,99.4,75.2,0.0,216,5
2016-06-08 23:00:00,0,99.3,75.1,0.04,208,4
2016-06-08 23:15:00,0,99.3,75.0,0.01,210,3
2016-06-08 23:30:00,0,99.4,75.1,0.0,213,4
2016-06-08 23:45:00,0,99.1,75.0,0.0,211,5
2016-06-09 00:00:00,0,99.1,75.2,0.03,210,4
2016-06-09 00:15:00,0,99.5,74.6,0.02,196,6
2016-06-09 00:30:00,0,99.7,74.6,0.01,189,4
2016-06-09 00:45:00,0,99.7,74.7,0.01,192,6
2016-06-09 01:00:00,0,99.5,74.8,0.02,194,6
2016-06-09 01:15:00,0,99.5,74.6,0.0,203,4
2016-06-09 01:30:00,0,99.5,74.8,0.0,225,5
2016-06-09 01:45:00,0,99.5,74.5,0.0,238,5
2016-06-09 02:00:00,0,99.5,74.6,0.0,201,5
2016-06-09 02:15:00,0,99.5,74.6,0.0,194,7
2016-06-09 02:30:00,0,99.5,74.7,0.0,182,7
2016-06-09 02:45:00,0,99.5,74.9,0.0,189,6
2016-06-09 03:00:00,0,98.3,74.6,0.0,194,5
2016-06-09 03:15:00,0,98.5,74.7,0.0,201,5
2016-06-09 03:30:00,0,98.9,75.0,0.0,200,6
2016-06-09 03:45:00,0,98.1,75.3,0.0,190,5
2016-06-09 04:00:00,0,96.6,75.7,0.0,184,6
2016-06-09 04:15:00,0,96.8,75.7,0.0,193,5
2016-06-09 04:30:00,0,97.1,75.2,0.0,203,4
2016-06-09 04:45:00,0,97.9,74.9,0.0,190,4
2016-06-09 05:00:00,0,98.0,74.0,0.0,194,5
2016-06-09 05:15:00,0,99.0,73.6,0.0,173,3
2016-06-09 05:30:00,0,99.5,73.5,0.0,182,3
2016-06-09 05:45:00,0,99.4,73.5,0.0,159,3
2016-06-09 06:00:00,0,97.4,73.8,0.0,149,2
2016-06-09 06:15:00,0,95.7,74.5,0.0,189,4
2016-06-09 06:30:00,0,94.8,75.0,0.0,176,3
2016-06-09 06:45:00,1,94.4,75.0,0.0,190,2
2016-06-09 07:00:00,11,94.1,75.0,0.0,180,1
2016-06-09 07:15:00,24,93.9,75.2,0.0,177,1
2016-06-09 07:30:00,48,94.0,75.3,0.0,189,1
2016-06-09 07:45:00,73,94.2,75.5,0.0,177,1
2016-06-09 08:00:00,90,93.1,75.9,0.0,187,2
2016-06-09 08:15:00,57,94.1,75.7,0.0,187,2
2016-06-09 08:30:00,82,96.4,75.1,0.0,194,2
2016-06-09 08:45:00,127,97.8,74.9,0.0,193,3
2016-06-09 09:00:00,203,98.1,75.2,0.0,192,3
2016-06-09 09:15:00,178,96.2,76.4,0.0,194,1
2016-06-09 09:30:00,252,93.8,77.0,0.0,197,1
2016-06-09 09:45:00,432,90.1,77.7,0.0,203,1
2016-06-09 10:00:00,345,89.7,78.5,0.0,180,0
2016-06-09 10:15:00,319,88.9,78.8,0.0,182,0
2016-06-09 10:30:00,383,89.3,78.7,0.0,173,0
2016-06-09 10:45:00,329,90.3,78.2,0.0,172,0
2016-06-09 11:00:00,558,90.3,78.7,0.0,180,0
2016-06-09 11:15:00,274,91.0,78.9,0.0,187,0
2016-06-09 11:30:00,507,90.8,78.8,0.0,176,0
2016-06-09 11:45:00,241,92.1,79.0,0.0,145,0
2016-06-09 12:00:00,785,91.9,79.2,0.0,166,0
2016-06-09 12:15:00,743,89.3,80.3,0.0,152,0
