DateTime,SRD_wpm2,HMD_pct,TMP_F,RNF_in,WND_deg,WNS_mph
2019-06-11 12:15:00,60.79,87.8,84,0,319.2,2.798
2019-06-11 12:30:00,527.4,83.1,85.2,0,67.92,2.271
2019-06-11 12:45:00,230.5,90.5,83.4,0,63.98,3.005
2019-06-11 13:00:00,150.4,91.8,81.7,0,168.3,2.917
2019-06-11 13:15:00,105.5,93,81.5,0,318.4,3.393
2019-06-11 13:30:00,24.3,96,80,0.16,346.6,4.13
2019-06-11 13:45:00,87.4,98.8,77.72,0.03,300.1,0.566
2019-06-11 14:00:00,53.32,97.9,77.97,0.01,111,0.521
2019-06-11 14:15:00,12.24,94.4,78.51,0.07,136.9,1.469
2019-06-11 14:30:00,12.45,93,78.84,0.08,132.4,2.971
2019-06-11 14:45:00,13.84,96.6,78.3,0.11,0.629,1.589
2019-06-11 15:00:00,22.97,93.1,77.13,0.05,82.7,2.03
2019-06-11 15:15:00,12.64,93.6,75.95,0,143.6,0.944
2019-06-11 15:30:00,16.77,98.4,75.45,0.01,189.9,0.747
2019-06-11 15:45:00,23.04,99.4,75.21,0.01,314.4,0.631
2019-06-11 16:00:00,30.23,97.1,75.17,0.01,164.4,1.128
2019-06-11 16:15:00,45.39,99.3,75.59,0,351.7,0.03
2019-06-11 16:30:00,26,99.3,75.59,0.18,38.06,0.917
2019-06-11 16:45:00,19.21,98.3,75.22,0.09,57.71,1.088
2019-06-11 17:00:00,20.52,100,75.85,0,358.8,1.432
2019-06-11 17:15:00,11.35,99.7,75.89,0,4.075,0.718
2019-06-11 17:30:00,1.739,100,75.97,0.02,313.8,0.474
2019-06-11 17:45:00,1.376,99.7,76.11,0.05,100.6,1.063
2019-06-11 18:00:00,1.836,96.8,76.71,0.02,87.8,0.775
2019-06-11 18:15:00,0.21,99.5,76.28,0.02,119.1,0.187
2019-06-11 18:30:00,0.012,94.7,76.87,0,143.7,2.644
2019-06-11 18:45:00,0.009,94.5,77.69,0,88.2,2.752
2019-06-11 19:00:00,0.004,94.5,77.45,0,193.1,2.221
2019-06-11 19:15:00,0.004,95.9,76.43,0,43.98,1.147
2019-06-11 19:30:00,0.005,99.6,76.44,0.32,31.72,1.657
2019-06-11 19:45:00,0.006,93.5,76.19,0.36,123.6,2.149
2019-06-11 20:00:00,0.003,95.3,76.41,0.05,152.2,4.438
2019-06-11 20:15:00,0.008,99.1,75.08,0.07,295.9,0.654
2019-06-11 20:30:00,0.003,96.9,75.18,0.02,304.3,2.081
2019-06-11 20:45:00,0.005,98.5,74.87,0.04,73.31,2.209
2019-06-11 21:00:00,0.008,99.3,73.87,0.01,128.4,0.694
2019-06-11 21:15:00,0.009,100,73.69,0.01,114,0.521
2019-06-11 21:30:00,0.007,100,73.5,0,156.4,0.34
2019-06-11 21:45:00,0.011,100,73.58,0.01,345.4,0.1
2019-06-11 22:00:00,0.007,100,73.92,0.01,231.8,0.085
2019-06-11 22:15:00,0.006,100,74.4,0,166.1,0.304
2019-06-11 22:30:00,0.007,95,77.02,0,167.3,1.801
