DateTime,SRD_wpm2,HMD_pct,TMP_F,RNF_in,WND_deg,WNS_mph
2019-06-17 11:15:00,702.4,89.1,84.1,0,213.5,0.795
2019-06-17 11:30:00,622.3,86.6,84.1,0.13,196.9,1.152
2019-06-17 11:45:00,785.2,85.6,84.6,0,154.3,1.175
2019-06-17 12:00:00,361.6,91.1,84.4,0,73.5,0.792
2019-06-17 12:15:00,464,85.6,81.7,0,232.1,1.276
2019-06-17 12:30:00,834,82,84.4,0,182.4,0.975
2019-06-17 12:45:00,779.3,81.8,85.5,0,328.6,1.276
2019-06-17 13:00:00,727.1,80.8,85.4,0,178.4,1.163
2019-06-17 13:15:00,349.9,89.2,84,0,86.9,1.191
2019-06-17 13:30:00,313.9,91,81.1,0,231.6,0.564
2019-06-17 13:45:00,788.4,86.1,83.8,0,71.79,1.116
2019-06-17 14:00:00,344.6,91.2,83.7,0,182.2,0.451
2019-06-17 14:15:00,163.4,95.6,79.83,0.07,280.7,1.075
2019-06-17 14:30:00,672.9,88.9,81.8,0,199.8,0.655
2019-06-17 14:45:00,690.8,90,83.7,0,195.3,1.501
2019-06-17 15:00:00,612.6,83.8,84.5,0,46.78,1.044
2019-06-17 15:15:00,512.6,86.3,85.1,0,198.4,1.014
2019-06-17 15:30:00,114.3,98.5,81,0.32,5.678,1.211
2019-06-17 15:45:00,93.7,98.1,78.72,0.06,359.5,0.968
2019-06-17 16:00:00,387.7,92.5,80.6,0.01,307.5,1.014
2019-06-17 16:15:00,369.2,90.7,81.7,0,198.1,0.998
2019-06-17 16:30:00,377.7,91.3,82.2,0,44.63,0.875
2019-06-17 16:45:00,167.4,96.3,81.1,0,10.87,0.716
2019-06-17 17:00:00,180.3,92.9,80.4,0,228.5,1.15
2019-06-17 17:15:00,150.7,95.7,80.3,0,65.12,1.107
2019-06-17 17:30:00,142.2,96.8,79.36,0,64.09,0.91
2019-06-17 17:45:00,68.44,97.2,78.8,0,59.58,1.331
2019-06-17 18:00:00,17.54,98.9,78.03,0,50.99,1.451
2019-06-17 18:15:00,5.521,100,77.38,0,58.7,1.546
2019-06-17 18:30:00,0.498,99.9,77.29,0,52.21,1.443
2019-06-17 18:45:00,0.007,99.9,77.69,0,67.27,1.463
2019-06-17 19:00:00,0.01,100,77.05,0,59.31,1.544
2019-06-17 19:15:00,0.005,100,77.08,0.07,50.46,1.133
2019-06-17 19:30:00,0.011,100,77.21,0,61.35,0.809
2019-06-17 19:45:00,0.001,100,77.34,0,65.46,1.455
2019-06-17 20:00:00,0.009,100,77.26,0,54.13,1.588
2019-06-17 20:15:00,0.007,100,77.35,0,47.96,1.045
2019-06-17 20:30:00,0.004,100,77.19,0,64.97,1.252
2019-06-17 20:45:00,0.003,100,77.08,0,63.26,1.572
2019-06-17 21:00:00,0.003,100,77.07,0,54.74,2.017
