DateTime,SRD_wpm2,HMD_pct,TMP_F,RNF_in,WND_deg,WNS_mph
2017-01-01 00:00:00,0.0,98.4,63.5,0.0,67,1
2017-01-01 00:15:00,0.0,97.7,63.5,0.0,104,1
2017-01-01 00:30:00,0.0,97.1,63.6,0.0,90,2
2017-01-01 00:45:00,0.0,96.8,63.6,0.0,86,1
2017-01-01 01:00:00,0.0,96.8,63.6,0.0,88,2
2017-01-01 01:15:00,0.0,96.5,63.5,0.0,74,1
2017-01-01 01:30:00,0.0,97.1,63.4,0.0,87,1
2017-01-01 01:45:00,0.0,97.1,63.4,0.0,107,1
2017-01-01 02:00:00,0.0,97.1,63.3,0.0,96,1
2017-01-01 02:15:00,0.0,97.1,63.3,0.0,74,1
2017-01-01 02:30:00,0.0,97.1,63.3,0.0,96,1
2017-01-01 02:45:00,0.0,97.1,63.3,0.0,86,1
2017-01-01 03:00:00,0.0,97.1,63.3,0.0,77,1
2017-01-01 03:15:00,0.0,97.1,63.4,0.0,66,1
2017-01-01 03:30:00,0.0,97.3,63.3,0.0,96,0
2017-01-01 03:45:00,0.0,97.9,63.4,0.0,79,1
2017-01-01 04:00:00,0.0,98.2,63.7,0.0,90,0
2017-01-01 04:15:00,0.0,98.2,63.8,0.0,84,1
2017-01-01 04:30:00,0.0,98.4,63.8,0.0,74,1
2017-01-01 04:45:00,0.0,98.7,63.8,0.0,69,2
2017-01-01 05:00:00,0.0,98.8,63.6,0.0,76,1
2017-01-01 05:15:00,0.0,98.7,63.5,0.0,80,1
2017-01-01 05:30:00,0.0,99.0,63.5,0.0,76,1
2017-01-01 05:45:00,0.0,99.4,63.5,0.0,98,1
2017-01-01 06:00:00,1.0,99.5,63.9,0.0,86,1
2017-01-01 06:15:00,25.0,99.5,64.0,0.0,151,1
2017-01-01 06:30:00,63.0,99.5,64.3,0.0,66,1
2017-01-01 06:45:00,60.0,99.5,64.6,0.0,67,1
2017-01-01 07:00:00,91.0,99.5,64.8,0.0,74,0
2017-01-01 07:15:00,103.0,99.5,65.0,0.0,67,1
2017-01-01 07:30:00,95.0,99.1,65.2,0.0,80,0
2017-01-01 07:45:00,158.0,98.2,65.2,0.0,79,1
2017-01-01 08:00:00,186.0,97.5,65.7,0.0,77,0
2017-01-01 08:15:00,261.0,97.0,67.2,0.0,117,0
2017-01-01 08:30:00,210.0,95.6,67.2,0.0,104,0
2017-01-01 08:45:00,293.0,94.7,67.4,0.0,87,0
2017-01-01 09:00:00,298.0,92.8,68.4,0.0,165,0
2017-01-01 09:15:00,432.0,89.2,69.1,0.0,103,0
2017-01-01 09:30:00,491.0,86.7,70.3,0.0,76,0
2017-01-01 09:45:00,489.0,87.3,69.9,0.0,88,0
2017-01-01 10:00:00,615.0,84.9,71.1,0.0,76,0
2017-01-01 10:15:00,647.0,83.0,71.9,0.0,64,0
2017-01-01 10:30:00,673.0,83.1,72.7,0.0,67,0
2017-01-01 10:45:00,645.0,83.1,72.1,0.0,98,0
2017-01-01 11:00:00,439.0,84.3,71.4,0.0,98,0
2017-01-01 11:15:00,623.0,88.6,69.4,0.0,76,1
2017-01-01 11:30:00,998.0,84.8,72.3,0.0,158,0
2017-01-01 11:45:00,802.0,81.8,73.9,0.0,131,0
2017-01-01 12:00:00,856.0,79.0,74.6,0.0,90,0
2017-01-01 12:15:00,611.0,81.7,72.9,0.0,60,0
2017-01-01 12:30:00,858.0,76.9,74.2,0.0,90,0
2017-01-01 12:45:00,915.0,74.6,75.8,0.0,96,0
2017-01-01 13:00:00,883.0,73.7,75.9,0.0,165,0
2017-01-01 13:15:00,587.0,77.8,75.4,0.0,169,0
2017-01-01 13:30:00,469.0,86.8,72.1,0.0,283,0
2017-01-01 13:45:00,479.0,83.2,73.8,0.0,280,0
2017-01-01 14:00:00,361.0,85.9,72.2,0.0,280,0
2017-01-01 14:15:00,193.0,86.2,71.8,0.0,282,0
2017-01-01 14:30:00,298.0,90.0,70.6,0.0,192,0
2017-01-01 14:45:00,435.0,84.2,72.5,0.0,288,0
2017-01-01 15:00:00,430.0,85.4,72.5,0.0,286,0
2017-01-01 15:15:00,462.0,83.5,73.2,0.0,276,0
2017-01-01 15:30:00,241.0,85.7,72.1,0.0,278,0
2017-01-01 15:45:00,386.0,86.8,71.5,0.0,289,0
2017-01-01 16:00:00,276.0,83.1,72.6,0.0,187,0
2017-01-01 16:15:00,410.0,84.8,70.7,0.0,101,0
2017-01-01 16:30:00,572.0,77.1,73.4,0.0,49,0
2017-01-01 16:45:00,129.0,85.7,71.6,0.0,131,0
2017-01-01 17:00:00,76.0,91.7,68.1,0.0,91,0
