Date,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
6/12/2017 14:45,14.7273,80.735,Logged,,,,
6/12/2017 15:00,14.7244,79.853,,,,,
6/12/2017 15:15,14.726,79.678,,,,,
6/12/2017 15:30,14.7232,79.502,,,,,
6/12/2017 15:45,14.7209,79.502,,,,,
6/12/2017 16:00,14.7209,79.502,,,,,
6/12/2017 16:15,14.7209,79.502,,,,,
6/12/2017 16:30,14.7232,79.502,,,,,
6/12/2017 16:45,14.7254,79.502,,,,,
6/12/2017 17:00,14.7277,79.502,,,,,
6/12/2017 17:15,14.7277,79.502,,,,,
6/12/2017 17:30,14.7293,79.326,,,,,
6/12/2017 17:45,14.7316,79.326,,,,,
6/12/2017 18:00,14.7338,79.326,,,,,
6/12/2017 18:15,14.7361,79.326,,,,,
6/12/2017 18:30,14.7383,79.326,,,,,
6/12/2017 18:45,14.7406,79.326,,,,,
6/12/2017 19:00,14.7383,79.326,,,,,
6/12/2017 19:15,14.7422,79.151,,,,,
6/12/2017 19:30,14.7422,79.151,,,,,
6/12/2017 19:45,14.7445,79.151,,,,,
6/12/2017 20:00,14.7445,79.151,,,,,
6/12/2017 20:15,14.7445,79.151,,,,,
6/12/2017 20:30,14.7469,79.151,,,,,
6/12/2017 20:45,14.7445,79.151,,,,,
6/12/2017 21:00,14.7416,78.975,,,,,
6/12/2017 21:15,14.7463,78.975,,,,,
6/12/2017 21:30,14.7416,78.975,,,,,
6/12/2017 21:45,14.744,78.975,,,,,
6/12/2017 22:00,14.744,78.975,,,,,
6/12/2017 22:15,14.744,78.975,,,,,
6/12/2017 22:30,14.7463,78.975,,,,,
6/12/2017 22:45,14.7463,78.975,,,,,
6/12/2017 23:00,14.744,78.975,,,,,
6/12/2017 23:15,14.7434,78.8,,,,,
6/12/2017 23:30,14.7411,78.8,,,,,
6/12/2017 23:45,14.7411,78.8,,,,,
6/13/2017 0:00,14.7411,78.8,,,,,
6/13/2017 0:15,14.7411,78.8,,,,,
6/13/2017 0:30,14.7434,78.8,,,,,
6/13/2017 0:45,14.7457,78.8,,,,,
6/13/2017 1:00,14.7479,78.8,,,,,
6/13/2017 1:15,14.7473,78.624,,,,,
6/13/2017 1:30,14.7473,78.624,,,,,
6/13/2017 1:45,14.7473,78.624,,,,,
6/13/2017 2:00,14.7496,78.624,,,,,
6/13/2017 2:15,14.7473,78.624,,,,,
6/13/2017 2:30,14.7473,78.624,,,,,
6/13/2017 2:45,14.7467,78.449,,,,,
6/13/2017 3:00,14.758,78.449,,,,,
6/13/2017 3:15,14.7738,78.449,,,,,
6/13/2017 3:30,14.7738,78.449,,,,,
6/13/2017 3:45,14.785,78.449,,,,,
6/13/2017 4:00,14.7867,78.274,,,,,
6/13/2017 4:15,14.7912,78.274,,,,,
6/13/2017 4:30,14.8092,78.274,,,,,
6/13/2017 4:45,14.816,78.274,,,,,
6/13/2017 5:00,14.8155,78.098,,,,,
6/13/2017 5:15,14.82,78.098,,,,,
6/13/2017 5:30,14.8245,78.098,,,,,
6/13/2017 5:45,14.8424,78.098,,,,,
6/13/2017 6:00,14.8424,78.098,,,,,
6/13/2017 6:15,14.8555,77.923,,,,,
6/13/2017 6:30,14.8622,77.923,,,,,
6/13/2017 6:45,14.8645,77.923,,,,,
6/13/2017 7:00,14.8803,77.923,,,,,
6/13/2017 7:15,14.8887,77.749,,,,,
6/13/2017 7:30,14.9,77.749,,,,,
6/13/2017 7:45,14.9152,77.574,,,,,
6/13/2017 8:00,14.9309,77.574,,,,,
6/13/2017 8:15,14.949,77.574,,,,,
6/13/2017 8:30,14.9598,77.4,,,,,
6/13/2017 8:45,14.9619,77.4,,,,,
6/13/2017 9:00,14.9598,77.4,,,,,
6/13/2017 9:15,14.9506,77.4,,,,,
6/13/2017 9:30,14.9395,77.4,,,,,
6/13/2017 9:45,14.9303,77.4,,,,,
6/13/2017 10:00,14.9242,77.574,,,,,
6/13/2017 10:15,14.9197,77.574,,,,,
6/13/2017 10:30,14.9129,77.574,,,,,
6/13/2017 10:45,14.9061,77.574,,,,,
6/13/2017 11:00,14.9022,77.749,,,,,
6/13/2017 11:15,14.8977,77.749,,,,,
6/13/2017 11:30,14.8932,77.749,,,,,
6/13/2017 11:45,14.8864,77.749,,,,,
6/13/2017 12:00,14.8887,77.749,,,,,
6/13/2017 12:15,14.8915,77.923,,,,,
6/13/2017 12:30,14.887,77.923,,,,,
6/13/2017 12:45,14.8848,77.923,,,,,
6/13/2017 13:00,14.8803,77.923,,,,,
6/13/2017 13:15,14.8717,78.098,,,,,
6/13/2017 13:30,14.8651,78.098,,,,,
6/13/2017 13:45,14.8606,78.098,,,,,
6/13/2017 14:00,14.8627,78.098,,,,,
6/13/2017 14:15,14.8606,78.098,,,,,
6/13/2017 14:30,14.8651,78.098,,,,,
6/13/2017 14:45,14.8672,78.098,,,,,
6/13/2017 15:00,14.8627,78.098,,,,,
6/13/2017 15:15,14.8741,78.098,,,,,
6/13/2017 15:30,14.8875,78.098,,,,,
6/13/2017 15:45,14.8967,78.098,,,,,
6/13/2017 16:00,14.9123,78.098,,,,,
6/13/2017 16:15,14.9457,77.923,,,,,
6/13/2017 16:30,14.975,77.923,,,,,
6/13/2017 16:45,14.9812,77.749,,,,,
6/13/2017 17:00,14.9879,77.749,,,,,
6/13/2017 17:15,14.9897,77.574,,,,,
6/13/2017 17:30,14.9873,77.574,,,,,
6/13/2017 17:45,14.9828,77.574,,,,,
6/13/2017 18:00,14.9807,77.574,,,,,
6/13/2017 18:15,14.9738,77.574,,,,,
6/13/2017 18:30,14.9693,77.574,,,,,
6/13/2017 18:45,14.9693,77.574,,,,,
6/13/2017 19:00,14.9648,77.574,,,,,
6/13/2017 19:15,14.9625,77.574,,,,,
6/13/2017 19:30,14.9604,77.574,,,,,
6/13/2017 19:45,14.967,77.574,,,,,
6/13/2017 20:00,14.9783,77.574,,,,,
6/13/2017 20:15,14.9873,77.574,,,,,
6/13/2017 20:30,14.9783,77.574,,,,,
6/13/2017 20:45,14.9717,77.574,,,,,
6/13/2017 21:00,14.967,77.574,,,,,
6/13/2017 21:15,14.9664,77.4,,,,,
6/13/2017 21:30,14.9619,77.4,,,,,
6/13/2017 21:45,14.9598,77.4,,,,,
6/13/2017 22:00,14.9559,77.574,,,,,
6/13/2017 22:15,14.9738,77.574,,,,,
6/13/2017 22:30,14.9828,77.574,,,,,
6/13/2017 22:45,14.9762,77.574,,,,,
6/13/2017 23:00,14.9738,77.574,,,,,
6/13/2017 23:15,14.9604,77.574,,,,,
6/13/2017 23:30,14.9512,77.574,,,,,
6/13/2017 23:45,14.9445,77.574,,,,,
6/14/2017 0:00,14.9467,77.574,,,,,
6/14/2017 0:15,14.9422,77.574,,,,,
6/14/2017 0:30,14.9422,77.574,,,,,
6/14/2017 0:45,14.94,77.574,,,,,
6/14/2017 1:00,14.9377,77.574,,,,,
6/14/2017 1:15,14.9264,77.574,,,,,
6/14/2017 1:30,14.9197,77.574,,,,,
6/14/2017 1:45,14.9129,77.574,,,,,
6/14/2017 2:00,14.9129,77.574,,,,,
6/14/2017 2:15,14.9061,77.574,,,,,
6/14/2017 2:30,14.9061,77.574,,,,,
6/14/2017 2:45,14.8994,77.574,,,,,
6/14/2017 3:00,14.8926,77.574,,,,,
6/14/2017 3:15,14.8926,77.574,,,,,
6/14/2017 3:30,14.8926,77.574,,,,,
6/14/2017 3:45,14.8858,77.574,,,,,
6/14/2017 4:00,14.8836,77.574,,,,,
6/14/2017 4:15,14.8813,77.574,,,,,
6/14/2017 4:30,14.8813,77.574,,,,,
6/14/2017 4:45,14.8836,77.574,,,,,
6/14/2017 5:00,14.8836,77.574,,,,,
6/14/2017 5:15,14.8836,77.574,,,,,
6/14/2017 5:30,14.8858,77.574,,,,,
6/14/2017 5:45,14.8858,77.574,,,,,
6/14/2017 6:00,14.8881,77.574,,,,,
6/14/2017 6:15,14.8858,77.574,,,,,
6/14/2017 6:30,14.8881,77.574,,,,,
6/14/2017 6:45,14.8909,77.749,,,,,
6/14/2017 7:00,14.8887,77.749,,,,,
6/14/2017 7:15,14.8864,77.749,,,,,
6/14/2017 7:30,14.8909,77.749,,,,,
6/14/2017 7:45,14.8887,77.749,,,,,
